variety;year;price
Müller-Thurgau           ;2014;21.1818181818
Müller-Thurgau           ;2015;26.25
Müller-Thurgau           ;2016;18.0
Narince                   ;2011;30.0
Narince                   ;2012;25.0
Narince                   ;2013;15.0
Narince                   ;2014;21.5
Narince                   ;2015;18.0
Nascetta                  ;2009;29.0
Nascetta                  ;2011;33.0
Nascetta                  ;2014;23.0
Nascetta                  ;2015;
Nasco                     ;2010;55.0
Nasco                     ;2014;20.0
Nebbiolo                  ;-1;
Nebbiolo                  ;1995;50.0
Nebbiolo                  ;1996;29.0
Nebbiolo                  ;1998;100.0
Nebbiolo                  ;2000;66.7142857143
Nebbiolo                  ;2001;55.5
Nebbiolo                  ;2002;73.0
Nebbiolo                  ;2003;59.6538461538
Nebbiolo                  ;2004;65.8441558442
Nebbiolo                  ;2005;75.8863636364
Nebbiolo                  ;2006;70.5135135135
Nebbiolo                  ;2007;70.6294117647
Nebbiolo                  ;2008;67.9914529915
Nebbiolo                  ;2009;69.3738738739
Nebbiolo                  ;2010;67.6556016598
Nebbiolo                  ;2011;66.6060606061
Nebbiolo                  ;2012;58.8255033557
Nebbiolo                  ;2013;66.9238095238
Nebbiolo                  ;2014;50.9292929293
Nebbiolo                  ;2015;21.0
Negrette                  ;2001;20.0
Negrette                  ;2010;35.0
Negrette                  ;2011;21.5
Negrette                  ;2012;19.0
Negrette                  ;2013;20.0
Negrette                  ;2014;19.5
Negrette                  ;2015;13.0
Negrette                  ;2016;15.0
Negroamaro                ;-1;10.0
Negroamaro                ;2001;15.0
Negroamaro                ;2003;11.5
Negroamaro                ;2004;11.0
Negroamaro                ;2005;23.6666666667
Negroamaro                ;2006;14.3333333333
Negroamaro                ;2007;13.25
Negroamaro                ;2008;15.5
Negroamaro                ;2009;15.0
Negroamaro                ;2010;32.9
Negroamaro                ;2011;15.2222222222
Negroamaro                ;2012;19.1333333333
Negroamaro                ;2013;19.0
Nerello Cappuccio         ;2006;36.0
Nerello Cappuccio         ;2010;50.0
Nerello Cappuccio         ;2013;35.0
Nerello Cappuccio         ;2014;25.0
Nerello Mascalese         ;-1;52.5
Nerello Mascalese         ;1877;38.75
Nerello Mascalese         ;1999;30.0
Nerello Mascalese         ;2004;19.0
Nerello Mascalese         ;2005;28.0
Nerello Mascalese         ;2006;47.5
Nerello Mascalese         ;2007;47.8888888889
Nerello Mascalese         ;2008;34.3333333333
Nerello Mascalese         ;2009;39.4545454545
Nerello Mascalese         ;2010;38.3333333333
Nerello Mascalese         ;2011;42.7142857143
Nerello Mascalese         ;2012;53.3181818182
Nerello Mascalese         ;2013;38.3333333333
Nerello Mascalese         ;2014;27.0
Nerello Mascalese         ;2015;21.375
Nero d'Avola              ;1875;13.6666666667
Nero d'Avola              ;2000;31.0
Nero d'Avola              ;2002;
Nero d'Avola              ;2003;38.0
Nero d'Avola              ;2004;46.1666666667
Nero d'Avola              ;2005;32.3
Nero d'Avola              ;2006;27.5294117647
Nero d'Avola              ;2007;27.3125
Nero d'Avola              ;2008;33.25
Nero d'Avola              ;2009;21.1612903226
Nero d'Avola              ;2010;21.85
Nero d'Avola              ;2011;21.125
Nero d'Avola              ;2012;22.4146341463
Nero d'Avola              ;2013;21.4423076923
Nero d'Avola              ;2014;21.0697674419
Nero d'Avola              ;2015;15.9375
Nero d'Avola              ;2016;14.25
Nero di Troia             ;2004;75.0
Nero di Troia             ;2005;60.0
Nero di Troia             ;2006;18.6666666667
Nero di Troia             ;2008;23.0
Nero di Troia             ;2009;32.6666666667
Nero di Troia             ;2010;18.5
Nero di Troia             ;2011;32.3333333333
Nero di Troia             ;2012;14.3333333333
Neuburger                 ;2012;
Neuburger                 ;2013;30.0
Neuburger                 ;2014;21.0
Neuburger                 ;2015;21.0
Neuburger                 ;2016;23.6666666667
Nielluciu                 ;2008;24.0
Nielluciu                 ;2012;24.0
Nielluciu                 ;2015;22.0
Norton                    ;-1;18.0
Norton                    ;2006;35.0
Norton                    ;2007;21.0
Norton                    ;2008;28.75
Norton                    ;2009;25.6666666667
Norton                    ;2010;25.0
Norton                    ;2012;18.0
Norton                    ;2015;39.0
Nosiola                   ;1997;47.0
Nosiola                   ;2002;35.0
Nosiola                   ;2012;20.0
Nosiola                   ;2013;38.0
Nosiola                   ;2014;17.0
Nosiola                   ;2015;14.0
Nuragus                   ;2012;16.0
Nuragus                   ;2014;16.0
Ojaleshi                  ;2012;18.0
Okuzgozu                  ;2008;20.0
Okuzgozu                  ;2009;20.0
Okuzgozu                  ;2010;33.0
Okuzgozu                  ;2011;35.0
Okuzgozu                  ;2012;21.5
Okuzgozu                  ;2013;23.0
Okuzgozu                  ;2014;17.0
Ondenc                    ;2014;15.0
Orange Muscat             ;-1;19.0
Orange Muscat             ;2007;17.0
Orange Muscat             ;2008;18.5
Orange Muscat             ;2009;21.5
Orange Muscat             ;2010;21.0
Orange Muscat             ;2011;17.5
Orange Muscat             ;2012;17.0
Orange Muscat             ;2013;35.5
Orange Muscat             ;2014;16.0
Orange Muscat             ;2015;14.0
Orange Muscat             ;2016;18.0
Orangetraube              ;2015;22.0
Other                     ;-1;27.0
Otskhanuri Sapere         ;2014;30.0
Pallagrello               ;2006;32.0
Pallagrello               ;2007;39.5
Pallagrello               ;2008;16.0
Pallagrello               ;2009;53.0
Pallagrello               ;2011;31.0
Pallagrello Bianco        ;2012;31.6
Pallagrello Nero          ;2011;41.0
Palomino                  ;-1;37.6111111111
Pansa Blanca              ;2007;12.0
Pansa Blanca              ;2010;12.0
Pansa Blanca              ;2012;15.0
Pansa Blanca              ;2014;20.3333333333
Pansa Blanca              ;2015;18.625
Papaskarasi               ;2014;20.0
Papaskarasi               ;2015;24.0
Paralleda                 ;2000;11.0
Parraleta                 ;2004;14.0
Passerina                 ;-1;22.0
Passerina                 ;2000;35.0
Passerina                 ;2006;25.0
Passerina                 ;2007;19.0
Passerina                 ;2008;12.0
Passerina                 ;2009;13.0
Passerina                 ;2010;15.0
Passerina                 ;2011;15.3333333333
Passerina                 ;2012;14.8
País                     ;2010;18.0
Pecorino                  ;-1;26.0
Pecorino                  ;2005;55.0
Pecorino                  ;2006;20.0
Pecorino                  ;2007;
Pecorino                  ;2009;17.8
Pecorino                  ;2010;20.5
Pecorino                  ;2011;21.7777777778
Pecorino                  ;2012;17.5238095238
Pecorino                  ;2014;19.0
Pedro Ximénez            ;-1;31.1
Pedro Ximénez            ;1827;20.0
Pedro Ximénez            ;1927;27.5
Pedro Ximénez            ;1947;258.0
Pedro Ximénez            ;1985;33.0
Pedro Ximénez            ;2003;11.0
Pedro Ximénez            ;2004;23.5
Pedro Ximénez            ;2005;21.0
Pedro Ximénez            ;2008;18.3333333333
Pedro Ximénez            ;2009;12.0
Pedro Ximénez            ;2010;40.0
Pedro Ximénez            ;2013;40.0
Pedro Ximénez            ;2014;16.0
Pedro Ximénez            ;2015;12.0
Perricone                 ;2005;
Perricone                 ;2006;19.0
Perricone                 ;2008;35.0
Perricone                 ;2012;30.0
Perricone                 ;2013;18.0
Perricone                 ;2014;27.0
Petit Courbu              ;2006;19.0
Petit Manseng             ;2006;128.0
Petit Manseng             ;2008;35.0
Petit Manseng             ;2009;22.75
Petit Manseng             ;2010;37.0
Petit Manseng             ;2011;26.25
Petit Manseng             ;2012;29.5
Petit Manseng             ;2013;27.125
Petit Manseng             ;2014;27.875
Petit Manseng             ;2015;32.75
Petit Manseng             ;2016;21.6666666667
Petit Meslier             ;2005;
Petit Verdot              ;-1;22.0
Petit Verdot              ;1997;17.0
Petit Verdot              ;1999;30.0
Petit Verdot              ;2003;45.0
Petit Verdot              ;2004;83.5
Petit Verdot              ;2005;37.0
Petit Verdot              ;2006;32.75
Petit Verdot              ;2007;30.7
Petit Verdot              ;2008;41.8461538462
Petit Verdot              ;2009;43.9393939394
Petit Verdot              ;2010;40.6923076923
Petit Verdot              ;2011;37.0833333333
Petit Verdot              ;2012;39.5660377358
Petit Verdot              ;2013;38.86
Petit Verdot              ;2014;36.4705882353
Petit Verdot              ;2015;28.1428571429
Petite Sirah              ;-1;26.0
Petite Sirah              ;1998;24.0
Petite Sirah              ;1999;12.3333333333
Petite Sirah              ;2000;31.0
Petite Sirah              ;2001;25.0
Petite Sirah              ;2002;24.0
Petite Sirah              ;2004;27.7272727273
Petite Sirah              ;2005;31.1851851852
Petite Sirah              ;2006;28.25
Petite Sirah              ;2007;28.3064516129
Petite Sirah              ;2008;28.7142857143
Petite Sirah              ;2009;31.3376623377
Petite Sirah              ;2010;35.25
Petite Sirah              ;2011;30.0144927536
Petite Sirah              ;2012;33.0784313725
Petite Sirah              ;2013;33.4109589041
Petite Sirah              ;2014;32.5423728814
Petite Sirah              ;2015;26.7692307692
Petite Sirah              ;2016;24.0
Petite Verdot             ;2005;40.0
Petite Verdot             ;2006;30.6666666667
Petite Verdot             ;2007;47.2857142857
Petite Verdot             ;2008;76.6
Petite Verdot             ;2009;39.0
Petite Verdot             ;2010;28.0
Petite Verdot             ;2011;40.0
Petite Verdot             ;2012;39.3333333333
Petite Verdot             ;2013;32.0
Petite Verdot             ;2015;31.0
Picapoll                  ;2008;21.0
Picolit                   ;2003;
Picolit                   ;2004;71.3333333333
Picolit                   ;2005;55.5
Picolit                   ;2006;90.0
Picolit                   ;2007;66.6666666667
Picolit                   ;2008;80.5
Picolit                   ;2009;72.5
Picolit                   ;2011;45.0
Picpoul                   ;2010;20.0
Picpoul                   ;2011;10.6666666667
Picpoul                   ;2015;21.25
Picpoul                   ;2016;25.2
Piedirosso                ;-1;20.0
Piedirosso                ;2006;
Piedirosso                ;2007;
Piedirosso                ;2008;15.6666666667
Piedirosso                ;2009;12.0
Piedirosso                ;2012;22.0
Piedirosso                ;2013;32.5
Piedirosso                ;2015;22.5
Pigato                    ;2011;23.0
Pignoletto                ;2010;18.0
Pignoletto                ;2012;15.5
Pignoletto                ;2013;
Pignolo                   ;1999;70.0
Pinot Auxerrois           ;-1;19.5
Pinot Auxerrois           ;2008;22.0
Pinot Auxerrois           ;2011;18.0
Pinot Auxerrois           ;2012;
Pinot Auxerrois           ;2014;29.8
Pinot Auxerrois           ;2015;32.0
Pinot Bianco              ;2000;21.0
Pinot Bianco              ;2001;25.3333333333
Pinot Bianco              ;2002;19.5
Pinot Bianco              ;2004;165.0
Pinot Bianco              ;2005;28.0
Pinot Bianco              ;2006;34.2857142857
Pinot Bianco              ;2007;24.6666666667
Pinot Bianco              ;2008;24.3333333333
Pinot Bianco              ;2009;18.6666666667
Pinot Bianco              ;2010;19.8888888889
Pinot Bianco              ;2011;24.0588235294
Pinot Bianco              ;2012;22.3333333333
Pinot Bianco              ;2013;40.375
Pinot Bianco              ;2014;24.0769230769
Pinot Bianco              ;2015;23.875
Pinot Bianco              ;2016;13.0
Pinot Blanc               ;-1;37.5
Pinot Blanc               ;1998;17.6666666667
Pinot Blanc               ;1999;15.8
Pinot Blanc               ;2000;14.6666666667
Pinot Blanc               ;2001;17.0
Pinot Blanc               ;2006;18.4615384615
Pinot Blanc               ;2007;19.6
Pinot Blanc               ;2008;26.125
Pinot Blanc               ;2009;17.0833333333
Pinot Blanc               ;2010;19.92
Pinot Blanc               ;2011;21.4791666667
Pinot Blanc               ;2012;20.8333333333
Pinot Blanc               ;2013;21.7272727273
Pinot Blanc               ;2014;19.8591549296
Pinot Blanc               ;2015;20.0540540541
Pinot Blanc               ;2016;22.125
Pinot Blanc-Chardonnay    ;-1;25.0
Pinot Blanc-Chardonnay    ;2009;21.0
Pinot Blanc-Chardonnay    ;2010;23.0
Pinot Blanc-Pinot Noir    ;2016;16.0
Pinot Blanc-Viognier      ;2015;19.0
Pinot Grigio              ;-1;13.0769230769
Pinot Grigio              ;1999;10.0
Pinot Grigio              ;2000;12.3333333333
Pinot Grigio              ;2001;14.2285714286
Pinot Grigio              ;2002;13.2142857143
Pinot Grigio              ;2004;33.3333333333
Pinot Grigio              ;2005;20.5
Pinot Grigio              ;2006;17.2419354839
Pinot Grigio              ;2007;17.4520547945
Pinot Grigio              ;2008;15.6
Pinot Grigio              ;2009;16.8888888889
Pinot Grigio              ;2010;16.0754716981
Pinot Grigio              ;2011;15.1743119266
Pinot Grigio              ;2012;16.9651162791
Pinot Grigio              ;2013;16.3176470588
Pinot Grigio              ;2014;17.5214723926
Pinot Grigio              ;2015;18.2888888889
Pinot Grigio              ;2016;15.1875
Pinot Grigio-Sauvignon Bla;2014;35.0
Pinot Gris                ;-1;23.0
Pinot Gris                ;1852;17.5
Pinot Gris                ;1996;25.0
Pinot Gris                ;1998;9.0
Pinot Gris                ;1999;12.5
Pinot Gris                ;2000;16.8461538462
Pinot Gris                ;2001;16.2222222222
Pinot Gris                ;2002;18.0
Pinot Gris                ;2004;22.25
Pinot Gris                ;2005;36.4166666667
Pinot Gris                ;2006;18.4565217391
Pinot Gris                ;2007;28.3606557377
Pinot Gris                ;2008;21.2
Pinot Gris                ;2009;22.46875
Pinot Gris                ;2010;22.2413793103
Pinot Gris                ;2011;20.4
Pinot Gris                ;2012;25.0211267606
Pinot Gris                ;2013;24.8454545455
Pinot Gris                ;2014;22.7384615385
Pinot Gris                ;2015;23.9090909091
Pinot Gris                ;2016;19.0963855422
Pinot Gris-Gewürztraminer;2012;20.0
Pinot Meunier             ;-1;69.2
Pinot Meunier             ;2000;29.0
Pinot Meunier             ;2003;
Pinot Meunier             ;2005;35.0
Pinot Meunier             ;2006;60.0
Pinot Meunier             ;2007;27.0
Pinot Meunier             ;2009;49.75
Pinot Meunier             ;2010;36.75
Pinot Meunier             ;2011;27.0
Pinot Meunier             ;2012;32.6666666667
Pinot Meunier             ;2013;30.0
Pinot Meunier             ;2014;38.0
Pinot Meunier             ;2015;30.0
Pinot Nero                ;-1;33.0
Pinot Nero                ;2001;34.0
Pinot Nero                ;2002;45.0
Pinot Nero                ;2004;38.3333333333
Pinot Nero                ;2005;
Pinot Nero                ;2006;62.25
Pinot Nero                ;2007;47.6
Pinot Nero                ;2008;31.8181818182
Pinot Nero                ;2009;31.5
Pinot Nero                ;2010;36.6153846154
Pinot Nero                ;2011;42.9583333333
Pinot Nero                ;2012;32.6666666667
Pinot Nero                ;2013;28.2962962963
Pinot Nero                ;2014;33.0
Pinot Nero                ;2015;22.6666666667
Pinot Noir                ;-1;33.3823529412
Pinot Noir                ;1852;24.0
Pinot Noir                ;1996;41.5
Pinot Noir                ;1997;38.1818181818
Pinot Noir                ;1998;29.7669902913
Pinot Noir                ;1999;35.4814814815
Pinot Noir                ;2000;42.2586206897
Pinot Noir                ;2001;27.393442623
Pinot Noir                ;2002;64.0
Pinot Noir                ;2003;50.75
Pinot Noir                ;2004;55.9117647059
Pinot Noir                ;2005;59.295620438
Pinot Noir                ;2006;48.7169459963
Pinot Noir                ;2007;43.248496994
Pinot Noir                ;2008;47.5142405063
Pinot Noir                ;2009;47.4673202614
Pinot Noir                ;2010;47.094439541
Pinot Noir                ;2011;48.6270417423
Pinot Noir                ;2012;47.8388473853
Pinot Noir                ;2013;47.1117705242
Pinot Noir                ;2014;52.4646194927
Pinot Noir                ;2015;42.6570545829
Pinot Noir                ;2016;20.8396226415
Pinot Noir-Gamay          ;-1;22.0
Pinot Noir-Gamay          ;2012;23.0
Pinot Noir-Gamay          ;2013;16.0
Pinot Noir-Gamay          ;2014;15.4285714286
Pinot Noir-Gamay          ;2015;23.4
Pinot Noir-Gamay          ;2016;
Pinot Noir-Syrah          ;2012;12.0
Pinot Noir-Syrah          ;2013;52.0
Pinot-Chardonnay          ;-1;23.0
Pinot-Chardonnay          ;2011;40.0
Pinot-Chardonnay          ;2015;28.0
Pinot-Chardonnay          ;2016;28.0
Pinotage                  ;1996;16.0
Pinotage                  ;1998;19.0
Pinotage                  ;1999;10.0
Pinotage                  ;2000;20.0
Pinotage                  ;2005;20.1
Pinotage                  ;2006;20.1111111111
Pinotage                  ;2007;23.7272727273
Pinotage                  ;2008;21.3333333333
Pinotage                  ;2009;19.6153846154
Pinotage                  ;2010;20.5294117647
Pinotage                  ;2011;17.9333333333
Pinotage                  ;2012;22.1052631579
Pinotage                  ;2013;70.6363636364
Pinotage                  ;2014;16.5
Pinotage                  ;2015;
Pinotage-Merlot           ;2009;10.0
Piquepoul Blanc           ;2015;13.0
Plavac Mali               ;2006;50.6666666667
Plavac Mali               ;2007;45.0
Plavac Mali               ;2008;30.6666666667
Plavac Mali               ;2009;30.0
Plavac Mali               ;2010;23.5
Plyto                     ;2010;20.0
Plyto                     ;2014;19.0
Port                      ;-1;44.3692307692
Port                      ;1935;980.0
Port                      ;1941;770.0
Port                      ;1952;457.0
Port                      ;1957;375.0
Port                      ;1961;320.0
Port                      ;1963;552.3333333333
Port                      ;1964;356.5
Port                      ;1965;240.0
Port                      ;1966;220.0
Port                      ;1967;300.0
Port                      ;1968;300.0
Port                      ;1974;175.0
Port                      ;1978;100.0
Port                      ;1983;45.0
Port                      ;1984;87.0
Port                      ;1986;80.0
Port                      ;1989;47.0
Port                      ;1992;65.0
Port                      ;1994;20.0
Port                      ;1995;22.0
Port                      ;1996;52.0
Port                      ;1997;49.8
Port                      ;1998;41.75
Port                      ;1999;35.0
Port                      ;2000;44.1666666667
Port                      ;2001;171.0
Port                      ;2002;30.0
Port                      ;2003;42.6923076923
Port                      ;2004;36.0
Port                      ;2005;50.2352941176
Port                      ;2006;46.0
Port                      ;2007;53.8571428571
Port                      ;2008;56.5909090909
Port                      ;2009;48.0
Port                      ;2010;45.9615384615
Port                      ;2011;97.21875
Port                      ;2012;44.4736842105
Port                      ;2013;59.0
Port                      ;2014;64.2
Port                      ;2015;65.4230769231
Portuguese Red            ;-1;12.25
Portuguese Red            ;1912;
Portuguese Red            ;1996;14.0
Portuguese Red            ;2000;49.0
Portuguese Red            ;2002;22.0
Portuguese Red            ;2003;21.8571428571
Portuguese Red            ;2004;34.6285714286
Portuguese Red            ;2005;24.8431372549
Portuguese Red            ;2006;24.0277777778
Portuguese Red            ;2007;35.1184210526
Portuguese Red            ;2008;30.3953488372
Portuguese Red            ;2009;27.156462585
Portuguese Red            ;2010;24.3351351351
Portuguese Red            ;2011;29.3712121212
Portuguese Red            ;2012;27.8541666667
Portuguese Red            ;2013;24.9848942598
Portuguese Red            ;2014;20.9305555556
Portuguese Red            ;2015;15.2695652174
Portuguese Red            ;2016;13.1836734694
Portuguese Rosé          ;2008;7.0
Portuguese Rosé          ;2011;
Portuguese Rosé          ;2012;11.6
Portuguese Rosé          ;2013;18.0
Portuguese Rosé          ;2014;12.0
Portuguese Rosé          ;2015;37.5
Portuguese Sparkling      ;-1;13.2173913043
Portuguese Sparkling      ;1999;18.0
Portuguese Sparkling      ;2002;15.0
Portuguese Sparkling      ;2004;
Portuguese Sparkling      ;2005;
Portuguese Sparkling      ;2007;22.0
Portuguese Sparkling      ;2008;20.0
Portuguese Sparkling      ;2009;22.2
Portuguese Sparkling      ;2010;27.5
Portuguese Sparkling      ;2011;26.25
Portuguese Sparkling      ;2012;20.75
Portuguese Sparkling      ;2013;16.4
Portuguese Sparkling      ;2015;16.0
Portuguese White          ;-1;16.2857142857
Portuguese White          ;1912;
Portuguese White          ;2005;32.0
Portuguese White          ;2006;12.5263157895
Portuguese White          ;2007;14.4666666667
Portuguese White          ;2008;14.9259259259
Portuguese White          ;2009;22.1463414634
Portuguese White          ;2010;15.4615384615
Portuguese White          ;2011;13.0638297872
Portuguese White          ;2012;15.6728971963
Portuguese White          ;2013;16.6575342466
Portuguese White          ;2014;15.5454545455
Portuguese White          ;2015;14.5096153846
Portuguese White          ;2016;13.9602649007
Portuguiser               ;2014;15.0
Posip                     ;2008;24.0
Posip                     ;2009;24.0
Posip                     ;2010;28.0
Posip                     ;2011;25.0
Posip                     ;2012;23.5
Posip                     ;2015;25.0
Poulsard                  ;2011;25.0
Poulsard                  ;2012;28.0
Poulsard                  ;2016;25.0
Premsal                   ;2012;15.0
Prieto Picudo             ;2004;32.0
Prieto Picudo             ;2006;24.0
Prieto Picudo             ;2007;54.3333333333
Prieto Picudo             ;2008;20.5
Prieto Picudo             ;2009;37.0
Prieto Picudo             ;2010;32.0
Prieto Picudo             ;2011;33.5
Primitivo                 ;1998;5.0
Primitivo                 ;2003;30.0
Primitivo                 ;2004;27.0
Primitivo                 ;2005;17.4545454545
Primitivo                 ;2006;22.5333333333
Primitivo                 ;2007;21.1818181818
Primitivo                 ;2008;35.6
Primitivo                 ;2009;24.5263157895
Primitivo                 ;2010;24.0476190476
Primitivo                 ;2011;24.1666666667
Primitivo                 ;2012;26.7441860465
Primitivo                 ;2013;26.3333333333
Primitivo                 ;2014;32.2857142857
Primitivo                 ;2015;31.0
Primitivo                 ;2016;23.0
Prié Blanc               ;2008;
Prié Blanc               ;2011;28.0
Prié Blanc               ;2013;21.6666666667
Prosecco                  ;-1;18.5089820359
Prosecco                  ;2005;37.0
Prosecco                  ;2006;24.7142857143
Prosecco                  ;2007;21.7857142857
Prosecco                  ;2008;23.3636363636
Prosecco                  ;2009;28.0
Provence red blend        ;2009;33.0
Provence red blend        ;2010;30.4
Provence red blend        ;2011;25.0
Provence red blend        ;2012;36.0
Provence red blend        ;2013;30.7037037037
Provence red blend        ;2014;27.2727272727
Provence red blend        ;2015;26.375
Provence white blend      ;2012;18.3333333333
Provence white blend      ;2013;19.0
Provence white blend      ;2014;24.3
Provence white blend      ;2015;27.7
Provence white blend      ;2016;22.3333333333
Prugnolo Gentile          ;1995;210.0
Prugnolo Gentile          ;1997;237.0
Prugnolo Gentile          ;2001;75.0
Prugnolo Gentile          ;2003;54.0
Prugnolo Gentile          ;2004;40.0
Prugnolo Gentile          ;2005;36.4444444444
Prugnolo Gentile          ;2006;36.1666666667
Prugnolo Gentile          ;2007;20.0
Prugnolo Gentile          ;2008;25.75
Prugnolo Gentile          ;2009;22.0
Prugnolo Gentile          ;2011;13.0
Prunelard                 ;2015;23.0
Pugnitello                ;2007;49.0
Pugnitello                ;2008;49.0
Pugnitello                ;2010;49.0
Rabigato                  ;2011;50.0
Rabigato                  ;2014;18.0
Raboso                    ;-1;13.6666666667
Raboso                    ;2003;25.0
Raboso                    ;2004;35.0
Raboso                    ;2005;23.3333333333
Raboso                    ;2006;24.0
Raboso                    ;2007;16.0
Raboso                    ;2009;14.0
Raboso                    ;2012;80.0
Ramisco                   ;1934;495.0
Rara Neagra               ;2014;19.0
Rara Neagra               ;2015;16.0
Rebo                      ;2012;27.0
Rebula                    ;2011;25.0
Rebula                    ;2013;18.0
Rebula                    ;2014;25.0
Red Blend                 ;-1;20.7168949772
Red Blend                 ;1848;52.5
Red Blend                 ;1868;38.6666666667
Red Blend                 ;1877;22.0
Red Blend                 ;1898;39.2857142857
Red Blend                 ;1945;350.0
Red Blend                 ;1994;25.0
Red Blend                 ;1995;13.0
Red Blend                 ;1996;26.0
Red Blend                 ;1997;15.5
Red Blend                 ;1998;29.6363636364
Red Blend                 ;1999;47.6551724138
Red Blend                 ;2000;40.9411764706
Red Blend                 ;2001;47.2380952381
Red Blend                 ;2002;29.1578947368
Red Blend                 ;2003;48.4193548387
Red Blend                 ;2004;46.9822222222
Red Blend                 ;2005;39.606557377
Red Blend                 ;2006;37.4524421594
Red Blend                 ;2007;42.4091778203
Red Blend                 ;2008;41.3309481216
Red Blend                 ;2009;37.7846153846
Red Blend                 ;2010;37.1761761762
Red Blend                 ;2011;38.1879194631
Red Blend                 ;2012;34.6405990017
Red Blend                 ;2013;32.5687061184
Red Blend                 ;2014;27.9086538462
Red Blend                 ;2015;22.1094890511
Red Blend                 ;2016;17.1132075472
Refosco                   ;2005;
Refosco                   ;2007;14.0
Refosco                   ;2008;31.5
Refosco                   ;2010;
Refosco                   ;2011;17.5
Refosco                   ;2012;28.0
Refosco                   ;2014;50.0
Rhône-style Red Blend    ;-1;23.6
Rhône-style Red Blend    ;1996;12.0
Rhône-style Red Blend    ;1997;28.75
Rhône-style Red Blend    ;1998;38.0714285714
Rhône-style Red Blend    ;1999;56.5555555556
Rhône-style Red Blend    ;2000;14.0
Rhône-style Red Blend    ;2001;20.0
Rhône-style Red Blend    ;2003;36.3333333333
Rhône-style Red Blend    ;2004;25.6842105263
Rhône-style Red Blend    ;2005;29.4042553191
Rhône-style Red Blend    ;2006;31.8139534884
Rhône-style Red Blend    ;2007;31.75
Rhône-style Red Blend    ;2008;33.2952380952
Rhône-style Red Blend    ;2009;31.8774509804
Rhône-style Red Blend    ;2010;42.8309859155
Rhône-style Red Blend    ;2011;35.0901639344
Rhône-style Red Blend    ;2012;34.4684210526
Rhône-style Red Blend    ;2013;38.623853211
Rhône-style Red Blend    ;2014;34.4383561644
Rhône-style Red Blend    ;2015;26.1063829787
Rhône-style Red Blend    ;2016;15.0
Rhône-style White Blend  ;-1;25.0
Rhône-style White Blend  ;1992;75.0
Rhône-style White Blend  ;1998;10.0
Rhône-style White Blend  ;1999;164.0
Rhône-style White Blend  ;2000;67.5
Rhône-style White Blend  ;2001;25.0
Rhône-style White Blend  ;2005;36.0
Rhône-style White Blend  ;2006;40.2222222222
Rhône-style White Blend  ;2007;31.3181818182
Rhône-style White Blend  ;2008;24.4285714286
Rhône-style White Blend  ;2009;39.652173913
Rhône-style White Blend  ;2010;22.1707317073
Rhône-style White Blend  ;2011;40.0
Rhône-style White Blend  ;2012;33.7
Rhône-style White Blend  ;2013;30.8714285714
Rhône-style White Blend  ;2014;30.5142857143
Rhône-style White Blend  ;2015;33.2380952381
Rhône-style White Blend  ;2016;24.1428571429
Ribolla Gialla            ;-1;25.1428571429
Ribolla Gialla            ;2002;18.0
Ribolla Gialla            ;2003;120.0
Ribolla Gialla            ;2004;
Ribolla Gialla            ;2005;68.3333333333
Ribolla Gialla            ;2006;22.2
Ribolla Gialla            ;2007;56.0
Ribolla Gialla            ;2009;40.0
Ribolla Gialla            ;2010;21.0
Ribolla Gialla            ;2011;29.2
Ribolla Gialla            ;2012;23.8571428571
Ribolla Gialla            ;2013;22.5714285714
Ribolla Gialla            ;2014;20.8
Ribolla Gialla            ;2015;17.8571428571
Ribolla Gialla            ;2016;21.0
Rieslaner                 ;2006;47.0
Rieslaner                 ;2007;39.0
Rieslaner                 ;2014;
Rieslaner                 ;2015;35.0
Riesling                  ;-1;18.9583333333
Riesling                  ;1852;18.4285714286
Riesling                  ;1976;101.0
Riesling                  ;1988;95.0
Riesling                  ;1989;68.0
Riesling                  ;1992;75.0
Riesling                  ;1994;26.0
Riesling                  ;1995;27.0
Riesling                  ;1997;13.0
Riesling                  ;1998;20.1428571429
Riesling                  ;1999;37.0
Riesling                  ;2000;37.5
Riesling                  ;2001;23.9772727273
Riesling                  ;2002;17.306122449
Riesling                  ;2003;40.5
Riesling                  ;2004;41.7272727273
Riesling                  ;2005;32.1219512195
Riesling                  ;2006;42.5634517766
Riesling                  ;2007;31.567251462
Riesling                  ;2008;28.1436170213
Riesling                  ;2009;43.2094594595
Riesling                  ;2010;35.5062893082
Riesling                  ;2011;33.1802884615
Riesling                  ;2012;32.5570570571
Riesling                  ;2013;30.9675516224
Riesling                  ;2014;29.8933782267
Riesling                  ;2015;30.8472972973
Riesling                  ;2016;21.5794871795
Riesling-Chardonnay       ;2015;40.0
Rivaner                   ;2011;15.0
Rivaner                   ;2012;16.0
Rivaner                   ;2014;18.0
Rkatsiteli                ;2007;26.5
Rkatsiteli                ;2008;16.0
Rkatsiteli                ;2009;21.0
Rkatsiteli                ;2010;20.0
Rkatsiteli                ;2012;32.0
Rkatsiteli                ;2013;22.2
Rkatsiteli                ;2014;15.6666666667
Rkatsiteli                ;2015;21.0
Robola                    ;2008;18.0
Robola                    ;2010;26.0
Robola                    ;2015;22.0
Roditis                   ;2005;27.0
Roditis                   ;2006;14.0
Roditis                   ;2008;12.0
Roditis-Moschofilero      ;2015;11.0
Rolle                     ;2013;25.0
