variety;year;price
Carmenère-Syrah          ;2010;12.0
Carmenère-Syrah          ;2012;37.0
Carmenère-Syrah          ;2013;15.0
Carmenère-Syrah          ;2015;12.0
Carricante                ;-1;38.0
Carricante                ;1994;195.0
Carricante                ;2005;32.5
Carricante                ;2006;75.0
Carricante                ;2007;32.6666666667
Carricante                ;2008;48.0
Carricante                ;2009;45.0
Carricante                ;2010;36.5
Carricante                ;2011;30.6666666667
Carricante                ;2012;42.5
Carricante                ;2013;28.6
Carricante                ;2014;34.0
Carricante                ;2015;29.1428571429
Casavecchia               ;2006;26.0
Casavecchia               ;2007;58.0
Casavecchia               ;2011;45.0
Castelão                 ;-1;7.0
Castelão                 ;2000;10.0
Castelão                 ;2002;10.0
Castelão                 ;2007;8.0
Castelão                 ;2008;8.0
Castelão                 ;2009;42.5
Castelão                 ;2010;22.0
Castelão                 ;2011;13.8
Castelão                 ;2012;14.6666666667
Castelão                 ;2013;17.4
Castelão                 ;2014;13.0
Castelão                 ;2016;30.0
Catalanesca               ;2012;19.0
Catarratto                ;-1;12.0
Catarratto                ;2007;12.0
Catarratto                ;2008;18.0
Catarratto                ;2009;17.0
Catarratto                ;2010;17.6
Catarratto                ;2011;16.0
Catarratto                ;2012;74.0
Catarratto                ;2013;16.25
Catarratto                ;2015;23.1428571429
Cayuga                    ;2011;19.0
Cayuga                    ;2013;13.0
Centesimino               ;2015;36.0
Cerceal                   ;2009;50.0
Cerceal                   ;2011;54.0
Cerceal                   ;2015;30.0
Cercial                   ;2014;50.0
Cesanese                  ;2012;20.0
Cesanese d'Affile         ;2009;30.3333333333
Cesanese d'Affile         ;2010;17.0
Cesanese d'Affile         ;2011;18.0
Chambourcin               ;-1;11.0
Chambourcin               ;2005;25.0
Chambourcin               ;2007;12.5
Chambourcin               ;2008;14.0
Chambourcin               ;2009;10.0
Chambourcin               ;2010;21.25
Chambourcin               ;2011;17.0
Chambourcin               ;2013;26.5
Chambourcin               ;2014;16.0
Champagne Blend           ;-1;55.6973180077
Champagne Blend           ;1988;131.6666666667
Champagne Blend           ;1989;66.6666666667
Champagne Blend           ;1990;170.25
Champagne Blend           ;1991;64.0
Champagne Blend           ;1992;55.25
Champagne Blend           ;1993;44.5
Champagne Blend           ;1994;62.25
Champagne Blend           ;1995;58.5217391304
Champagne Blend           ;1996;62.1538461538
Champagne Blend           ;1997;44.7142857143
Champagne Blend           ;1998;206.4285714286
Champagne Blend           ;1999;116.9230769231
Champagne Blend           ;2000;103.380952381
Champagne Blend           ;2001;74.5
Champagne Blend           ;2002;125.4285714286
Champagne Blend           ;2003;89.1818181818
Champagne Blend           ;2004;110.1612903226
Champagne Blend           ;2005;104.4324324324
Champagne Blend           ;2006;118.6875
Champagne Blend           ;2007;111.2857142857
Champagne Blend           ;2008;102.0408163265
Champagne Blend           ;2009;104.3125
Champagne Blend           ;2010;57.6666666667
Champagne Blend           ;2011;57.4444444444
Champagne Blend           ;2012;59.0
Champagne Blend           ;2013;32.0
Champagne Blend           ;2014;31.0
Champagne Blend           ;2015;23.6666666667
Chancellor                ;2006;20.0
Chancellor                ;2007;12.0
Charbono                  ;2007;33.6666666667
Charbono                  ;2008;31.25
Charbono                  ;2010;36.6666666667
Charbono                  ;2011;32.0
Charbono                  ;2012;39.2
Charbono                  ;2014;34.5
Charbono                  ;2015;29.6666666667
Chardonel                 ;2010;11.0
Chardonnay                ;-1;49.7294117647
Chardonnay                ;1848;25.0
Chardonnay                ;1852;16.8333333333
Chardonnay                ;1985;216.0
Chardonnay                ;1988;200.0
Chardonnay                ;1994;13.0
Chardonnay                ;1995;
Chardonnay                ;1996;210.0
Chardonnay                ;1997;33.5
Chardonnay                ;1998;29.6730769231
Chardonnay                ;1999;24.2346938776
Chardonnay                ;2000;28.6666666667
Chardonnay                ;2001;18.7627118644
Chardonnay                ;2002;57.7173913043
Chardonnay                ;2003;57.6
Chardonnay                ;2004;66.6274509804
Chardonnay                ;2005;38.2288557214
Chardonnay                ;2006;36.236294896
Chardonnay                ;2007;31.1043841336
Chardonnay                ;2008;33.2288
Chardonnay                ;2009;34.068627451
Chardonnay                ;2010;33.4941176471
Chardonnay                ;2011;32.7827027027
Chardonnay                ;2012;33.0666666667
Chardonnay                ;2013;36.2402684564
Chardonnay                ;2014;38.0946643718
Chardonnay                ;2015;32.0178571429
Chardonnay                ;2016;18.489626556
Chardonnay                ;2017;13.3333333333
Chardonnay Weissburgunder ;2005;58.0
Chardonnay Weissburgunder ;2008;25.0
Chardonnay-Albariño      ;2010;28.0
Chardonnay-Albariño      ;2012;34.0
Chardonnay-Pinot Blanc    ;2005;36.3333333333
Chardonnay-Pinot Blanc    ;2010;36.0
Chardonnay-Pinot Blanc    ;2013;26.0
Chardonnay-Pinot Gris     ;2014;17.0
Chardonnay-Riesling       ;2015;24.0
Chardonnay-Sauvignon      ;2007;15.0
Chardonnay-Sauvignon      ;2009;14.0
Chardonnay-Sauvignon      ;2010;13.5
Chardonnay-Sauvignon      ;2012;13.0
Chardonnay-Sauvignon Blanc;2014;16.0
Chardonnay-Sauvignon Blanc;2015;12.0
Chardonnay-Sauvignon Blanc;2016;12.0
Chardonnay-Semillon       ;2006;16.0
Chardonnay-Semillon       ;2010;16.0
Chardonnay-Semillon       ;2012;21.0
Chardonnay-Viognier       ;-1;27.5
Chardonnay-Viognier       ;2006;20.0
Chardonnay-Viognier       ;2007;16.0
Chardonnay-Viognier       ;2008;15.25
Chardonnay-Viognier       ;2009;14.5
Chardonnay-Viognier       ;2010;16.2
Chardonnay-Viognier       ;2011;15.0
Chardonnay-Viognier       ;2012;27.5
Chardonnay-Viognier       ;2013;14.0
Chardonnay-Viognier       ;2014;21.0
Chardonnay-Viognier       ;2015;10.5
Chardonnay-Viognier       ;2016;12.6666666667
Chasselas                 ;2010;
Chasselas                 ;2012;23.0
Chasselas                 ;2013;20.0
Chasselas                 ;2014;20.5
Chasselas                 ;2015;22.0
Chelois                   ;2012;20.0
Chelois                   ;2014;25.0
Chenin Blanc              ;-1;19.6666666667
Chenin Blanc              ;1982;64.0
Chenin Blanc              ;1995;103.0
Chenin Blanc              ;1996;35.0
Chenin Blanc              ;1998;7.5
Chenin Blanc              ;1999;13.0
Chenin Blanc              ;2000;12.0
Chenin Blanc              ;2001;6.0
Chenin Blanc              ;2002;20.0
Chenin Blanc              ;2003;
Chenin Blanc              ;2004;37.0
Chenin Blanc              ;2005;37.8333333333
Chenin Blanc              ;2006;20.8181818182
Chenin Blanc              ;2007;14.6363636364
Chenin Blanc              ;2008;23.9523809524
Chenin Blanc              ;2009;31.5609756098
Chenin Blanc              ;2010;23.1176470588
Chenin Blanc              ;2011;23.4931506849
Chenin Blanc              ;2012;22.0
Chenin Blanc              ;2013;22.4423076923
Chenin Blanc              ;2014;24.6162790698
Chenin Blanc              ;2015;20.7878787879
Chenin Blanc              ;2016;19.4242424242
Chenin Blanc-Chardonnay   ;-1;18.5454545455
Chenin Blanc-Chardonnay   ;2004;22.0
Chenin Blanc-Chardonnay   ;2006;18.0
Chenin Blanc-Chardonnay   ;2007;12.0
Chenin Blanc-Chardonnay   ;2008;12.0
Chenin Blanc-Chardonnay   ;2009;15.0
Chenin Blanc-Chardonnay   ;2010;15.0
Chenin Blanc-Chardonnay   ;2011;9.0
Chenin Blanc-Chardonnay   ;2012;15.0
Chenin Blanc-Chardonnay   ;2013;
Chenin Blanc-Chardonnay   ;2014;12.5
Chenin Blanc-Chardonnay   ;2015;12.0
Chenin Blanc-Chardonnay   ;2016;13.0
Chenin Blanc-Sauvignon Bla;2008;10.0
Chenin Blanc-Sauvignon Bla;2010;9.5
Chenin Blanc-Sauvignon Bla;2011;14.0
Chenin Blanc-Sauvignon Bla;2013;10.0
Chenin Blanc-Viognier     ;2009;12.0
Chenin Blanc-Viognier     ;2010;24.5
Chenin Blanc-Viognier     ;2011;13.5
Chenin Blanc-Viognier     ;2012;14.0
Chenin Blanc-Viognier     ;2014;16.0
Chenin Blanc-Viognier     ;2016;16.0
Chinuri                   ;2010;18.0
Chinuri                   ;2014;30.0
Chinuri                   ;2015;28.0
Ciliegiolo                ;2008;28.0
Ciliegiolo                ;2010;32.0
Ciliegiolo                ;2012;32.0
Cinsault                  ;2005;27.0
Cinsault                  ;2006;22.0
Cinsault                  ;2007;10.0
Cinsault                  ;2008;10.0
Cinsault                  ;2010;22.5
Cinsault                  ;2011;25.0
Cinsault                  ;2012;30.2222222222
Cinsault                  ;2013;27.0
Cinsault                  ;2014;28.1111111111
Cinsault                  ;2015;33.5
Cinsault                  ;2016;20.0
Clairette                 ;2008;12.0
Clairette                 ;2015;
Clairette                 ;2016;30.0
Claret                    ;2006;31.0
Claret                    ;2007;47.5
Claret                    ;2008;58.3333333333
Claret                    ;2009;130.0
Claret                    ;2010;64.0
Claret                    ;2011;50.6
Claret                    ;2012;44.8333333333
Claret                    ;2013;46.1428571429
Claret                    ;2014;29.0
Cococciola                ;2011;20.0
Coda di Volpe             ;-1;20.0
Coda di Volpe             ;2005;14.0
Coda di Volpe             ;2006;
Coda di Volpe             ;2007;16.0
Coda di Volpe             ;2008;15.0
Coda di Volpe             ;2009;15.0
Coda di Volpe             ;2010;28.0
Coda di Volpe             ;2012;22.4
Coda di Volpe             ;2014;22.0
Colombard                 ;2007;12.0
Colombard                 ;2008;10.5
Colombard                 ;2009;18.0
Colombard                 ;2010;22.6666666667
Colombard                 ;2011;13.5
Colombard                 ;2013;18.4
Colombard                 ;2014;12.25
Colombard                 ;2015;18.25
Colombard                 ;2016;20.0
Colombard-Sauvignon Blanc ;2007;9.0
Colombard-Sauvignon Blanc ;2009;11.0
Colombard-Sauvignon Blanc ;2010;
Colombard-Sauvignon Blanc ;2011;13.0
Colombard-Sauvignon Blanc ;2012;9.0
Colombard-Sauvignon Blanc ;2013;10.6666666667
Colombard-Sauvignon Blanc ;2014;12.6666666667
Colombard-Sauvignon Blanc ;2015;10.5
Colombard-Sauvignon Blanc ;2016;10.6666666667
Colombard-Ugni Blanc      ;2012;13.0
Colombard-Ugni Blanc      ;2014;10.3333333333
Colombard-Ugni Blanc      ;2015;9.0
Colombard-Ugni Blanc      ;2016;9.6666666667
Colorino                  ;2013;40.0
Cortese                   ;1999;16.0
Cortese                   ;2004;46.0
Cortese                   ;2005;14.0
Cortese                   ;2006;23.5
Cortese                   ;2007;23.3333333333
Cortese                   ;2008;16.0
Cortese                   ;2009;23.5
Cortese                   ;2010;23.4
Cortese                   ;2011;18.0
Cortese                   ;2012;21.5
Cortese                   ;2013;33.3333333333
Cortese                   ;2014;19.625
Cortese                   ;2015;18.8888888889
Corvina                   ;1995;25.0
Corvina                   ;2004;90.0
Corvina                   ;2005;32.0
Corvina                   ;2006;35.25
Corvina                   ;2007;15.0
Corvina                   ;2008;43.0
Corvina                   ;2009;74.5
Corvina                   ;2010;10.0
Corvina                   ;2011;52.3333333333
Corvina                   ;2012;57.0
Corvina, Rondinella, Molin;1995;220.0
Corvina, Rondinella, Molin;1997;50.0
Corvina, Rondinella, Molin;1998;90.0
Corvina, Rondinella, Molin;1999;55.0
Corvina, Rondinella, Molin;2000;83.25
Corvina, Rondinella, Molin;2001;101.0
Corvina, Rondinella, Molin;2002;70.0
Corvina, Rondinella, Molin;2003;85.28
Corvina, Rondinella, Molin;2004;76.7179487179
Corvina, Rondinella, Molin;2005;56.4285714286
Corvina, Rondinella, Molin;2006;70.9622641509
Corvina, Rondinella, Molin;2007;45.6224489796
Corvina, Rondinella, Molin;2008;39.0795454545
Corvina, Rondinella, Molin;2009;24.904109589
Corvina, Rondinella, Molin;2010;19.2222222222
Corvina, Rondinella, Molin;2011;16.1111111111
Counoise                  ;2005;29.0
Counoise                  ;2006;28.0
Counoise                  ;2007;26.0
Counoise                  ;2010;32.0
Counoise                  ;2012;36.0
Counoise                  ;2013;35.0
Counoise                  ;2014;32.0
Counoise                  ;2015;27.0
Códega do Larinho        ;2013;18.0
Códega do Larinho        ;2014;18.0
Códega do Larinho        ;2015;18.0
Códega do Larinho        ;2016;18.0
Dafni                     ;2010;20.0
Debit                     ;-1;130.0
Debit                     ;2010;35.0
Diamond                   ;2016;10.0
Dolcetto                  ;2000;18.0
Dolcetto                  ;2003;10.0
Dolcetto                  ;2004;19.6
Dolcetto                  ;2005;23.1111111111
Dolcetto                  ;2006;19.1111111111
Dolcetto                  ;2007;19.8235294118
Dolcetto                  ;2008;23.3636363636
Dolcetto                  ;2009;20.1666666667
Dolcetto                  ;2010;22.6363636364
Dolcetto                  ;2011;21.1
Dolcetto                  ;2012;23.3
Dolcetto                  ;2013;23.3571428571
Dolcetto                  ;2014;41.7142857143
Dolcetto                  ;2015;20.4166666667
Dolcetto                  ;2016;18.0
Dornfelder                ;-1;47.0
Dornfelder                ;2010;13.0
Dornfelder                ;2011;27.0
Dornfelder                ;2012;16.6
Dornfelder                ;2013;15.6666666667
Dornfelder                ;2014;11.6
Dornfelder                ;2015;18.0
Dornfelder                ;2016;12.0
Doña Blanca              ;2010;53.0
Duras                     ;-1;
Duras                     ;2007;40.0
Duras                     ;2008;18.0
Duras                     ;2014;18.0
Duras                     ;2015;18.0
Duras                     ;2016;16.0
Durella                   ;-1;28.3333333333
Durella                   ;2009;40.0
Durella                   ;2010;42.0
Durella                   ;2011;21.0
Durella                   ;2012;25.0
Durif                     ;1993;30.0
Durif                     ;2004;35.0
Edelzwicker               ;2012;16.0
Edelzwicker               ;2014;16.0
Edelzwicker               ;2015;23.5
Ekigaïna                 ;2014;
Elbling                   ;2013;16.0
Elbling                   ;2014;16.0
Emir                      ;2013;15.0
Emir                      ;2014;15.0
Emir                      ;2015;19.0
Encruzado                 ;2009;15.0
Encruzado                 ;2010;
Encruzado                 ;2011;16.0
Encruzado                 ;2012;35.0
Encruzado                 ;2013;25.3333333333
Encruzado                 ;2014;30.3333333333
Encruzado                 ;2015;18.4285714286
Encruzado                 ;2016;16.0
Erbaluce                  ;2009;35.0
Erbaluce                  ;2015;16.0
Espadeiro                 ;2011;
Falanghina                ;-1;31.4
Falanghina                ;2005;18.0
Falanghina                ;2006;24.75
Falanghina                ;2007;18.7777777778
Falanghina                ;2008;25.0
Falanghina                ;2009;21.2222222222
Falanghina                ;2010;15.0
Falanghina                ;2011;19.1428571429
Falanghina                ;2012;23.1666666667
Falanghina                ;2013;22.6666666667
Falanghina                ;2014;17.5
Falanghina                ;2015;18.8888888889
Falanghina                ;2016;17.0
Favorita                  ;2014;40.0
Fer Servadou              ;2015;16.5
Fernão Pires             ;-1;16.5
Fernão Pires             ;2006;12.0
Fernão Pires             ;2007;10.0
Fernão Pires             ;2008;11.0
Fernão Pires             ;2009;22.0
Fernão Pires             ;2010;35.5
Fernão Pires             ;2011;27.5
Fernão Pires             ;2012;
Fernão Pires             ;2013;38.0
Fernão Pires             ;2014;13.5
Fernão Pires             ;2015;30.0
Fernão Pires             ;2016;20.3333333333
Feteasca                  ;2013;17.5
Feteasca Neagra           ;2009;11.0
Feteasca Neagra           ;2010;17.6666666667
Feteasca Neagra           ;2011;11.0
Feteasca Neagra           ;2012;20.0
Feteasca Neagra           ;2013;12.0
Feteascǎ Regalǎ         ;2010;7.0
Feteascǎ Regalǎ         ;2011;11.5
Feteascǎ Regalǎ         ;2014;11.0
Feteascǎ Regalǎ         ;2016;9.0
Fiano                     ;-1;20.0
Fiano                     ;1860;30.8571428571
Fiano                     ;2003;56.0
Fiano                     ;2005;26.0
Fiano                     ;2006;26.3333333333
Fiano                     ;2007;26.9230769231
Fiano                     ;2008;32.5
Fiano                     ;2009;23.6
Fiano                     ;2010;24.7142857143
Fiano                     ;2011;27.5384615385
Fiano                     ;2012;26.6551724138
Fiano                     ;2013;27.9230769231
Fiano                     ;2014;42.1428571429
Fiano                     ;2015;23.1666666667
Fiano                     ;2016;21.6666666667
Folle Blanche             ;2015;16.0
Forcallà                 ;2013;27.0
Francisa                  ;2011;160.0
Franconia                 ;2007;16.0
Frankovka                 ;2012;24.0
Frappato                  ;-1;16.3333333333
Frappato                  ;2006;20.0
Frappato                  ;2007;23.0
Frappato                  ;2008;22.0
Frappato                  ;2009;22.3333333333
Frappato                  ;2010;28.0
Frappato                  ;2011;18.0
Frappato                  ;2012;25.0
Frappato                  ;2013;24.8888888889
Frappato                  ;2014;19.8
Frappato                  ;2015;21.0
Frappato                  ;2016;24.0
Freisa                    ;2010;20.0
Freisa                    ;2011;22.0
Friulano                  ;2006;24.0
Friulano                  ;2007;21.3
Friulano                  ;2008;57.6666666667
Friulano                  ;2009;22.6666666667
Friulano                  ;2010;23.2
Friulano                  ;2011;24.3333333333
Friulano                  ;2012;24.375
Friulano                  ;2013;22.4583333333
Friulano                  ;2014;22.0769230769
Friulano                  ;2015;23.5294117647
Früburgunder             ;2013;40.0
Fumé Blanc               ;1998;23.0
Fumé Blanc               ;1999;15.6666666667
Fumé Blanc               ;2000;17.5
Fumé Blanc               ;2001;12.6
Fumé Blanc               ;2002;15.0
Fumé Blanc               ;2006;20.4
Fumé Blanc               ;2007;15.0
Fumé Blanc               ;2008;18.6666666667
Fumé Blanc               ;2009;37.25
Fumé Blanc               ;2010;35.0
Fumé Blanc               ;2011;23.5
Fumé Blanc               ;2012;26.5
Fumé Blanc               ;2013;28.2857142857
Fumé Blanc               ;2014;23.0
Fumé Blanc               ;2015;22.3333333333
Fumé Blanc               ;2016;14.6666666667
Furmint                   ;2001;25.0
Furmint                   ;2003;764.0
Furmint                   ;2005;320.0
Furmint                   ;2006;45.0
Furmint                   ;2007;46.0
Furmint                   ;2009;20.0
Furmint                   ;2010;20.0
Furmint                   ;2011;26.3333333333
Furmint                   ;2012;32.0
Furmint                   ;2013;23.4
Furmint                   ;2014;21.3333333333
Furmint                   ;2015;24.25
Furmint                   ;2016;15.0
G-S-M                     ;2005;32.5
G-S-M                     ;2006;31.6666666667
G-S-M                     ;2007;27.8
G-S-M                     ;2008;41.0
G-S-M                     ;2009;30.1875
G-S-M                     ;2010;37.0
G-S-M                     ;2011;32.64
G-S-M                     ;2012;37.1290322581
G-S-M                     ;2013;34.5161290323
G-S-M                     ;2014;36.9565217391
G-S-M                     ;2015;34.2857142857
G-S-M                     ;2016;13.0
Gaglioppo                 ;1845;37.3333333333
Gaglioppo                 ;2006;18.0
Gaglioppo                 ;2007;14.0
Gaglioppo                 ;2009;
Gaglioppo                 ;2011;20.0
Gaglioppo                 ;2012;25.0
Gaglioppo                 ;2013;14.0
Gaglioppo                 ;2014;19.0
Gamay                     ;-1;22.75
Gamay                     ;2000;
Gamay                     ;2005;24.0
Gamay                     ;2006;23.2222222222
Gamay                     ;2007;20.0
Gamay                     ;2008;14.7142857143
Gamay                     ;2009;19.4571428571
Gamay                     ;2010;19.4912280702
Gamay                     ;2011;17.8720930233
Gamay                     ;2012;21.5757575758
Gamay                     ;2013;20.606741573
Gamay                     ;2014;20.9613259669
Gamay                     ;2015;21.8913857678
Gamay                     ;2016;18.5454545455
Gamay Noir                ;2006;18.5
Gamay Noir                ;2007;25.0
Gamay Noir                ;2010;24.0
Gamay Noir                ;2011;21.5
Gamay Noir                ;2012;24.75
Gamay Noir                ;2013;24.6666666667
Gamay Noir                ;2014;25.0
Gamay Noir                ;2015;20.3333333333
Gamay Noir                ;2016;18.0
Gamza                     ;2015;11.0
Garganega                 ;-1;25.0
Garganega                 ;1999;18.0
Garganega                 ;2001;11.0
Garganega                 ;2002;11.0
Garganega                 ;2004;55.0
Garganega                 ;2005;39.0
Garganega                 ;2006;15.0
Garganega                 ;2007;26.0714285714
Garganega                 ;2008;28.2727272727
Garganega                 ;2009;33.0
Garganega                 ;2010;17.4444444444
Garganega                 ;2011;19.95
Garganega                 ;2012;20.92
Garganega                 ;2013;19.8095238095
Garganega                 ;2014;20.6363636364
Garganega                 ;2015;17.7368421053
Garganega                 ;2016;13.7692307692
Garnacha                  ;-1;10.4
Garnacha                  ;1898;12.0
Garnacha                  ;2001;7.5
Garnacha                  ;2004;18.0
Garnacha                  ;2005;24.5
Garnacha                  ;2006;37.875
Garnacha                  ;2007;19.0666666667
Garnacha                  ;2008;22.1666666667
Garnacha                  ;2009;22.9642857143
Garnacha                  ;2010;21.5111111111
Garnacha                  ;2011;23.8636363636
Garnacha                  ;2012;21.3023255814
Garnacha                  ;2013;34.1388888889
Garnacha                  ;2014;27.15625
Garnacha                  ;2015;13.53125
Garnacha                  ;2016;10.0
Garnacha Blanca           ;2007;40.0
Garnacha Blanca           ;2009;15.0
Garnacha Blanca           ;2010;15.0
Garnacha Blanca           ;2011;25.1428571429
Garnacha Blanca           ;2012;20.5555555556
Garnacha Blanca           ;2013;12.0
Garnacha Blanca           ;2014;17.5
Garnacha Blanca           ;2015;13.4
Garnacha Blanca           ;2016;18.0
Garnacha Blend            ;2006;28.0
Garnacha Blend            ;2014;10.0
Garnacha Tintorera        ;2011;13.0
Garnacha Tintorera        ;2012;24.0
Garnacha Tintorera        ;2013;10.5
Garnacha Tintorera        ;2014;15.0
Garnacha-Cabernet         ;2015;13.0
Garnacha-Cariñena        ;2001;57.0
Garnacha-Monastrell       ;2010;11.6666666667
Garnacha-Syrah            ;2008;17.0
Garnacha-Syrah            ;2010;8.0
Garnacha-Syrah            ;2011;13.5
Garnacha-Syrah            ;2013;12.5
Garnacha-Syrah            ;2014;17.0
Garnacha-Syrah            ;2015;11.0
Garnacha-Tempranillo      ;2011;11.0
Garnacha-Tempranillo      ;2012;10.0
Garnacha-Tempranillo      ;2014;8.0
Garnacha-Tempranillo      ;2015;13.5
Gelber Muskateller        ;-1;
Gelber Muskateller        ;2006;99.0
Gelber Muskateller        ;2009;23.0
Gelber Muskateller        ;2011;31.5
Gelber Muskateller        ;2012;18.5
Gelber Muskateller        ;2013;19.0
Gelber Muskateller        ;2014;22.1428571429
Gelber Muskateller        ;2015;21.5
Gelber Muskateller        ;2016;21.4
Gelber Traminer           ;2009;35.0
Gewürztraminer           ;-1;14.3333333333
Gewürztraminer           ;1852;14.75
Gewürztraminer           ;1998;11.3333333333
Gewürztraminer           ;1999;14.0
Gewürztraminer           ;2001;36.75
Gewürztraminer           ;2002;19.6666666667
Gewürztraminer           ;2003;18.0
Gewürztraminer           ;2004;28.5
Gewürztraminer           ;2005;17.3333333333
Gewürztraminer           ;2006;21.1666666667
Gewürztraminer           ;2007;26.25
Gewürztraminer           ;2008;23.5227272727
Gewürztraminer           ;2009;27.8653846154
Gewürztraminer           ;2010;25.8421052632
Gewürztraminer           ;2011;27.5243902439
Gewürztraminer           ;2012;27.8
Gewürztraminer           ;2013;29.3758389262
Gewürztraminer           ;2014;23.368
Gewürztraminer           ;2015;27.6641791045
Gewürztraminer           ;2016;21.56
Gewürztraminer-Riesling  ;2000;11.0
Gewürztraminer-Riesling  ;2004;12.0
Gewürztraminer-Riesling  ;2009;60.0
Gewürztraminer-Riesling  ;2011;15.0
Gewürztraminer-Riesling  ;2012;25.0
Gewürztraminer-Riesling  ;2013;21.5
Glera                     ;-1;18.2068965517
Glera                     ;1821;14.5
Glera                     ;1868;
Glera                     ;2009;29.4285714286
Glera                     ;2010;18.7407407407
Glera                     ;2011;19.0
Glera                     ;2012;20.8055555556
Glera                     ;2013;26.5454545455
Glera                     ;2014;25.3793103448
Glera                     ;2015;29.5714285714
Glera                     ;2016;22.4347826087
Godello                   ;2006;27.0
Godello                   ;2007;29.0
Godello                   ;2008;28.2
Godello                   ;2009;16.1666666667
Godello                   ;2010;20.25
Godello                   ;2011;28.9166666667
Godello                   ;2012;18.3333333333
Godello                   ;2013;21.2666666667
Godello                   ;2014;19.8888888889
Godello                   ;2015;21.0666666667
Gouveio                   ;2007;26.0
Gouveio                   ;2008;19.0
Graciano                  ;2004;91.5
Graciano                  ;2005;121.0
Graciano                  ;2006;115.0
Graciano                  ;2007;20.0
Graciano                  ;2008;54.0
Graciano                  ;2009;50.2857142857
Graciano                  ;2010;30.0
Graciano                  ;2011;38.3
Graciano                  ;2012;23.0
Graciano                  ;2013;46.0
Graciano                  ;2014;35.0
Graciano                  ;2015;15.0
Gragnano                  ;2007;17.0
Gragnano                  ;2009;16.0
Grauburgunder             ;2006;39.5
Grauburgunder             ;2011;
Grauburgunder             ;2012;20.0
Grauburgunder             ;2013;22.25
Grauburgunder             ;2014;20.0
Grauburgunder             ;2015;24.0
Grauburgunder             ;2016;23.5
Graševina                ;2015;20.0
Grecanico                 ;2007;13.5
Grecanico                 ;2010;19.0
Grecanico                 ;2011;29.0
Grecanico                 ;2014;25.0
Grechetto                 ;2004;20.0
Grechetto                 ;2005;20.0
Grechetto                 ;2006;16.5
Grechetto                 ;2008;
Grechetto                 ;2009;16.0
Grechetto                 ;2010;
Grechetto                 ;2011;20.0
Grechetto                 ;2012;17.0
Grechetto                 ;2014;18.0
Grechetto                 ;2015;12.5
Greco                     ;-1;48.0
Greco                     ;2005;20.3333333333
Greco                     ;2006;25.125
Greco                     ;2007;26.9333333333
Greco                     ;2008;13.0
Greco                     ;2009;27.5
Greco                     ;2010;20.0
Greco                     ;2011;29.1818181818
Greco                     ;2012;23.3157894737
Greco                     ;2013;33.8
Greco                     ;2014;35.1428571429
Greco                     ;2015;23.4583333333
Greco                     ;2016;20.2
Greco Bianco              ;2007;21.0
Greco Bianco              ;2009;
Greco Bianco              ;2013;12.0
Greco Bianco              ;2016;
Grenache                  ;-1;18.6
Grenache                  ;1998;21.0
Grenache                  ;1999;18.0
Grenache                  ;2000;16.1666666667
Grenache                  ;2001;26.0
Grenache                  ;2002;19.0
Grenache                  ;2003;
Grenache                  ;2004;34.5
Grenache                  ;2005;43.2631578947
Grenache                  ;2006;31.5625
Grenache                  ;2007;30.5666666667
Grenache                  ;2008;39.1935483871
Grenache                  ;2009;34.7954545455
Grenache                  ;2010;35.4523809524
Grenache                  ;2011;35.4137931034
Grenache                  ;2012;37.8953488372
Grenache                  ;2013;38.1785714286
Grenache                  ;2014;37.1649484536
Grenache                  ;2015;34.9666666667
Grenache                  ;2016;23.25
Grenache Blanc            ;1996;36.0
Grenache Blanc            ;1999;35.0
Grenache Blanc            ;2006;27.0
Grenache Blanc            ;2008;24.3333333333
Grenache Blanc            ;2009;19.8333333333
Grenache Blanc            ;2010;23.625
Grenache Blanc            ;2011;23.25
Grenache Blanc            ;2012;23.9285714286
Grenache Blanc            ;2013;25.3888888889
Grenache Blanc            ;2014;26.0434782609
Grenache Blanc            ;2015;25.9230769231
Grenache Blanc            ;2016;25.5263157895
Grenache Blend            ;2008;15.0
Grenache Blend            ;2009;12.0
Grenache Blend            ;2010;29.5
Grenache Blend            ;2011;44.5
Grenache Blend            ;2012;23.0
Grenache Blend            ;2013;9.6666666667
Grenache Gris             ;2014;22.0
Grenache Noir             ;2013;36.0
Grenache Noir             ;2016;24.5
Grenache-Carignan         ;2009;32.6666666667
Grenache-Carignan         ;2010;36.5
Grenache-Carignan         ;2011;23.1666666667
Grenache-Carignan         ;2013;26.6666666667
Grenache-Carignan         ;2014;23.0
Grenache-Carignan         ;2015;30.0
Grenache-Mourvèdre       ;2008;38.0
Grenache-Mourvèdre       ;2010;25.0
Grenache-Mourvèdre       ;2011;25.3333333333
Grenache-Mourvèdre       ;2013;60.0
Grenache-Shiraz           ;2005;20.0
Grenache-Shiraz           ;2007;12.0
Grenache-Shiraz           ;2012;35.0
Grenache-Syrah            ;2005;24.0
Grenache-Syrah            ;2007;32.0
Grenache-Syrah            ;2008;20.0
Grenache-Syrah            ;2009;29.4
Grenache-Syrah            ;2010;34.7142857143
Grenache-Syrah            ;2011;42.4
Grenache-Syrah            ;2012;29.5384615385
Grenache-Syrah            ;2013;29.8333333333
Grenache-Syrah            ;2014;33.0
Grenache-Syrah            ;2016;12.0
Grignolino                ;2008;17.0
Grignolino                ;2009;
Grillo                    ;-1;22.0
