winery,avg_score
Christiano Family              ,86.0
Christine Andrew               ,84.5
Christophe Cordier             ,84.0
Christophe Pacalet             ,85.0
Christopher Michael            ,86.0
Chronic Cellars                ,87.8823529412
Chrysorroyiatissa              ,87.0
Chumeia                        ,85.0
Church & State                 ,89.3333333333
Church Road                    ,90.0
Churchill's                    ,88.8181818182
Château Acker-Perreau          ,85.0
Château Aiguilhe Querre        ,87.0
Château Alcée                  ,91.0
Château Allégret               ,84.6
Château Alta Gaïa              ,85.5
Château Altimar                ,89.0
Château Amour                  ,87.3333333333
Château Ampélia                ,87.0
Château Andron                 ,85.0
Château Andron Blanquet        ,89.5
Château Andréa                 ,88.0
Château Angélus                ,93.375
Château Anniche                ,85.0
Château Anthonic               ,89.0
Château Argadens               ,87.3333333333
Château Armandière             ,86.3333333333
Château Arnaucosse             ,87.5
Château Au Grand Paris         ,83.5
Château au Pont de Guitres     ,88.0
Château Auguste                ,88.3333333333
Château Ausone                 ,94.2222222222
Château Balestard la Tonnelle  ,87.0
Château Ballan-Larquette       ,85.0
Château Baracan                ,88.5
Château Barbanau               ,87.9
Château Barbebelle             ,88.0
Château Barbeiranne            ,89.5
Château Barbé                  ,86.0
Château Barde Haut             ,87.5
Château Barrail Chevrol        ,87.0
Château Barreyre               ,90.0
Château Barreyres              ,86.0
Château Bastor Lamontagne      ,89.0
Château Bastor-Lamontagne      ,89.8
Château Batailley              ,90.8
Château Beau-Séjour Bécot      ,93.5
Château Beaubois               ,87.2857142857
Château Beauchêne              ,83.0
Château Beaulieu               ,88.375
Château Beaulieu Comtes de Tast,83.0
Château Beaumont               ,90.8333333333
Château Beaumont les Pierrières,87.6666666667
Château Beauregard             ,89.0
Château Beauregard-Ducourt     ,84.0
Château Beausejour-Duffau-Lagar,92.0
Château Beauséjour             ,88.0
Château Bel Air                ,85.0
Château Bel Air la Royère      ,85.5
Château Bel Air Moulard        ,84.0
Château Bel Air Perponcher     ,87.6666666667
Château Bel-Air                ,87.5
Château Bel-Air Ouÿ            ,90.0
Château Bel-Orme Tronquoy de La,89.0
Château Bela                   ,87.0
Château Belair                 ,93.0
Château Belcier                ,88.0
Château Belgrave               ,91.6666666667
Château Belle Coline           ,90.0
Château Belle-Garde            ,83.0
Château Belle-Vue              ,91.0
Château Bellegrave             ,87.25
Château Bellevue               ,86.625
Château Bellevue Favereau      ,81.0
Château Bellevue la Forêt      ,86.2857142857
Château Bellevue la Randée     ,83.0
Château Bellevue Peycharneau   ,84.3333333333
Château Bellevue-Mondotte      ,91.0
Château Belrose                ,85.0
Château Berliquet              ,89.0
Château Bernadotte             ,89.6666666667
Château Bernés                 ,83.0
Château Berthenon              ,86.6666666667
Château Bertineau Saint-Vincent,88.3333333333
Château Bertinerie             ,87.1111111111
Château Bessan Ségur           ,87.0
Château Beychevelle            ,92.375
Château Beynat                 ,87.5
Château Beyzac                 ,84.0
Château Bianca                 ,85.6428571429
Château Bibian                 ,88.5
Château Billeron Bouquey       ,87.0
Château Blaignan               ,89.3333333333
Château Blanchereau            ,85.5
Château Blouin                 ,85.0
Château Bois Cardon            ,88.5
Château Bois Chantant          ,89.0
Château Bois de Favereau       ,86.0
Château Bois de Rolland        ,85.0
Château Bois Malot             ,91.0
Château Bois Noir              ,86.0
Château Bois Pertuis           ,86.25
Château Bois Redon             ,85.0
Château Boisson                ,88.0
Château Bolaire                ,87.3333333333
Château Bonalgue               ,90.0
Château Bonfort                ,88.0
Château Bonnet                 ,87.1111111111
Château Borie de Noaillan      ,86.5
Château Bouissel               ,88.0833333333
Château Bourbon                ,83.0
Château Bourdieu               ,88.5
Château Bourgneuf              ,89.5
Château Bourgneuf-Vayron       ,89.0
Château Bourron                ,85.0
Château Bouscaut               ,90.7333333333
Château Bousquette             ,89.0
Château Bovila                 ,88.8333333333
Château Boyd-Cantenac          ,87.0
Château Branaire-Ducru         ,92.375
Château Branas Grand Poujeaux  ,91.3333333333
Château Brane-Cantenac         ,92.4
Château Brethous               ,86.4
Château Brillette              ,90.6666666667
Château Briot                  ,85.1538461538
Château Broustet               ,90.3333333333
Château Brown                  ,89.8333333333
Château Bréhat                 ,85.0
Château Buisson Reydon         ,88.0
Château Buisson-Redon          ,85.5
Château Bégadanet              ,90.0
Château Bélair-Monange         ,93.5
Château Bélingard              ,86.7826086957
Château Cabezac                ,87.2
Château Cabredon               ,87.0
Château Cadet-Piola            ,92.0
Château Cadillac               ,86.5
Château Cagnas                 ,87.5
Château Cahuzac                ,84.0
Château Cailleteau Bergeron    ,86.6
Château Caillou                ,89.8
Château Calissanne             ,88.0
Château Calon Ségur            ,92.0
Château Calvimont              ,88.0
Château Camarsac               ,85.0
Château Cambon la Pelouse      ,90.3333333333
Château Cambon la Pelousse     ,89.0
Château Camelot la Chapelle    ,90.0
Château Camensac               ,90.0
Château Camplazens             ,82.0
Château Canon                  ,93.0
Château Canon la Gaffelière    ,92.25
Château Cantelaudette          ,87.0
Château Canteloup              ,86.0
Château Cantelys               ,90.0
Château Cantemerle             ,90.5
Château Cantenac Brown         ,93.0
Château Cap de Mourlin         ,89.0
Château Cap Saint-Martin       ,89.0
Château Capbern                ,92.5
Château Capbern Gasqueton      ,91.0
Château Carbonnieux            ,91.3846153846
Château Carcanieux             ,85.0
Château Carignan               ,85.5
Château Caronne Ste Gemme      ,87.0
Château Carpe Diem             ,86.0
Château Castegens              ,88.0
Château Castel des Maures      ,88.3333333333
Château Castenet               ,87.0
Château Castera                ,86.5
Château Cavalier               ,87.25
Château Caville                ,84.0
Château Cayla                  ,85.6666666667
Château Cazeau                 ,85.0
Château Certan                 ,92.0
Château Certan de May de Certan,93.5
Château Certan-Marzelle        ,90.5
Château Chai Neuf              ,85.0
Château Chamaille              ,88.0
Château Champ des Treilles     ,88.0
Château Champ du Moulin        ,86.0
Château Chantelys              ,89.5
Château Chantemerle            ,88.25
Château Chapelle d'Aliénor     ,87.5
Château Charmail               ,87.75
Château Chasse-Spleen          ,91.3333333333
Château Chatard                ,87.25
Château Chaubinet              ,84.0
Château Chavrignac             ,82.0
Château Chemin-Royal           ,90.0
Château Cheval Blanc           ,92.5
Château Cinc-Hilhs             ,85.0
Château Cissac                 ,88.3333333333
Château Citran                 ,90.25
Château Clairac                ,87.0
Château Clarke                 ,90.0
Château Clauzet                ,86.6666666667
Château Clerc Milon            ,92.8333333333
Château Climens                ,98.0
Château Clinet                 ,91.5
Château Clos Bourbon           ,85.0
Château Clos Chaumont          ,83.0
Château Clos de Sarpe          ,86.6666666667
Château Clos Haut-Peyraguey    ,93.75
Château Clos Mansio            ,87.0
Château Clos Moulin Pontet     ,86.0
Château Cluzan                 ,83.0
Château Clément Saint-Jean     ,89.0
Château Clément Termes         ,85.75
Château Clément-Pichon         ,89.8
Château Comte Devaugelas       ,85.0
Château Coquillas              ,88.0
Château Cormeil-Figeac         ,90.0
Château Cos d'Estournel        ,92.1538461538
Château Cos Labory             ,90.5714285714
Château Coste Peyrouse         ,88.5
Château Coudray Montpensier    ,87.6
Château Coufran                ,90.25
Château Couhins                ,91.125
Château Couhins-Lurton         ,90.2
Château Coussin                ,87.5555555556
Château Coutelin Merville      ,87.0
Château Coutet                 ,93.6
Château Coutet Saint-Emilion   ,89.0
Château Coutinel               ,86.75
Château Croix de Gentis        ,83.0
Château Croix de Mission       ,88.0
Château Croix Mouton           ,86.0
Château Croizet-Bages          ,89.5714285714
Château Crusquet de Lagarcie   ,87.0
Château Crusquet Sabourin      ,86.3333333333
Château Cône-Taillasson Sabouri,91.0
Château Côte Montpezat         ,86.5
Château d'Agassac              ,90.3333333333
Château d'Aiguilhe             ,90.0
Château d'Alix                 ,87.5
Château d'Angludet             ,90.25
Château d'Anglès               ,88.5
Château d'Antugnac             ,90.0
Château d'Aqueria              ,90.8
Château d'Arce                 ,88.5
Château d'Arche                ,88.8
Château d'Arcins               ,86.5
Château d'Argadens             ,88.0
Château d'Arlay                ,88.4
Château d'Armailhac            ,91.4444444444
Château d'Arnaussan            ,82.0
Château d'Arsac                ,92.3333333333
Château d'Arveyres             ,86.0
Château d'Arvigny              ,84.0
Château d'Astros               ,87.0
Château d'Aurilhac             ,90.0
Château d'Aydie                ,89.5652173913
Château d'Azur                 ,87.0
Château d'Eck                  ,88.0
Château d'Epire                ,92.0
Château d'Esclans              ,86.6666666667
Château d'Escurac              ,85.0
Château d'Estoublon            ,88.75
Château d'Eyran                ,83.0
Château d'Hanteillan           ,88.75
Château d'Haurets              ,85.0
Château d'Issan                ,91.6
Château d'Ollières             ,88.0
Château d'Or et de Gueules     ,88.0
Château d'Orschwihr            ,87.0
Château d'Ourbenac             ,86.0
Château d'Uza                  ,88.0
Château d'Yquem                ,95.0
Château Damase                 ,83.0
Château Dame Jane              ,84.0
Château Darzac                 ,86.3333333333
Château Dassault               ,90.75
Château Dasvin-Bel-Air         ,87.5
Château Daugay                 ,91.5
Château de Basty               ,87.0
Château de Beaupré             ,87.25
Château de Beauregard          ,89.5
Château de Beauregard-Ducourt  ,84.2
Château de Bel                 ,87.25
Château de Belcier             ,86.7
Château de Bellevue            ,87.0
Château de Bensse              ,87.0
Château de Bergun              ,86.0
Château de Berne               ,88.0
Château de Birot               ,88.4
Château de Blaignac            ,85.0
Château de Bonhoste            ,86.3333333333
Château de Bordeneuve          ,85.0
Château de Bordes-Quancard     ,87.2
Château de Brague              ,85.0
Château de Braude              ,88.0
Château de Brigue              ,86.5263157895
Château de Brondeau            ,84.0
Château de Brézé               ,89.0
Château de Béru                ,84.0
Château de Calavon             ,89.8
Château de Callac              ,86.5
Château de Camarsac            ,83.5
Château de Camensac            ,90.0
Château de Campuget            ,87.1428571429
Château de Candale             ,92.0
Château de Carolle             ,86.0
Château de Chambert            ,88.875
Château de Chantegrive         ,89.7272727273
Château de Chassagne-Montrachet,88.0
Château de Chatelard           ,85.75
Château de Chénas              ,89.0
Château de Corbiac             ,90.0
Château de Corcelles           ,86.5
Château de Cordes              ,88.0
Château de Cornemps            ,86.2222222222
Château de Costis              ,86.1666666667
Château de Crain               ,83.0
Château de Cranne              ,87.8571428571
Château de Cruzeau             ,87.3333333333
Château de Cénac               ,87.6666666667
Château de Côme                ,88.0
Château de Farel               ,86.0
Château de Fargues             ,93.5
Château de Ferrand             ,88.75
Château de Fesles              ,87.125
Château de Fieuzal             ,91.4
Château de Fonbel              ,87.8333333333
Château de Fontenay            ,88.0
Château de Fontenille          ,86.3333333333
Château de Fountgraves         ,89.0
Château de France              ,91.1428571429
Château de Garros              ,87.0
Château de Gaudou              ,86.9230769231
Château de Gayon               ,90.0
Château de Genibon             ,88.0
Château de Gironville          ,87.0
Château de Goëlane             ,86.6666666667
Château de Hauterive           ,88.5
Château de Jau                 ,84.6666666667
Château de Jonquieres          ,86.3333333333
Château de Jurque              ,88.2727272727
Château de l'Abbaye de Saint-Fe,85.0
Château de l'Aubrade           ,86.5
Château de L'Aumerade          ,85.5
Château de l'Enclos            ,86.0
Château de l'Escarelle         ,87.0
Château de l'Hyvernière        ,87.0
Château de l'Orangerie         ,83.0
Château de la Bouyère          ,85.75
Château de la Cour d'Argent    ,86.0
Château de la Crée             ,89.5
Château de la Galinière        ,87.0
Château de la Grave            ,89.0
Château de la Jaubertie        ,88.8333333333
Château de la Liquiere         ,90.0
Château de la Ragotiere        ,89.7777777778
Château de la Rivière          ,87.3333333333
Château de la Roulerie         ,86.6
Château de la Terrière         ,87.8333333333
Château de la Tuilerie         ,85.0
Château de la Vieille Chapelle ,88.0
Château de la Vieille Tour     ,84.8333333333
Château de Lacarelle           ,87.3333333333
Château de Lagarde             ,85.7142857143
Château de Lagorce             ,85.0
Château de Lamarque            ,89.0
Château de Lancyre             ,87.4444444444
Château de Landure             ,85.5
Château de Landué              ,86.0
Château de Lardiley            ,85.0
Château de Lavagnac            ,84.5
Château de Lavernette          ,91.0
Château de Laville             ,87.0
Château de Lestiac             ,87.0
Château de Lionne              ,88.0
Château de Lisennes            ,86.5
Château de Lugagnac            ,86.0
Château de Lussac              ,88.0
Château de Macard              ,87.5
Château de Malengin            ,91.0
Château de Maligny             ,85.0
Château de Malle               ,93.0
Château de Malleret            ,91.0
Château de Marsan              ,86.7058823529
Château de Minière             ,87.0
Château de Mirande             ,87.0
Château de Monbadon            ,87.0
Château de Monrecueil          ,86.0
Château de Montfort            ,86.0
Château de Montguéret          ,86.25
Château de Myrat               ,92.1428571429
Château de Nages               ,88.05
Château de Nardon              ,89.0
Château de Paillet-Quancard    ,87.1666666667
Château de Pampelonne          ,89.6666666667
Château de Parenchère          ,86.0
Château de Pennautier          ,82.5
Château de Perligues           ,86.0
Château de Pez                 ,91.625
Château de Pierreclos          ,85.0
Château de Pierreux            ,87.0
Château de Piote               ,83.5
Château de Pitray              ,90.0
Château de Pizay               ,86.375
Château de Portets             ,87.6666666667
Château de Potiron             ,87.0
Château de Pourcieux           ,87.8888888889
Château de Pressac             ,89.0
Château de Raousset            ,88.0
Château de Rayne Vigneau       ,92.8
Château de Rhodes              ,90.25
Château de Ricaud              ,86.6666666667
Château de Rochemorin          ,84.0
Château de Roquebrune          ,89.0
Château de Roquefort           ,90.5
Château de Roques              ,88.0
Château de Rouillac            ,88.5
Château de Rouquette           ,88.0
Château de Sadran              ,87.0
Château de Saint Martin        ,83.0
Château de Saint-Martin        ,88.5
Château de Sainte-Gemme        ,87.0
Château de Sancerre            ,87.0
Château de Saurs               ,87.0
Château de Seguin              ,85.1666666667
Château de Sours               ,85.1428571429
Château de Ségriès             ,87.8
Château de Sérame              ,89.0
Château de Tabuteau            ,89.0
Château de Terrefort Bibonne   ,87.0
Château de Terrefort-Quancard  ,87.0
Château de Thauvenay           ,85.0
Château de Tiregand            ,92.0
Château de Tourteyron          ,86.0
Château de Tracy               ,87.0
Château de Trinquevedel        ,86.0
Château de Trousse             ,87.0
Château de Valcombe            ,86.0
Château de Vauclaire           ,83.0
Château de Vaucouleurs         ,88.0
Château de Vaudieu             ,94.0
Château de Villambis           ,86.0
Château de Villegeorge         ,90.5
Château de Villeneuve          ,87.0
Château de Virecourt           ,85.0
Château Deffends               ,86.5
Château Denisiane              ,84.0
Château des Annereaux          ,87.5
Château des Annibals           ,84.0
Château des Antonins           ,85.6
Château des Arnauds            ,86.75
Château des Arras              ,86.5
Château des Augustins          ,87.0
Château des Bertrands          ,90.0
Château des Bormettes          ,86.5
Château des Cabans             ,86.0
Château des Charmes            ,86.5
Château des Combes             ,85.4
Château des Demoiselles        ,85.8
Château des Gavelles           ,88.0
Château des Gimarets           ,89.0
Château des Gravières          ,82.0
Château des Jacques            ,92.0
Château des Jean-Loron         ,88.0
Château des Judes              ,86.0
Château des Karantes           ,87.5
Château des Landes             ,87.0
Château des Lattes             ,88.0
Château des Laudes             ,92.0
Château des Loges              ,87.0
Château des Matards            ,88.3333333333
Château des Mille Anges        ,86.0
Château des Moines Menodin     ,85.0
Château des Perligues          ,85.0
Château des Pertonnières       ,88.0
Château des Ravatys            ,90.0
Château des Rontets            ,92.0
Château des Sarrins            ,86.0
Château des Séraphin           ,87.0
Château des Tours              ,86.0
Château des Tourtes            ,85.0909090909
Château Desmirail              ,89.0
Château Devise d'Ardilley      ,92.0
Château Deyrem Valentin        ,90.0
Château Dina                   ,82.0
Château Doisy-Daëne            ,92.7142857143
Château Doisy-Védrines         ,92.7142857143
Château Doms                   ,87.0
Château Donjon de Bruignac     ,87.25
Château du Barry               ,87.0
Château du Bernat              ,88.0
Château du Bois Chantant       ,86.5
Château du Bousquet            ,82.0
Château du Breuil              ,92.0
Château du Caillau             ,87.2
Château du Carrubier           ,88.0
Château du Cartillon           ,88.0
Château du Cayrou              ,88.0
Château du Châtelard           ,87.6666666667
Château du Claouset            ,85.0
Château du Coing de Saint-Fiacr,87.75
Château du Coudray Montpensier ,89.1666666667
Château du Coudray Montpensier ,92.0
Château du Cros                ,86.0
Château du Cèdre               ,87.0
Château du Domaine de l'Eglise ,90.0
Château du Donjon              ,88.5
Château du Galoupet            ,87.3333333333
Château du Glana               ,92.0
Château du Grand Pierre        ,86.3333333333
Château du Juge                ,88.5
Château du Lort                ,83.0
Château du Moulin              ,87.0
Château du Moulin Rouge        ,85.4285714286
Château du Parc                ,85.0
Château du Pavillon            ,87.0
Château du Perier              ,85.5
Château du Petit Thouars       ,88.0
Château du Pin                 ,82.0
Château du Pin Franc           ,85.0
Château du Pitray              ,90.0
Château du Port                ,88.0
Château du Prieur              ,87.0
Château du Prieuré des Mourgues,90.0
Château du Puget               ,87.0
Château du Retout              ,85.6666666667
Château du Rouët               ,85.5
Château du Seguinier           ,87.0
Château du Seuil               ,88.0
Château du Taillan             ,85.0
Château du Tertre              ,91.4
Château du Trignon             ,89.5
Château du Vallier             ,86.0
Château du Vieux Puit          ,88.5
Château Dubraud                ,86.2
Château Duc d'Arnauton         ,85.0
Château Ducasse                ,86.6666666667
Château Ducla                  ,86.5
Château Ducluzeau              ,87.0
Château Ducros                 ,88.0
Château Ducru Beaucaillou      ,94.4
Château Duhart Milon           ,92.0
Château Duhart-Milon           ,92.3333333333
Château Dupeyrat Plouget       ,88.0
Château Duplessis              ,91.0
Château Durfort-Vivens         ,90.6
Château Dutruch Grand Poujeaux ,91.2
Château Edmus                  ,93.0
Château Escot                  ,87.0
Château Eugénie                ,89.5
Château Famaey                 ,87.5
Château Fantou                 ,86.0
Château Faugères               ,91.4285714286
Château Favray                 ,90.0
Château Fayau                  ,86.0
Château Feret Lambert          ,86.0
Château Ferrande               ,89.3333333333
Château Ferrière               ,91.0
Château Ferry Lacombe          ,86.75
Château Figeac                 ,92.75
Château Filhot                 ,91.2
Château Fleur Cardinale        ,90.0
Château Fleur de Charme        ,85.0
Château Fleur de Plaisance     ,86.25
Château Fleur du Roc           ,89.0
Château Fleur Haut Gaussens    ,86.3333333333
Château Fleur la Mothe         ,84.25
Château Floreal Laguens        ,86.5
Château Flotis                 ,86.3333333333
Château Fombrauge              ,92.0
Château Fonbadet               ,93.0
Château Fonchereau             ,82.0
Château Fondarzac              ,84.0
Château Fonfroide              ,85.8888888889
Château Fongaban               ,86.0
Château Fongalan               ,88.5
Château Fonguillon             ,90.0
Château Fonpiqueyre            ,84.0
Château Fonplégade             ,89.5
Château Fonroque               ,90.5
Château Fonréaud               ,89.3636363636
Château Fonsèche               ,85.3333333333
Château Fontaine               ,88.0
Château Fontana                ,88.0
Château Fontenelle             ,88.0
Château Fontenil               ,90.5
Château Fontesteau             ,86.0
Château Fontis                 ,88.0
Château Fougas                 ,88.0
Château Fourcas Dupré          ,89.0
Château Fourcas Hosten         ,87.3333333333
Château Fourcas-Borie          ,88.5
Château Fourchou               ,87.0
Château Franc Cardinal         ,91.0
Château Franc Couplet          ,85.0
Château Franc Mayne            ,89.2
Château Franc-Cardinal         ,87.5
Château Frank                  ,84.5
Château Frédignac              ,88.5
Château Fuissé                 ,93.25
Château Gabaron                ,84.0
Château Gaillard               ,87.6666666667
Château Gairoird               ,86.0
Château Galès                  ,87.5
Château Gamage                 ,85.0
Château Gandoy Perrinat        ,83.5
Château Gantonnet              ,85.0
Château Gardut Haut Cluzeau    ,86.0
Château Garreau                ,85.5
Château Garrineau              ,85.0
Château Gassier                ,88.7777777778
Château Gaudrelle              ,88.2
Château Gauthier               ,89.0
Château Gautoul                ,90.0
Château Gazin                  ,91.0
Château Gazin Rocquencourt     ,88.0
Château Genlaire               ,88.0
Château German                 ,84.0
Château Gigault                ,86.0
Château Gigognan               ,84.5
Château Giscours               ,93.375
Château Gloria                 ,92.3333333333
Château Godard                 ,84.0
Château Godard Bellevue        ,87.6666666667
Château Goudichaud             ,85.0
Château Goumin                 ,87.0
Château Grand Barrail Lamarzell,90.0
Château Grand Bertin de Saint C,89.0
Château Grand Billard          ,87.0
Château Grand Bourgeau         ,85.75
Château Grand Corbin Manuel    ,89.0
Château Grand Corbin-Despagne  ,92.0
Château Grand Jean             ,86.0
Château Grand Marchand         ,87.0
Château Grand Mayne            ,92.5
Château Grand Meynau           ,85.0
Château Grand Moulin           ,88.6666666667
Château Grand Pascaud          ,84.0
Château Grand Picard           ,86.0
Château Grand Rolland          ,84.0
Château Grand Secret           ,87.5
Château Grand-Maison           ,87.5
Château Grand-Portail          ,85.0
Château Grand-Puy Ducasse      ,91.4444444444
Château Grand-Puy Lacoste      ,91.0
Château Grand-Puy-Lacoste      ,92.5
Château Grande Cassagne        ,86.5
Château Graville-Lacoste       ,86.0
Château Greysac                ,89.5
Château Grivière               ,86.0
Château Gromel Bel Air         ,87.0
Château Grossombre de Saint-Jos,85.0
Château Gruaud Larose          ,92.1111111111
Château Gréteau Médeville      ,84.5
Château Guibeau                ,88.0
Château Guichot                ,86.0
Château Guilhem                ,83.5
Château Guillebot Plaisance    ,84.0
Château Guillot Clauzel        ,88.0
Château Guillotin              ,86.0
Château Guiraud                ,92.5714285714
Château Guirauton              ,86.0
Château Guitar                 ,84.0
Château Hauchat                ,86.0
Château Haut Bages Libéral     ,91.4
Château Haut Ballet            ,87.0
Château Haut Barrail           ,87.6666666667
Château Haut Bertinerie        ,88.8
Château Haut Bessac            ,85.5
Château Haut Beyzac            ,87.0
Château Haut Boilon            ,84.0
Château Haut Brande            ,85.0
Château Haut Cabut             ,87.0
Château Haut Canteloup         ,85.5
Château Haut Clairbes          ,86.0
Château Haut Claribes          ,88.0
Château Haut Colombier         ,85.0
Château Haut Condissas         ,88.0
Château Haut Cormier           ,86.0
Château Haut Coteau            ,84.0
Château Haut Dina              ,91.0
Château Haut Gaudin            ,87.0
Château Haut Grand Champ       ,91.0
Château Haut Gravet            ,89.0
Château Haut Guillebot         ,89.0
Château Haut la Pointe         ,88.0
Château Haut Lagrange          ,85.0
Château Haut Laulion           ,84.0
Château Haut le Valette        ,88.0
Château Haut Maginet           ,89.0
Château Haut Maurin            ,84.6666666667
Château Haut Mondain           ,85.75
Château Haut Mouleyre          ,85.5
Château Haut Nadeau            ,84.0
Château Haut Nouchet           ,87.5
Château Haut Peyruguet         ,85.5
Château Haut Pingat            ,85.5
Château Haut Pougnan           ,86.0
Château Haut Prieur            ,84.3333333333
Château Haut Seguin            ,87.0
Château Haut Selve             ,88.7142857143
Château Haut Vieux Chêne       ,84.0
Château Haut-Bailly            ,93.0
Château Haut-Beauséjour        ,89.0
Château Haut-Bellevue          ,87.0
Château Haut-Bergey            ,89.75
Château Haut-Bourcier          ,84.0
Château Haut-Brion             ,93.8
Château Haut-Canteloup         ,85.0
Château Haut-Carles            ,89.0
Château Haut-Francarney        ,90.0
Château Haut-Gelineau          ,84.0
Château Haut-La-Péreyre        ,87.0
Château Haut-Marbuzet          ,92.5
Château Haut-Maurac            ,88.0
Château Haut-Monplaisir        ,89.2857142857
Château Haut-Mouleyre          ,87.0
Château Haut-Peyrous           ,90.0
Château Haut-Rian              ,85.0
Château Haut-Sarpe             ,89.3333333333
Château Haut-Simard            ,90.6
Château Haut-Sorillon          ,86.0
Château Haut-Vigneau           ,89.0
Château Hellha                 ,87.0
Château Henri Bonnaud          ,89.5
Château Henry de France        ,88.0
Château Hermitage Saint-Martin ,87.6666666667
Château Hosanna                ,93.25
Château Hoste-Blanc            ,88.0
Château Hostens-Picant         ,90.0
Château Hourtin-Ducasse        ,90.0
Château Hyot                   ,87.0
Château Jalousie Beaulieu      ,84.0
Château Jamin                  ,85.0
Château Jarr                   ,86.0
Château Jaulien                ,85.0
Château Jean de Bel Air        ,84.0
Château Jean Faux              ,85.8
Château Jean-Faure             ,91.5
Château Jean-Pierre Gaussen    ,90.0
Château Jeanguillon            ,86.6666666667
Château Jeanrousse             ,84.0
Château Joanin Bécot           ,91.0
Château Joinin                 ,85.3333333333
Château Joly                   ,85.0
Château Jolys                  ,89.3571428571
Château Jonc Blanc             ,90.0
Château Julian                 ,84.5714285714
Château Julien                 ,84.3333333333
Château Jussas                 ,87.0
Château K                      ,87.6666666667
Château Kirwan                 ,92.125
Château l' Oiseau              ,87.0
Château l'Afrique              ,87.3333333333
Château l'Archange             ,89.0
Château l'Argenteyre           ,87.3333333333
Château L'Argilus du Roi       ,83.0
Château l'Avocat               ,88.0
Château l'Eglise Saget         ,85.0
Château L'Ermitage             ,82.0
Château l'Escadre              ,87.0
Château l'Escart               ,85.5
Château l'Espérance            ,87.75
Château l'Isle Fort            ,82.0
Château l'Oasis                ,83.0
Château L'Oiseau               ,84.0
Château l'Orangerie            ,85.6666666667
Château l'Évangile             ,92.25
Château la Baronnerie          ,85.0
Château La Barotte             ,86.0
Château la Bassonnerie         ,84.0
Château la Bastidette          ,90.0
Château la Bienfaisance        ,92.0
Château La Bon Pasteur         ,92.0
Château La Bourrée             ,85.0
Château la Brande              ,89.0
Château La Branne              ,88.0
Château la Bretonnière         ,86.0
Château la Cabanne             ,90.3333333333
Château la Caderie             ,84.0
Château la Calvaire            ,88.0
Château la Caminade            ,88.3333333333
Château la Canorgue            ,86.5
Château La Cardonne            ,85.0
Château La Caussade            ,89.0
Château la Chapelle Maillard   ,89.0
Château La Clare               ,87.0
Château La Claverie            ,83.0
Château la Clide               ,90.75
Château la Clotte              ,89.0
Château la Colombière          ,85.5
Château la Coste               ,89.6666666667
Château la Couspaude           ,89.5
Château la Croix Blanche       ,84.5
Château La Croix de Queynac    ,88.0
Château la Croix de Roche      ,87.6666666667
Château la Croix de St-Georges ,82.0
Château la Croix du Casse      ,93.0
Château la Croix Margautot     ,85.0
Château la Croix Saint-Georges ,92.0
Château la Croix Saint-Pierre  ,87.5
Château la Croix St-Pierre     ,89.0
Château La Croix-Davids        ,90.0
Château la Dominique           ,91.75
Château La Dournie             ,87.0
Château la Favière             ,87.1666666667
Château la Fleur               ,86.0
Château La Fleur Beaumont      ,84.0
Château la Fleur Bellevue      ,85.0
Château la Fleur de Boüard     ,90.0
Château La Fleur Peyrabon      ,92.25
Château La Fleur Plaisance     ,88.0
Château La Fleur Poitou        ,84.0
Château La Fleur Ribeyrolles   ,86.0
Château la Fleur-Pétrus        ,94.0
Château la Fontaine de Genin   ,84.0
Château La Forge               ,90.0
Château la France              ,86.4
Château la Freynelle           ,86.2727272727
Château La Gabarre             ,87.3333333333
Château la Gaffelière          ,92.3333333333
Château la Garde               ,91.6666666667
Château la Gomerie             ,93.0
Château la Gordonne            ,87.8333333333
Château La Grande Clotte       ,87.0
Château la Grande Maye         ,86.0
Château la Grande Métaire      ,87.0
Château la Grange Clinet       ,89.0
Château La Grange de Bessan    ,85.0
Château la Grave               ,88.5
Château La Grave à Pomerol     ,89.5
Château la Gravette Lacombe    ,83.0
Château La Greffière           ,85.0
Château la Grolet              ,87.0
Château la Guillaumette        ,86.0
Château la Gurgue              ,87.0
Château la Hargue              ,83.0
Château la Haye                ,86.0
Château La Jalgue              ,87.0
Château la Jorine              ,88.3333333333
Château La Joya                ,85.0
Château la Louvière            ,91.0
Château La Marotte             ,81.0
Château la Maroutine           ,87.3333333333
Château la Martinette          ,88.0
Château la Mascaronne          ,90.0
Château La Mission Haut-Brion  ,92.8
Château la Mothe du Barry      ,86.8888888889
Château la Moulinière          ,86.0
Château la Nauze               ,86.0
Château la Patache             ,89.0
Château la Petite Roque        ,83.5
Château la Pointe              ,90.75
Château La Prade               ,87.5
Château La Rame                ,86.7777777778
Château la Rayre               ,87.5
Château la Reyne               ,89.6666666667
Château la Roche Bazin         ,88.8333333333
Château la Roque de By         ,86.5
Château la Rose Belair         ,86.0
Château la Rose Bellevue       ,87.0
Château la Rose de Vitrac      ,85.0
Château La Rose du Pin         ,85.6
Château La Rose Gadys          ,84.0
Château La Rose Poncet         ,88.0
Château La Rose Saint Germain  ,84.0
Château la Roseraie            ,86.0
Château La Serre               ,89.0
Château la Tonnelle            ,89.5
Château la Tour Blanche        ,94.5
Château la Tour Chapoux        ,86.0
Château la Tour de Bessan      ,93.0
