,variety,year,price,points,priceq,country
992,Dornfelder,2011,27.0,86,3.0,Germany
993,Dornfelder,2013,15.666666666700001,87,1.0,Germany
994,Dornfelder,2014,11.6,86,0.0,Germany
995,Dornfelder,2015,18.0,87,1.0,Germany
996,Dornfelder,2016,12.0,86,0.0,Germany
997,Duras,-1,,90,,France
998,Duras,2007,40.0,91,4.0,France
999,Duras,2014,18.0,89,1.0,France
1000,Duras,2015,18.0,90,1.0,France
1001,Duras,2016,16.0,86,1.0,France
1002,Durella,-1,28.3333333333,89,3.0,Italy
1003,Durella,2009,40.0,92,4.0,Italy
1004,Durella,2011,21.0,90,2.0,Italy
1005,Durif,1993,30.0,84,3.0,Australia
1006,Durif,2004,35.0,88,4.0,Australia
1007,Edelzwicker,2012,16.0,86,1.0,US
1008,Edelzwicker,2014,16.0,89,1.0,US
1009,Edelzwicker,2015,23.5,90,2.0,France
1010,Edelzwicker,2015,23.5,90,2.0,US
1011,Elbling,2013,16.0,86,1.0,Germany
1012,Emir,2013,15.0,88,0.0,Turkey
1013,Emir,2014,15.0,87,0.0,Turkey
1014,Emir,2015,19.0,85,1.0,Turkey
1015,Encruzado,2009,15.0,90,0.0,Portugal
1016,Encruzado,2010,,86,,Portugal
1017,Encruzado,2011,16.0,91,1.0,Portugal
1018,Encruzado,2012,35.0,90,4.0,Portugal
1019,Encruzado,2013,25.3333333333,91,3.0,Portugal
1020,Encruzado,2015,18.428571428599998,88,1.0,Portugal
1021,Encruzado,2016,16.0,88,1.0,Portugal
1022,Erbaluce,2009,35.0,88,4.0,Italy
1023,Erbaluce,2015,16.0,88,1.0,Italy
1024,Espadeiro,2011,,84,,Portugal
1025,Falanghina,-1,31.4,88,4.0,Italy
1026,Falanghina,2005,18.0,86,1.0,Italy
1027,Falanghina,2006,24.75,87,3.0,Italy
1028,Falanghina,2007,18.7777777778,85,1.0,Italy
1029,Falanghina,2008,25.0,88,3.0,Italy
1030,Falanghina,2009,21.2222222222,86,2.0,Italy
1031,Falanghina,2010,15.0,87,0.0,Italy
1032,Falanghina,2011,19.1428571429,87,1.0,Italy
1033,Falanghina,2012,23.1666666667,88,2.0,Italy
1034,Falanghina,2013,22.6666666667,87,2.0,Italy
1035,Falanghina,2015,18.888888888900002,88,1.0,Italy
1036,Falanghina,2015,18.888888888900002,88,1.0,US
1037,Falanghina,2016,17.0,88,1.0,Italy
1038,Favorita,2014,40.0,90,4.0,Italy
1039,Fer Servadou,2015,16.5,87,1.0,France
1040,Feteasca,2013,17.5,87,1.0,Romania
1041,Feteasca Neagra,2009,11.0,86,0.0,Romania
1042,Feteasca Neagra,2010,17.6666666667,88,1.0,Romania
1043,Feteasca Neagra,2011,11.0,87,0.0,Romania
1044,Feteasca Neagra,2012,20.0,88,2.0,Romania
1045,Feteasca Neagra,2013,12.0,88,0.0,Moldova
1046,Fiano,-1,20.0,82,2.0,Italy
1047,Fiano,1860,30.8571428571,88,4.0,Italy
1048,Fiano,2003,56.0,89,5.0,Italy
1049,Fiano,2005,26.0,88,3.0,Italy
1050,Fiano,2007,26.9230769231,86,3.0,Italy
1051,Fiano,2008,32.5,88,4.0,Italy
1052,Fiano,2009,23.6,87,2.0,Italy
1053,Fiano,2010,24.714285714299997,86,3.0,Italy
1054,Fiano,2011,27.5384615385,87,3.0,Italy
1055,Fiano,2012,26.655172413800006,88,3.0,Italy
1056,Fiano,2012,26.655172413800006,88,3.0,US
1057,Fiano,2013,27.9230769231,89,3.0,Italy
1058,Fiano,2013,27.9230769231,89,3.0,US
1059,Fiano,2014,42.1428571429,89,5.0,Italy
1060,Fiano,2015,23.1666666667,88,2.0,Italy
1061,Fiano,2015,23.1666666667,88,2.0,US
1062,Fiano,2016,21.6666666667,87,2.0,Italy
1063,Folle Blanche,2015,16.0,85,1.0,France
1064,Francisa,2011,160.0,91,5.0,Italy
1065,Franconia,2007,16.0,86,1.0,Italy
1066,Frankovka,2012,24.0,88,3.0,Czech Republic
1067,Frappato,-1,16.3333333333,86,1.0,Italy
1068,Frappato,2006,20.0,85,2.0,Italy
1069,Frappato,2007,23.0,86,2.0,Italy
1070,Frappato,2008,22.0,85,2.0,Italy
1071,Frappato,2011,18.0,87,1.0,Italy
1072,Frappato,2012,25.0,88,3.0,Italy
1073,Frappato,2013,24.8888888889,87,3.0,Italy
1074,Frappato,2015,21.0,90,2.0,Italy
1075,Frappato,2016,24.0,90,3.0,Italy
1076,Freisa,2010,20.0,86,2.0,Italy
1077,Freisa,2011,22.0,87,2.0,Italy
1078,Friulano,2007,21.3,86,2.0,Italy
1079,Friulano,2008,57.6666666667,88,5.0,Italy
1080,Friulano,2009,22.6666666667,87,2.0,Italy
1081,Friulano,2010,23.2,87,2.0,Italy
1082,Friulano,2011,24.3333333333,88,3.0,Italy
1083,Friulano,2012,24.375,89,3.0,Italy
1084,Friulano,2013,22.4583333333,88,2.0,Italy
1085,Friulano,2014,22.0769230769,87,2.0,Italy
1086,Friulano,2015,23.529411764699997,89,2.0,Italy
1087,Furmint,2003,764.0,94,5.0,Hungary
1088,Furmint,2005,320.0,96,5.0,Hungary
1089,Furmint,2007,46.0,92,5.0,Hungary
1090,Furmint,2009,20.0,83,2.0,Slovenia
1091,Furmint,2010,20.0,88,2.0,Hungary
1092,Furmint,2011,26.3333333333,90,3.0,Hungary
1093,Furmint,2012,32.0,90,4.0,Hungary
1094,Furmint,2013,23.4,89,2.0,Hungary
1095,Furmint,2014,21.3333333333,90,2.0,Hungary
1096,Furmint,2015,24.25,89,3.0,Hungary
1097,Furmint,2015,24.25,89,3.0,
1098,Furmint,2016,15.0,90,0.0,Austria
1099,G-S-M,2005,32.5,88,4.0,Australia
1100,G-S-M,2006,31.6666666667,86,4.0,Australia
1101,G-S-M,2007,27.8,87,3.0,US
1102,G-S-M,2008,41.0,88,5.0,US
1103,G-S-M,2010,37.0,87,4.0,US
1104,G-S-M,2011,32.64,89,4.0,US
1105,G-S-M,2012,37.1290322581,90,4.0,US
1106,G-S-M,2012,37.1290322581,90,4.0,Australia
1107,G-S-M,2013,34.5161290323,89,4.0,Australia
1108,G-S-M,2013,34.5161290323,89,4.0,US
1109,G-S-M,2014,36.9565217391,88,4.0,US
1110,G-S-M,2015,34.2857142857,88,4.0,US
1111,G-S-M,2016,13.0,87,0.0,France
1112,Gaglioppo,1845,37.3333333333,86,4.0,Italy
1113,Gaglioppo,2006,18.0,87,1.0,Italy
1114,Gaglioppo,2007,14.0,86,0.0,Italy
1115,Gaglioppo,2009,,87,,Italy
1116,Gaglioppo,2011,20.0,91,2.0,Italy
1117,Gaglioppo,2012,25.0,82,3.0,Italy
1118,Gaglioppo,2013,14.0,86,0.0,Italy
1119,Gaglioppo,2014,19.0,87,1.0,Italy
1120,Gamay,-1,22.75,86,2.0,France
1121,Gamay,2000,,82,,US
1122,Gamay,2005,24.0,89,3.0,France
1123,Gamay,2006,23.2222222222,89,2.0,France
1124,Gamay,2008,14.7142857143,86,0.0,France
1125,Gamay,2009,19.4571428571,88,1.0,France
1126,Gamay,2010,19.4912280702,88,1.0,France
1127,Gamay,2011,17.8720930233,87,1.0,France
1128,Gamay,2012,21.5757575758,87,2.0,France
1129,Gamay,2012,21.5757575758,87,2.0,US
1130,Gamay,2013,20.606741573,87,2.0,France
1131,Gamay,2014,20.961325966900002,88,2.0,France
1132,Gamay,2015,21.891385767800003,88,2.0,France
1133,Gamay,2016,18.5454545455,87,1.0,France
1134,Gamay Noir,2007,25.0,88,3.0,US
1135,Gamay Noir,2010,24.0,85,3.0,US
1136,Gamay Noir,2012,24.75,88,3.0,Canada
1137,Gamay Noir,2015,20.3333333333,88,2.0,US
1138,Gamay Noir,2016,18.0,88,1.0,US
1139,Gamza,2015,11.0,89,0.0,Bulgaria
1140,Garganega,-1,25.0,87,3.0,Italy
1141,Garganega,1999,18.0,90,1.0,Italy
1142,Garganega,2001,11.0,88,0.0,Italy
1143,Garganega,2002,11.0,86,0.0,Italy
1144,Garganega,2004,55.0,92,5.0,Italy
1145,Garganega,2006,15.0,87,0.0,Italy
1146,Garganega,2007,26.0714285714,88,3.0,Italy
1147,Garganega,2009,33.0,88,4.0,Italy
1148,Garganega,2010,17.444444444400002,87,1.0,Italy
1149,Garganega,2011,19.95,86,2.0,Italy
1150,Garganega,2012,20.92,87,2.0,Italy
1151,Garganega,2013,19.8095238095,88,2.0,Italy
1152,Garganega,2014,20.636363636400002,87,2.0,Italy
1153,Garganega,2015,17.7368421053,87,1.0,Italy
1154,Garganega,2016,13.7692307692,86,0.0,Italy
1155,Garnacha,1898,12.0,81,0.0,Spain
1156,Garnacha,2004,18.0,87,1.0,Spain
1157,Garnacha,2005,24.5,85,3.0,Spain
1158,Garnacha,2006,37.875,85,4.0,Spain
1159,Garnacha,2007,19.0666666667,86,1.0,Spain
1160,Garnacha,2008,22.1666666667,85,2.0,Spain
1161,Garnacha,2009,22.964285714299997,86,2.0,Spain
1162,Garnacha,2010,21.5111111111,85,2.0,Spain
1163,Garnacha,2011,23.8636363636,86,2.0,Spain
1164,Garnacha,2012,21.3023255814,86,2.0,Spain
1165,Garnacha,2013,34.1388888889,85,4.0,Spain
1166,Garnacha,2014,27.15625,86,3.0,Spain
1167,Garnacha,2015,13.53125,86,0.0,Spain
1168,Garnacha,2016,10.0,86,0.0,Spain
1169,Garnacha Blanca,2007,40.0,88,4.0,Spain
1170,Garnacha Blanca,2009,15.0,88,0.0,Spain
1171,Garnacha Blanca,2010,15.0,84,0.0,Spain
1172,Garnacha Blanca,2011,25.1428571429,86,3.0,Spain
1173,Garnacha Blanca,2014,17.5,87,1.0,Spain
1174,Garnacha Blend,2006,28.0,89,3.0,Spain
1175,Garnacha Blend,2014,10.0,86,0.0,Spain
1176,Garnacha Tintorera,2011,13.0,88,0.0,Spain
1177,Garnacha Tintorera,2013,10.5,85,0.0,Spain
1178,Garnacha Tintorera,2014,15.0,84,0.0,Spain
1179,Garnacha-Cabernet,2015,13.0,85,0.0,Spain
1180,Garnacha-Monastrell,2010,11.666666666700001,87,0.0,Spain
1181,Garnacha-Syrah,2008,17.0,86,1.0,Spain
1182,Garnacha-Syrah,2010,8.0,83,0.0,Spain
1183,Garnacha-Syrah,2011,13.5,85,0.0,Spain
1184,Garnacha-Syrah,2013,12.5,82,0.0,Spain
1185,Garnacha-Syrah,2015,11.0,84,0.0,Spain
1186,Garnacha-Tempranillo,2011,11.0,87,0.0,Spain
1187,Garnacha-Tempranillo,2012,10.0,87,0.0,Spain
1188,Garnacha-Tempranillo,2014,8.0,85,0.0,Spain
1189,Gelber Muskateller,2006,99.0,92,5.0,Austria
1190,Gelber Muskateller,2011,31.5,88,4.0,Austria
1191,Gelber Muskateller,2012,18.5,87,1.0,Austria
1192,Gelber Muskateller,2013,19.0,90,1.0,Austria
1193,Gelber Muskateller,2014,22.1428571429,88,2.0,Austria
1194,Gelber Traminer,2009,35.0,95,4.0,Austria
1195,Glera,-1,18.2068965517,86,1.0,Italy
1196,Glera,1821,14.5,85,0.0,Italy
1197,Glera,1868,,89,,Italy
1198,Glera,2009,29.4285714286,87,3.0,Italy
1199,Glera,2010,18.740740740699998,86,1.0,Italy
1200,Glera,2011,19.0,86,1.0,Italy
1201,Glera,2012,20.805555555599998,87,2.0,Italy
1202,Glera,2014,25.3793103448,88,3.0,Italy
1203,Glera,2015,29.5714285714,89,3.0,Italy
1204,Glera,2016,22.434782608699997,88,2.0,Italy
1205,Godello,2006,27.0,87,3.0,Spain
1206,Godello,2008,28.2,87,3.0,Spain
1207,Godello,2009,16.1666666667,86,1.0,Spain
1208,Godello,2010,20.25,87,2.0,Spain
1209,Godello,2011,28.9166666667,86,3.0,Spain
1210,Godello,2012,18.3333333333,86,1.0,Spain
1211,Godello,2013,21.2666666667,85,2.0,Spain
1212,Godello,2014,19.888888888900002,87,2.0,Spain
1213,Godello,2015,21.0666666667,88,2.0,Spain
1214,Gouveio,2007,26.0,89,3.0,Portugal
1215,Gouveio,2008,19.0,88,1.0,Portugal
1216,Graciano,2006,115.0,88,5.0,Spain
1217,Graciano,2007,20.0,82,2.0,Spain
1218,Graciano,2008,54.0,88,5.0,Spain
1219,Graciano,2009,50.285714285699996,89,5.0,Spain
1220,Graciano,2011,38.3,88,4.0,Spain
1221,Graciano,2015,15.0,84,0.0,Spain
1222,Gragnano,2007,17.0,84,1.0,Italy
1223,Gragnano,2009,16.0,81,1.0,Italy
1224,Grauburgunder,2011,,90,,Austria
1225,Grauburgunder,2012,20.0,90,2.0,Germany
1226,Grauburgunder,2014,20.0,87,2.0,Germany
1227,Grauburgunder,2015,24.0,89,3.0,
1228,Grauburgunder,2016,23.5,91,2.0,Germany
1229,Grauburgunder,2016,23.5,91,2.0,
1230,Grecanico,2007,13.5,86,0.0,Italy
1231,Grecanico,2010,19.0,86,1.0,Italy
1232,Grecanico,2014,25.0,89,3.0,Italy
1233,Grechetto,2004,20.0,90,2.0,Italy
1234,Grechetto,2005,20.0,86,2.0,Italy
1235,Grechetto,2008,,86,,Italy
1236,Grechetto,2009,16.0,85,1.0,Italy
1237,Grechetto,2010,,86,,Italy
1238,Grechetto,2011,20.0,88,2.0,Italy
1239,Grechetto,2012,17.0,88,1.0,Italy
1240,Grechetto,2014,18.0,88,1.0,Italy
1241,Grechetto,2015,12.5,86,0.0,Italy
1242,Greco,2005,20.3333333333,88,2.0,Italy
1243,Greco,2006,25.125,86,3.0,Italy
1244,Greco,2007,26.9333333333,87,3.0,Italy
1245,Greco,2008,13.0,84,0.0,Italy
1246,Greco,2009,27.5,88,3.0,Italy
1247,Greco,2010,20.0,87,2.0,Italy
1248,Greco,2011,29.181818181799997,88,3.0,Italy
1249,Greco,2012,23.315789473699997,88,2.0,Italy
1250,Greco,2013,33.8,90,4.0,Italy
1251,Greco,2014,35.1428571429,89,4.0,Italy
1252,Greco,2015,23.4583333333,88,2.0,Italy
1253,Greco Bianco,2007,21.0,85,2.0,Italy
1254,Greco Bianco,2009,,87,,Italy
1255,Greco Bianco,2013,12.0,87,0.0,Italy
1256,Greco Bianco,2016,,86,,Italy
1257,Grenache,-1,18.6,86,1.0,France
1258,Grenache,1999,18.0,89,1.0,US
1259,Grenache,2000,16.1666666667,86,1.0,US
1260,Grenache,2000,16.1666666667,86,1.0,Australia
1261,Grenache,2001,26.0,89,3.0,France
1262,Grenache,2002,19.0,87,1.0,Australia
1263,Grenache,2003,,90,,France
1264,Grenache,2005,43.2631578947,87,5.0,US
1265,Grenache,2006,31.5625,86,4.0,US
1266,Grenache,2007,30.5666666667,87,4.0,Australia
1267,Grenache,2007,30.5666666667,87,4.0,US
1268,Grenache,2008,39.1935483871,88,4.0,Spain
1269,Grenache,2008,39.1935483871,88,4.0,US
1270,Grenache,2009,34.7954545455,87,4.0,Spain
1271,Grenache,2009,34.7954545455,87,4.0,France
1272,Grenache,2009,34.7954545455,87,4.0,US
1273,Grenache,2009,34.7954545455,87,4.0,Australia
1274,Grenache,2010,35.4523809524,87,4.0,US
1275,Grenache,2011,35.4137931034,89,4.0,US
1276,Grenache,2011,35.4137931034,89,4.0,Australia
1277,Grenache,2012,37.8953488372,89,4.0,US
1278,Grenache,2013,38.1785714286,89,4.0,US
1279,Grenache,2013,38.1785714286,89,4.0,Spain
1280,Grenache,2013,38.1785714286,89,4.0,Australia
1281,Grenache,2014,37.164948453600005,89,4.0,US
1282,Grenache,2015,34.9666666667,90,4.0,US
1283,Grenache,2015,34.9666666667,90,4.0,Australia
1284,Grenache,2016,23.25,89,2.0,US
1285,Grenache Blanc,1996,36.0,93,4.0,France
1286,Grenache Blanc,1999,35.0,90,4.0,France
1287,Grenache Blanc,2006,27.0,85,3.0,US
1288,Grenache Blanc,2008,24.3333333333,90,3.0,US
1289,Grenache Blanc,2009,19.8333333333,87,2.0,US
1290,Grenache Blanc,2010,23.625,88,2.0,US
1291,Grenache Blanc,2011,23.25,88,2.0,US
1292,Grenache Blanc,2012,23.9285714286,87,3.0,US
1293,Grenache Blanc,2013,25.3888888889,88,3.0,US
1294,Grenache Blanc,2013,25.3888888889,88,3.0,Spain
1295,Grenache Blanc,2014,26.043478260900002,89,3.0,US
1296,Grenache Blanc,2015,25.9230769231,89,3.0,US
1297,Grenache Blanc,2016,25.526315789499996,89,3.0,US
1298,Grenache Blend,2008,15.0,83,0.0,Spain
1299,Grenache Blend,2009,12.0,85,0.0,Spain
1300,Grenache Blend,2012,23.0,88,2.0,US
1301,Grenache Blend,2013,9.6666666667,85,0.0,Spain
1302,Grenache Gris,2014,22.0,87,2.0,France
1303,Grenache Noir,2013,36.0,91,4.0,US
1304,Grenache-Carignan,2011,23.1666666667,89,2.0,Spain
1305,Grenache-Carignan,2014,23.0,86,2.0,Spain
1306,Grenache-Carignan,2015,30.0,91,3.0,US
1307,Grenache-Shiraz,2005,20.0,87,2.0,Australia
1308,Grenache-Shiraz,2007,12.0,85,0.0,Australia
1309,Grenache-Shiraz,2012,35.0,90,4.0,Australia
1310,Grenache-Syrah,2005,24.0,91,3.0,Spain
1311,Grenache-Syrah,2007,32.0,85,4.0,US
1312,Grenache-Syrah,2007,32.0,85,4.0,France
1313,Grenache-Syrah,2008,20.0,86,2.0,Spain
1314,Grenache-Syrah,2009,29.4,88,3.0,France
1315,Grenache-Syrah,2009,29.4,88,3.0,US
1316,Grenache-Syrah,2012,29.5384615385,90,3.0,US
1317,Grenache-Syrah,2013,29.8333333333,89,3.0,US
1318,Grenache-Syrah,2013,29.8333333333,89,3.0,France
1319,Grenache-Syrah,2016,12.0,87,0.0,France
1320,Grignolino,2008,17.0,85,1.0,Italy
1321,Grignolino,2009,,87,,Italy
1322,Grillo,-1,22.0,88,2.0,Italy
1323,Grillo,2000,18.0,86,1.0,Italy
1324,Grillo,2001,25.0,89,3.0,Italy
1325,Grillo,2002,25.0,89,3.0,Italy
1326,Grillo,2006,30.0,93,3.0,Italy
1327,Grillo,2007,16.0,86,1.0,Italy
1328,Grillo,2008,16.5,86,1.0,Italy
1329,Grillo,2009,13.666666666700001,85,0.0,Italy
1330,Grillo,2010,17.5833333333,85,1.0,Italy
1331,Grillo,2011,19.1875,86,1.0,Italy
1332,Grillo,2013,17.363636363599998,86,1.0,Italy
1333,Grillo,2015,18.1818181818,87,1.0,Italy
1334,Grillo,2016,15.25,86,1.0,Italy
1335,Grolleau,2009,10.0,82,0.0,France
1336,Grolleau,2014,54.0,90,5.0,France
1337,Groppello,2008,23.0,87,2.0,Italy
1338,Gros and Petit Manseng,2005,30.0,90,3.0,France
1339,Gros and Petit Manseng,2009,26.0,92,3.0,France
1340,Gros and Petit Manseng,2011,22.6,89,2.0,France
1341,Gros and Petit Manseng,2013,27.0,90,3.0,France
1342,Gros and Petit Manseng,2014,18.1666666667,89,1.0,France
1343,Gros and Petit Manseng,2015,19.5,89,1.0,France
1344,Gros and Petit Manseng,2016,18.0,88,1.0,France
1345,Gros Manseng,2006,18.0,90,1.0,France
1346,Gros Manseng,2007,25.0,89,3.0,Austria
1347,Gros Manseng,2009,26.0,92,3.0,France
1348,Gros Manseng,2011,13.0,86,0.0,France
1349,Gros Manseng,2012,15.0,87,0.0,France
1350,Gros Manseng,2015,18.428571428599998,87,1.0,France
1351,Gros Plant,2016,16.0,86,1.0,France
1352,Hondarrabi Zuri,2007,12.0,84,0.0,Spain
1353,Hondarrabi Zuri,2014,22.8,88,2.0,Spain
1354,Incrocio Manzoni,2011,25.0,88,3.0,Italy
1355,Incrocio Manzoni,2012,24.0,87,3.0,Italy
1356,Incrocio Manzoni,2013,30.0,89,3.0,Italy
1357,Insolia,2007,16.0,86,1.0,Italy
1358,Insolia,2008,17.0,85,1.0,Italy
1359,Insolia,2009,,84,,Italy
1360,Insolia,2010,17.2,86,1.0,Italy
1361,Insolia,2011,15.4,87,1.0,Italy
1362,Insolia,2013,18.5,87,1.0,Italy
1363,Inzolia,2007,19.5,86,1.0,Italy
1364,Inzolia,2008,15.0,86,0.0,Italy
1365,Inzolia,2009,14.0,85,0.0,Italy
1366,Inzolia,2010,15.75,86,1.0,Italy
1367,Inzolia,2012,8.0,84,0.0,Italy
1368,Inzolia,2013,14.0,85,0.0,Italy
1369,Inzolia,2016,13.0,87,0.0,Italy
1370,Irsai Oliver,2011,13.0,87,0.0,Hungary
1371,Jacquez,2009,40.0,82,4.0,US
1372,Jacquez,2010,23.0,86,2.0,US
1373,Jacquez,2011,40.0,87,4.0,US
1374,Jaen,2007,32.0,92,4.0,Portugal
1375,Jaen,2009,32.0,93,4.0,Portugal
1376,Jaen,2010,32.0,93,4.0,Portugal
1377,Jaen,2012,35.0,87,4.0,Portugal
1378,Jaen,2013,27.5,87,3.0,Portugal
1379,Jampal,2014,25.0,88,3.0,Portugal
1380,Johannisberg Riesling,2001,8.0,87,0.0,US
1381,Johannisberg Riesling,2002,10.3333333333,84,0.0,US
1382,Johannisberg Riesling,2011,,85,,US
1383,Kadarka,2013,28.0,89,3.0,Hungary
1384,Kadarka,2015,20.0,87,2.0,Hungary
1385,Kalecik Karasi,2009,40.0,90,4.0,Turkey
1386,Kalecik Karasi,2011,27.6666666667,89,3.0,Turkey
1387,Kalecik Karasi,2012,21.0,89,2.0,Turkey
1388,Kalecik Karasi,2014,28.3333333333,90,3.0,Turkey
1389,Kalecik Karasi,2015,19.0,86,1.0,Turkey
1390,Kangoun,2015,14.0,87,0.0,Armenia
1391,Karalahna,2012,15.0,87,0.0,Turkey
1392,Karasakiz,2012,15.0,89,0.0,Turkey
1393,Kekfrankos,2003,28.0,83,3.0,Hungary
1394,Kekfrankos,2005,20.0,81,2.0,Hungary
1395,Kekfrankos,2009,17.0,87,1.0,Hungary
1396,Kekfrankos,2012,17.0,87,1.0,Hungary
1397,Kekfrankos,2013,21.0,88,2.0,Hungary
1398,Kerner,2009,44.0,88,5.0,Italy
1399,Kerner,2010,26.0,87,3.0,Italy
1400,Kerner,2011,20.0,88,2.0,Italy
1401,Kerner,2012,22.8571428571,88,2.0,Italy
1402,Kerner,2014,21.111111111099998,88,2.0,Italy
1403,Kinali Yapincak,2012,15.0,84,0.0,Turkey
1404,Kisi,2014,19.2,88,1.0,Georgia
1405,Kisi,2015,25.0,83,3.0,Georgia
1406,Kotsifali,2014,13.0,92,0.0,Greece
1407,Kuntra,2012,15.0,86,0.0,Turkey
1408,Lagrein,2000,20.0,89,2.0,US
1409,Lagrein,2006,40.0,89,4.0,Italy
1410,Lagrein,2008,35.5,89,4.0,Italy
1411,Lagrein,2009,25.2,87,3.0,Italy
1412,Lagrein,2011,41.0,88,5.0,Italy
1413,Lagrein,2012,32.4615384615,88,4.0,Italy
1414,Lagrein,2013,27.869565217399998,88,3.0,Italy
1415,Lagrein,2014,43.3333333333,90,5.0,Italy
1416,Lagrein,2015,22.0,89,2.0,Italy
1417,Lambrusco,-1,13.842105263199999,84,0.0,Italy
1418,Lambrusco,2006,17.0,85,1.0,Italy
1419,Lambrusco,2007,20.0,85,2.0,Italy
1420,Lambrusco,2008,18.0,84,1.0,Italy
1421,Lambrusco,2012,16.1666666667,83,1.0,Italy
1422,Lambrusco,2014,19.0,89,1.0,Italy
1423,Lambrusco di Sorbara,2013,20.8,89,2.0,Italy
1424,Lambrusco di Sorbara,2015,,90,,Italy
1425,Lambrusco Grasparossa,-1,16.7142857143,88,1.0,Italy
1426,Lambrusco Grasparossa,2012,25.0,87,3.0,Italy
1427,Lambrusco Grasparossa,2013,17.8333333333,86,1.0,Italy
1428,Lambrusco Grasparossa,2016,18.0,88,1.0,Italy
1429,Lambrusco Salamino,-1,14.0,86,0.0,Italy
1430,Lambrusco Salamino,2016,23.0,90,2.0,Italy
1431,Lemberger,-1,15.0,88,0.0,US
1432,Lemberger,2000,7.0,87,0.0,US
1433,Lemberger,2007,25.0,86,3.0,US
1434,Lemberger,2009,51.0,87,5.0,Germany
1435,Lemberger,2010,18.8571428571,86,1.0,US
1436,Lemberger,2012,21.0,88,2.0,Germany
1437,Lemberger,2012,21.0,88,2.0,US
1438,Lemberger,2013,22.0,88,2.0,US
1439,Lemberger,2015,19.0,86,1.0,US
1440,Loin de l'Oeil,2007,30.0,91,3.0,France
1441,Loin de l'Oeil,2008,,92,,France
1442,Loin de l'Oeil,2009,35.0,92,4.0,France
1443,Loin de l'Oeil,2010,,92,,France
1444,Loin de l'Oeil,2011,,93,,France
1445,Loin de l'Oeil,2013,30.0,92,3.0,France
1446,Loin de l'Oeil,2016,16.0,88,1.0,France
1447,Loureiro,2001,7.0,84,0.0,Portugal
1448,Loureiro,2006,16.0,89,1.0,Portugal
1449,Loureiro,2008,23.0,86,2.0,Portugal
1450,Loureiro,2011,12.0,87,0.0,Portugal
1451,Loureiro,2013,12.8,86,0.0,Portugal
1452,Loureiro,2015,11.6,87,0.0,Portugal
1453,Loureiro,2016,11.0,87,0.0,Portugal
1454,Loureiro-Arinto,2016,10.0,86,0.0,Portugal
1455,Macabeo,2007,53.0,90,5.0,Spain
1456,Macabeo,2008,37.0,93,4.0,Spain
1457,Macabeo,2009,11.0,82,0.0,Spain
1458,Macabeo,2010,9.0,85,0.0,Spain
1459,Macabeo,2014,10.6,84,0.0,Spain
1460,Macabeo,2015,17.0,86,1.0,Spain
1461,Macabeo,2016,9.0,86,0.0,Spain
1462,Macabeo-Chardonnay,-1,14.0,83,0.0,Spain
1463,Macabeo-Chardonnay,1898,12.0,85,0.0,Spain
1464,Macabeo-Chardonnay,2009,12.0,85,0.0,Spain
1465,Macabeo-Chardonnay,2015,9.0,87,0.0,Spain
1466,Macabeo-Moscatel,2009,8.0,85,0.0,Spain
1467,Madeira Blend,-1,45.5,88,5.0,US
1468,Madeleine Angevine,2012,17.0,86,1.0,US
1469,Madeleine Angevine,2014,18.0,85,1.0,US
1470,Magliocco,2005,35.0,90,4.0,Italy
1471,Magliocco,2011,25.0,90,3.0,Italy
1472,Magliocco,2015,,88,,Italy
1473,Malagousia,2009,23.0,88,2.0,Greece
1474,Malagousia,2012,16.0,85,1.0,Greece
1475,Malagousia,2013,23.0,92,2.0,Greece
1476,Malagousia,2014,24.0,88,3.0,Greece
1477,Malagousia,2015,19.25,89,1.0,Greece
1478,Malagousia,2016,18.0,87,1.0,Greece
1479,Malagouzia,2008,22.0,89,2.0,Greece
1480,Malagouzia,2010,20.0,86,2.0,Greece
1481,Malagouzia,2013,19.0,89,1.0,Greece
1482,Malagouzia-Chardonnay,2016,8.0,86,0.0,Greece
1483,Malbec,-1,20.0,86,2.0,France
1484,Malbec,1997,60.0,93,5.0,France
1485,Malbec,1999,15.0,85,0.0,US
1486,Malbec,2001,14.666666666700001,84,0.0,Chile
1487,Malbec,2001,14.666666666700001,84,0.0,Argentina
1488,Malbec,2002,35.0,87,4.0,France
1489,Malbec,2002,35.0,87,4.0,Argentina
1490,Malbec,2004,44.6842105263,87,5.0,US
1491,Malbec,2004,44.6842105263,87,5.0,Argentina
1492,Malbec,2004,44.6842105263,87,5.0,Chile
1493,Malbec,2004,44.6842105263,87,5.0,France
1494,Malbec,2005,23.1929824561,86,2.0,Argentina
1495,Malbec,2005,23.1929824561,86,2.0,France
1496,Malbec,2006,28.224137930999998,87,3.0,Argentina
1497,Malbec,2006,28.224137930999998,87,3.0,Chile
1498,Malbec,2006,28.224137930999998,87,3.0,US
1499,Malbec,2007,29.5471698113,87,3.0,US
1500,Malbec,2007,29.5471698113,87,3.0,Argentina
1501,Malbec,2007,29.5471698113,87,3.0,France
1502,Malbec,2007,29.5471698113,87,3.0,Chile
1503,Malbec,2008,32.838150289,87,4.0,Argentina
1504,Malbec,2008,32.838150289,87,4.0,US
1505,Malbec,2009,30.8312757202,88,4.0,Chile
1506,Malbec,2009,30.8312757202,88,4.0,Argentina
1507,Malbec,2009,30.8312757202,88,4.0,US
