,variety,year,price,points,priceq,country
2189,Petit Manseng,2013,27.125,87,3.0,US
2190,Petit Manseng,2014,27.875,88,3.0,US
2191,Petit Manseng,2015,32.75,89,4.0,Italy
2192,Petit Manseng,2015,32.75,89,4.0,US
2193,Petit Meslier,2005,,89,,France
2194,Petit Verdot,-1,22.0,85,2.0,US
2195,Petit Verdot,1997,17.0,86,1.0,US
2196,Petit Verdot,1999,30.0,88,3.0,Spain
2197,Petit Verdot,2003,45.0,87,5.0,Spain
2198,Petit Verdot,2005,37.0,87,4.0,US
2199,Petit Verdot,2006,32.75,86,4.0,US
2200,Petit Verdot,2007,30.7,86,4.0,US
2201,Petit Verdot,2008,41.8461538462,88,5.0,US
2202,Petit Verdot,2008,41.8461538462,88,5.0,Australia
2203,Petit Verdot,2009,43.9393939394,88,5.0,US
2204,Petit Verdot,2010,40.6923076923,87,5.0,US
2205,Petit Verdot,2011,37.0833333333,87,4.0,US
2206,Petit Verdot,2012,39.5660377358,88,4.0,US
2207,Petit Verdot,2012,39.5660377358,88,4.0,Italy
2208,Petit Verdot,2012,39.5660377358,88,4.0,Chile
2209,Petit Verdot,2013,38.86,88,4.0,US
2210,Petit Verdot,2013,38.86,88,4.0,Portugal
2211,Petit Verdot,2014,36.4705882353,89,4.0,US
2212,Petit Verdot,2014,36.4705882353,89,4.0,Chile
2213,Petit Verdot,2015,28.1428571429,87,3.0,US
2214,Petite Sirah,-1,26.0,89,3.0,US
2215,Petite Sirah,1998,24.0,88,3.0,US
2216,Petite Sirah,2002,24.0,87,3.0,US
2217,Petite Sirah,2004,27.7272727273,88,3.0,US
2218,Petite Sirah,2005,31.185185185199998,86,4.0,US
2219,Petite Sirah,2006,28.25,86,3.0,US
2220,Petite Sirah,2006,28.25,86,3.0,Australia
2221,Petite Sirah,2007,28.3064516129,86,3.0,US
2222,Petite Sirah,2007,28.3064516129,86,3.0,Israel
2223,Petite Sirah,2008,28.714285714299997,86,3.0,US
2224,Petite Sirah,2009,31.3376623377,86,4.0,US
2225,Petite Sirah,2010,35.25,88,4.0,US
2226,Petite Sirah,2011,30.014492753600006,87,4.0,US
2227,Petite Sirah,2012,33.0784313725,88,4.0,US
2228,Petite Sirah,2013,33.4109589041,89,4.0,US
2229,Petite Sirah,2014,32.5423728814,90,4.0,US
2230,Petite Sirah,2016,24.0,87,3.0,US
2231,Petite Verdot,2005,40.0,85,4.0,Spain
2232,Petite Verdot,2007,47.285714285699996,87,5.0,US
2233,Petite Verdot,2008,76.6,92,5.0,US
2234,Petite Verdot,2011,40.0,90,4.0,Portugal
2235,Petite Verdot,2012,39.3333333333,88,4.0,Spain
2236,Petite Verdot,2012,39.3333333333,88,4.0,US
2237,Petite Verdot,2013,32.0,89,4.0,US
2238,Petite Verdot,2015,31.0,88,4.0,US
2239,Picapoll,2008,21.0,82,2.0,Spain
2240,Picolit,2003,,88,,Italy
2241,Picolit,2005,55.5,91,5.0,Italy
2242,Picolit,2006,90.0,92,5.0,Italy
2243,Picolit,2009,72.5,89,5.0,Italy
2244,Picolit,2011,45.0,93,5.0,Italy
2245,Picpoul,2010,20.0,85,2.0,France
2246,Picpoul,2011,10.6666666667,87,0.0,France
2247,Picpoul,2016,25.2,89,3.0,US
2248,Piedirosso,-1,20.0,81,2.0,Italy
2249,Piedirosso,2006,,85,,Italy
2250,Piedirosso,2007,,85,,Italy
2251,Piedirosso,2008,15.666666666700001,85,1.0,Italy
2252,Piedirosso,2009,12.0,86,0.0,Italy
2253,Piedirosso,2012,22.0,87,2.0,Italy
2254,Piedirosso,2013,32.5,88,4.0,Italy
2255,Piedirosso,2015,22.5,87,2.0,Italy
2256,Pigato,2011,23.0,84,2.0,Italy
2257,Pignoletto,2010,18.0,85,1.0,Italy
2258,Pignoletto,2013,,87,,Italy
2259,Pignolo,1999,70.0,92,5.0,Italy
2260,Pinot Auxerrois,2008,22.0,89,2.0,US
2261,Pinot Auxerrois,2012,,88,,France
2262,Pinot Auxerrois,2014,29.8,87,3.0,France
2263,Pinot Bianco,2000,21.0,88,2.0,Italy
2264,Pinot Bianco,2002,19.5,87,1.0,Italy
2265,Pinot Bianco,2006,34.2857142857,88,4.0,Italy
2266,Pinot Bianco,2007,24.6666666667,87,3.0,Italy
2267,Pinot Bianco,2010,19.888888888900002,87,2.0,Italy
2268,Pinot Bianco,2011,24.0588235294,88,3.0,Italy
2269,Pinot Bianco,2012,22.3333333333,88,2.0,Italy
2270,Pinot Bianco,2013,40.375,89,5.0,Italy
2271,Pinot Bianco,2014,24.0769230769,88,3.0,Italy
2272,Pinot Bianco,2015,23.875,90,2.0,Italy
2273,Pinot Blanc,1999,15.8,86,1.0,US
2274,Pinot Blanc,2000,14.666666666700001,87,0.0,US
2275,Pinot Blanc,2007,19.6,87,1.0,France
2276,Pinot Blanc,2007,19.6,87,1.0,US
2277,Pinot Blanc,2008,26.125,88,3.0,France
2278,Pinot Blanc,2009,17.0833333333,86,1.0,France
2279,Pinot Blanc,2010,19.92,87,2.0,France
2280,Pinot Blanc,2010,19.92,87,2.0,Austria
2281,Pinot Blanc,2010,19.92,87,2.0,US
2282,Pinot Blanc,2011,21.4791666667,87,2.0,France
2283,Pinot Blanc,2011,21.4791666667,87,2.0,US
2284,Pinot Blanc,2012,20.8333333333,87,2.0,US
2285,Pinot Blanc,2012,20.8333333333,87,2.0,France
2286,Pinot Blanc,2012,20.8333333333,87,2.0,Austria
2287,Pinot Blanc,2013,21.7272727273,87,2.0,US
2288,Pinot Blanc,2013,21.7272727273,87,2.0,France
2289,Pinot Blanc,2014,19.8591549296,88,2.0,US
2290,Pinot Blanc,2014,19.8591549296,88,2.0,Germany
2291,Pinot Blanc,2014,19.8591549296,88,2.0,France
2292,Pinot Blanc,2014,19.8591549296,88,2.0,Austria
2293,Pinot Blanc,2015,20.0540540541,88,2.0,US
2294,Pinot Blanc,2015,20.0540540541,88,2.0,France
2295,Pinot Blanc,2015,20.0540540541,88,2.0,Germany
2296,Pinot Blanc,2016,22.125,89,2.0,Austria
2297,Pinot Blanc,2016,22.125,89,2.0,France
2298,Pinot Blanc,2016,22.125,89,2.0,US
2299,Pinot Blanc-Chardonnay,-1,25.0,87,3.0,France
2300,Pinot Blanc-Chardonnay,2009,21.0,86,2.0,US
2301,Pinot Blanc-Chardonnay,2010,23.0,90,2.0,Austria
2302,Pinot Blanc-Pinot Noir,2016,16.0,85,1.0,US
2303,Pinot Blanc-Viognier,2015,19.0,87,1.0,US
2304,Pinot Grigio,-1,13.0769230769,84,0.0,US
2305,Pinot Grigio,2000,12.333333333299999,84,0.0,US
2306,Pinot Grigio,2001,14.228571428599999,85,0.0,US
2307,Pinot Grigio,2001,14.228571428599999,85,0.0,Italy
2308,Pinot Grigio,2002,13.2142857143,85,0.0,Italy
2309,Pinot Grigio,2005,20.5,87,2.0,Italy
2310,Pinot Grigio,2006,17.2419354839,86,1.0,Italy
2311,Pinot Grigio,2006,17.2419354839,86,1.0,US
2312,Pinot Grigio,2007,17.4520547945,85,1.0,Italy
2313,Pinot Grigio,2007,17.4520547945,85,1.0,US
2314,Pinot Grigio,2007,17.4520547945,85,1.0,Argentina
2315,Pinot Grigio,2008,15.6,85,1.0,US
2316,Pinot Grigio,2008,15.6,85,1.0,Italy
2317,Pinot Grigio,2009,16.888888888900002,86,1.0,Italy
2318,Pinot Grigio,2009,16.888888888900002,86,1.0,Australia
2319,Pinot Grigio,2009,16.888888888900002,86,1.0,US
2320,Pinot Grigio,2009,16.888888888900002,86,1.0,Romania
2321,Pinot Grigio,2010,16.0754716981,86,1.0,Italy
2322,Pinot Grigio,2010,16.0754716981,86,1.0,US
2323,Pinot Grigio,2010,16.0754716981,86,1.0,Argentina
2324,Pinot Grigio,2011,15.174311926600001,85,1.0,Italy
2325,Pinot Grigio,2011,15.174311926600001,85,1.0,US
2326,Pinot Grigio,2012,16.965116279100002,86,1.0,US
2327,Pinot Grigio,2012,16.965116279100002,86,1.0,Italy
2328,Pinot Grigio,2013,16.317647058800002,86,1.0,Italy
2329,Pinot Grigio,2013,16.317647058800002,86,1.0,US
2330,Pinot Grigio,2014,17.5214723926,86,1.0,Romania
2331,Pinot Grigio,2014,17.5214723926,86,1.0,Italy
2332,Pinot Grigio,2014,17.5214723926,86,1.0,US
2333,Pinot Grigio,2014,17.5214723926,86,1.0,Slovenia
2334,Pinot Grigio,2015,18.2888888889,87,1.0,Italy
2335,Pinot Grigio,2015,18.2888888889,87,1.0,US
2336,Pinot Grigio,2015,18.2888888889,87,1.0,Australia
2337,Pinot Grigio,2016,15.1875,86,1.0,US
2338,Pinot Grigio,2016,15.1875,86,1.0,Argentina
2339,Pinot Grigio,2016,15.1875,86,1.0,Australia
2340,Pinot Gris,-1,23.0,88,2.0,France
2341,Pinot Gris,-1,23.0,88,2.0,US
2342,Pinot Gris,1852,17.5,86,1.0,US
2343,Pinot Gris,1996,25.0,86,3.0,US
2344,Pinot Gris,1998,9.0,84,0.0,US
2345,Pinot Gris,1999,12.5,85,0.0,US
2346,Pinot Gris,2000,16.8461538462,86,1.0,US
2347,Pinot Gris,2001,16.2222222222,86,1.0,US
2348,Pinot Gris,2002,18.0,87,1.0,US
2349,Pinot Gris,2004,22.25,87,2.0,France
2350,Pinot Gris,2005,36.4166666667,87,4.0,US
2351,Pinot Gris,2005,36.4166666667,87,4.0,France
2352,Pinot Gris,2006,18.4565217391,87,1.0,US
2353,Pinot Gris,2007,28.3606557377,87,3.0,US
2354,Pinot Gris,2007,28.3606557377,87,3.0,New Zealand
2355,Pinot Gris,2007,28.3606557377,87,3.0,France
2356,Pinot Gris,2008,21.2,87,2.0,US
2357,Pinot Gris,2009,22.46875,88,2.0,France
2358,Pinot Gris,2009,22.46875,88,2.0,US
2359,Pinot Gris,2009,22.46875,88,2.0,Australia
2360,Pinot Gris,2009,22.46875,88,2.0,New Zealand
2361,Pinot Gris,2010,22.2413793103,88,2.0,France
2362,Pinot Gris,2010,22.2413793103,88,2.0,US
2363,Pinot Gris,2010,22.2413793103,88,2.0,New Zealand
2364,Pinot Gris,2010,22.2413793103,88,2.0,Australia
2365,Pinot Gris,2011,20.4,88,2.0,France
2366,Pinot Gris,2011,20.4,88,2.0,US
2367,Pinot Gris,2011,20.4,88,2.0,New Zealand
2368,Pinot Gris,2012,25.021126760599998,88,3.0,France
2369,Pinot Gris,2012,25.021126760599998,88,3.0,US
2370,Pinot Gris,2013,24.8454545455,88,3.0,US
2371,Pinot Gris,2013,24.8454545455,88,3.0,New Zealand
2372,Pinot Gris,2013,24.8454545455,88,3.0,France
2373,Pinot Gris,2013,24.8454545455,88,3.0,Germany
2374,Pinot Gris,2013,24.8454545455,88,3.0,Slovenia
2375,Pinot Gris,2014,22.738461538499998,88,2.0,US
2376,Pinot Gris,2014,22.738461538499998,88,2.0,France
2377,Pinot Gris,2014,22.738461538499998,88,2.0,New Zealand
2378,Pinot Gris,2014,22.738461538499998,88,2.0,Australia
2379,Pinot Gris,2015,23.909090909099998,89,2.0,US
2380,Pinot Gris,2015,23.909090909099998,89,2.0,France
2381,Pinot Gris,2016,19.0963855422,88,1.0,US
2382,Pinot Gris,2016,19.0963855422,88,1.0,France
2383,Pinot Gris,2016,19.0963855422,88,1.0,New Zealand
2384,Pinot Meunier,-1,69.2,89,5.0,France
2385,Pinot Meunier,2000,29.0,89,3.0,US
2386,Pinot Meunier,2003,,93,,France
2387,Pinot Meunier,2005,35.0,84,4.0,US
2388,Pinot Meunier,2006,60.0,87,5.0,US
2389,Pinot Meunier,2007,27.0,84,3.0,US
2390,Pinot Meunier,2011,27.0,87,3.0,US
2391,Pinot Meunier,2014,38.0,88,4.0,US
2392,Pinot Meunier,2015,30.0,87,3.0,US
2393,Pinot Nero,-1,33.0,88,4.0,Italy
2394,Pinot Nero,2002,45.0,90,5.0,Italy
2395,Pinot Nero,2005,,93,,Italy
2396,Pinot Nero,2006,62.25,89,5.0,Italy
2397,Pinot Nero,2007,47.6,89,5.0,Italy
2398,Pinot Nero,2008,31.818181818200003,88,4.0,Italy
2399,Pinot Nero,2009,31.5,87,4.0,Italy
2400,Pinot Nero,2010,36.6153846154,88,4.0,Italy
2401,Pinot Nero,2011,42.9583333333,88,5.0,Italy
2402,Pinot Nero,2012,32.6666666667,88,4.0,Italy
2403,Pinot Nero,2013,28.2962962963,89,3.0,Italy
2404,Pinot Nero,2015,22.6666666667,89,2.0,Italy
2405,Pinot Noir,-1,33.3823529412,87,4.0,Spain
2406,Pinot Noir,-1,33.3823529412,87,4.0,France
2407,Pinot Noir,-1,33.3823529412,87,4.0,US
2408,Pinot Noir,-1,33.3823529412,87,4.0,Brazil
2409,Pinot Noir,1852,24.0,87,3.0,US
2410,Pinot Noir,1998,29.7669902913,88,3.0,US
2411,Pinot Noir,1999,35.4814814815,88,4.0,US
2412,Pinot Noir,1999,35.4814814815,88,4.0,New Zealand
2413,Pinot Noir,2000,42.258620689699995,87,5.0,US
2414,Pinot Noir,2000,42.258620689699995,87,5.0,Chile
2415,Pinot Noir,2000,42.258620689699995,87,5.0,New Zealand
2416,Pinot Noir,2001,27.393442623000002,86,3.0,US
2417,Pinot Noir,2002,64.0,88,5.0,US
2418,Pinot Noir,2004,55.91176470590001,87,5.0,US
2419,Pinot Noir,2004,55.91176470590001,87,5.0,Austria
2420,Pinot Noir,2005,59.295620438,89,5.0,US
2421,Pinot Noir,2005,59.295620438,89,5.0,France
2422,Pinot Noir,2005,59.295620438,89,5.0,Austria
2423,Pinot Noir,2006,48.7169459963,88,5.0,US
2424,Pinot Noir,2006,48.7169459963,88,5.0,Australia
2425,Pinot Noir,2006,48.7169459963,88,5.0,New Zealand
2426,Pinot Noir,2006,48.7169459963,88,5.0,France
2427,Pinot Noir,2006,48.7169459963,88,5.0,Austria
2428,Pinot Noir,2006,48.7169459963,88,5.0,Portugal
2429,Pinot Noir,2007,43.24849699399999,89,5.0,US
2430,Pinot Noir,2007,43.24849699399999,89,5.0,Austria
2431,Pinot Noir,2007,43.24849699399999,89,5.0,New Zealand
2432,Pinot Noir,2007,43.24849699399999,89,5.0,France
2433,Pinot Noir,2007,43.24849699399999,89,5.0,Australia
2434,Pinot Noir,2008,47.5142405063,88,5.0,Chile
2435,Pinot Noir,2008,47.5142405063,88,5.0,US
2436,Pinot Noir,2008,47.5142405063,88,5.0,France
2437,Pinot Noir,2008,47.5142405063,88,5.0,New Zealand
2438,Pinot Noir,2008,47.5142405063,88,5.0,Australia
2439,Pinot Noir,2008,47.5142405063,88,5.0,Argentina
2440,Pinot Noir,2008,47.5142405063,88,5.0,South Africa
2441,Pinot Noir,2009,47.467320261400005,88,5.0,US
2442,Pinot Noir,2009,47.467320261400005,88,5.0,Germany
2443,Pinot Noir,2009,47.467320261400005,88,5.0,Canada
2444,Pinot Noir,2009,47.467320261400005,88,5.0,France
2445,Pinot Noir,2009,47.467320261400005,88,5.0,Argentina
2446,Pinot Noir,2009,47.467320261400005,88,5.0,Chile
2447,Pinot Noir,2009,47.467320261400005,88,5.0,New Zealand
2448,Pinot Noir,2010,47.09443954100001,88,5.0,Chile
2449,Pinot Noir,2010,47.09443954100001,88,5.0,US
2450,Pinot Noir,2010,47.09443954100001,88,5.0,France
2451,Pinot Noir,2010,47.09443954100001,88,5.0,New Zealand
2452,Pinot Noir,2010,47.09443954100001,88,5.0,Spain
2453,Pinot Noir,2010,47.09443954100001,88,5.0,Germany
2454,Pinot Noir,2010,47.09443954100001,88,5.0,Australia
2455,Pinot Noir,2011,48.627041742299994,88,5.0,US
2456,Pinot Noir,2011,48.627041742299994,88,5.0,France
2457,Pinot Noir,2011,48.627041742299994,88,5.0,New Zealand
2458,Pinot Noir,2011,48.627041742299994,88,5.0,Chile
2459,Pinot Noir,2011,48.627041742299994,88,5.0,Spain
2460,Pinot Noir,2011,48.627041742299994,88,5.0,Slovenia
2461,Pinot Noir,2011,48.627041742299994,88,5.0,Portugal
2462,Pinot Noir,2011,48.627041742299994,88,5.0,Bulgaria
2463,Pinot Noir,2011,48.627041742299994,88,5.0,Australia
2464,Pinot Noir,2011,48.627041742299994,88,5.0,Austria
2465,Pinot Noir,2012,47.8388473853,89,5.0,US
2466,Pinot Noir,2012,47.8388473853,89,5.0,France
2467,Pinot Noir,2012,47.8388473853,89,5.0,South Africa
2468,Pinot Noir,2012,47.8388473853,89,5.0,New Zealand
2469,Pinot Noir,2012,47.8388473853,89,5.0,Switzerland
2470,Pinot Noir,2012,47.8388473853,89,5.0,Chile
2471,Pinot Noir,2012,47.8388473853,89,5.0,Germany
2472,Pinot Noir,2012,47.8388473853,89,5.0,Austria
2473,Pinot Noir,2012,47.8388473853,89,5.0,Australia
2474,Pinot Noir,2012,47.8388473853,89,5.0,Canada
2475,Pinot Noir,2013,47.111770524200004,90,5.0,US
2476,Pinot Noir,2013,47.111770524200004,90,5.0,France
2477,Pinot Noir,2013,47.111770524200004,90,5.0,New Zealand
2478,Pinot Noir,2013,47.111770524200004,90,5.0,Australia
2479,Pinot Noir,2013,47.111770524200004,90,5.0,Chile
2480,Pinot Noir,2013,47.111770524200004,90,5.0,Portugal
2481,Pinot Noir,2013,47.111770524200004,90,5.0,England
2482,Pinot Noir,2013,47.111770524200004,90,5.0,Austria
2483,Pinot Noir,2013,47.111770524200004,90,5.0,Canada
2484,Pinot Noir,2013,47.111770524200004,90,5.0,Germany
2485,Pinot Noir,2013,47.111770524200004,90,5.0,Bulgaria
2486,Pinot Noir,2014,52.4646194927,90,5.0,France
2487,Pinot Noir,2014,52.4646194927,90,5.0,US
2488,Pinot Noir,2014,52.4646194927,90,5.0,Austria
2489,Pinot Noir,2014,52.4646194927,90,5.0,New Zealand
2490,Pinot Noir,2014,52.4646194927,90,5.0,Canada
2491,Pinot Noir,2014,52.4646194927,90,5.0,Australia
2492,Pinot Noir,2014,52.4646194927,90,5.0,Bulgaria
2493,Pinot Noir,2014,52.4646194927,90,5.0,Germany
2494,Pinot Noir,2014,52.4646194927,90,5.0,Chile
2495,Pinot Noir,2015,42.6570545829,89,5.0,US
2496,Pinot Noir,2015,42.6570545829,89,5.0,South Africa
2497,Pinot Noir,2015,42.6570545829,89,5.0,New Zealand
2498,Pinot Noir,2015,42.6570545829,89,5.0,France
2499,Pinot Noir,2015,42.6570545829,89,5.0,Chile
2500,Pinot Noir,2015,42.6570545829,89,5.0,Australia
2501,Pinot Noir,2015,42.6570545829,89,5.0,Argentina
2502,Pinot Noir,2015,42.6570545829,89,5.0,Germany
2503,Pinot Noir,2016,20.8396226415,87,2.0,US
2504,Pinot Noir,2016,20.8396226415,87,2.0,France
2505,Pinot Noir,2016,20.8396226415,87,2.0,Chile
2506,Pinot Noir-Gamay,-1,22.0,85,2.0,France
2507,Pinot Noir-Gamay,2014,15.4285714286,85,1.0,France
2508,Pinot Noir-Gamay,2016,,84,,France
2509,Pinot Noir-Syrah,2012,12.0,83,0.0,Chile
2510,Pinot-Chardonnay,-1,23.0,90,2.0,US
2511,Pinot-Chardonnay,2011,40.0,89,4.0,US
2512,Pinot-Chardonnay,2015,28.0,90,3.0,US
2513,Pinotage,1996,16.0,83,1.0,South Africa
2514,Pinotage,1999,10.0,86,0.0,South Africa
2515,Pinotage,2000,20.0,82,2.0,US
2516,Pinotage,2005,20.1,86,2.0,South Africa
2517,Pinotage,2006,20.111111111099998,87,2.0,South Africa
2518,Pinotage,2007,23.7272727273,88,2.0,South Africa
2519,Pinotage,2007,23.7272727273,88,2.0,US
2520,Pinotage,2009,19.6153846154,86,1.0,South Africa
2521,Pinotage,2010,20.5294117647,87,2.0,South Africa
2522,Pinotage,2011,17.9333333333,86,1.0,South Africa
2523,Pinotage,2012,22.105263157899998,87,2.0,South Africa
2524,Pinotage,2013,70.6363636364,88,5.0,US
2525,Pinotage,2013,70.6363636364,88,5.0,South Africa
2526,Pinotage,2014,16.5,87,1.0,US
2527,Pinotage,2015,,92,,South Africa
2528,Pinotage-Merlot,2009,10.0,84,0.0,South Africa
2529,Piquepoul Blanc,2015,13.0,88,0.0,US
2530,Plavac Mali,2006,50.6666666667,90,5.0,Croatia
2531,Plavac Mali,2007,45.0,89,5.0,Croatia
2532,Plavac Mali,2010,23.5,87,2.0,Croatia
2533,Plyto,2010,20.0,87,2.0,Greece
2534,Plyto,2014,19.0,87,1.0,Greece
2535,Port,-1,44.3692307692,88,5.0,Portugal
2536,Port,-1,44.3692307692,88,5.0,Australia
2537,Port,-1,44.3692307692,88,5.0,US
2538,Port,1935,980.0,94,5.0,Portugal
2539,Port,1941,770.0,93,5.0,Portugal
2540,Port,1952,457.0,95,5.0,Portugal
2541,Port,1957,375.0,95,5.0,Portugal
2542,Port,1961,320.0,95,5.0,Portugal
2543,Port,1965,240.0,94,5.0,Portugal
2544,Port,1966,220.0,95,5.0,Portugal
2545,Port,1967,300.0,94,5.0,Portugal
2546,Port,1968,300.0,95,5.0,Portugal
2547,Port,1974,175.0,93,5.0,Portugal
2548,Port,1978,100.0,94,5.0,Portugal
2549,Port,1983,45.0,92,5.0,Portugal
2550,Port,1984,87.0,94,5.0,Portugal
2551,Port,1986,80.0,94,5.0,Portugal
2552,Port,1989,47.0,93,5.0,Portugal
2553,Port,1992,65.0,92,5.0,Portugal
2554,Port,1994,20.0,90,2.0,US
2555,Port,1995,22.0,83,2.0,US
2556,Port,1996,52.0,91,5.0,Portugal
2557,Port,1998,41.75,90,5.0,Portugal
2558,Port,1999,35.0,91,4.0,Portugal
2559,Port,2000,44.1666666667,90,5.0,Portugal
2560,Port,2002,30.0,85,3.0,Portugal
2561,Port,2003,42.6923076923,89,5.0,Portugal
2562,Port,2004,36.0,89,4.0,Portugal
2563,Port,2005,50.2352941176,89,5.0,Portugal
2564,Port,2006,46.0,88,5.0,US
2565,Port,2008,56.5909090909,89,5.0,Portugal
2566,Port,2009,48.0,90,5.0,Portugal
2567,Port,2010,45.9615384615,89,5.0,Portugal
2568,Port,2010,45.9615384615,89,5.0,US
2569,Port,2011,97.21875,92,5.0,Portugal
2570,Port,2012,44.473684210500004,90,5.0,Portugal
2571,Port,2013,59.0,90,5.0,Portugal
2572,Port,2013,59.0,90,5.0,US
2573,Port,2015,65.4230769231,91,5.0,Portugal
2574,Portuguese Red,1996,14.0,86,0.0,Portugal
2575,Portuguese Red,2000,49.0,87,5.0,Portugal
2576,Portuguese Red,2003,21.8571428571,88,2.0,Portugal
2577,Portuguese Red,2004,34.628571428600004,89,4.0,Portugal
2578,Portuguese Red,2005,24.843137254899997,88,3.0,Portugal
2579,Portuguese Red,2006,24.0277777778,88,3.0,Portugal
2580,Portuguese Red,2007,35.11842105260001,89,4.0,Portugal
2581,Portuguese Red,2008,30.395348837199997,89,4.0,Portugal
2582,Portuguese Red,2009,27.156462585,89,3.0,Portugal
2583,Portuguese Red,2010,24.335135135100003,88,3.0,Portugal
2584,Portuguese Red,2011,29.3712121212,89,3.0,Portugal
2585,Portuguese Red,2012,27.8541666667,89,3.0,Portugal
2586,Portuguese Red,2013,24.9848942598,88,3.0,Portugal
2587,Portuguese Red,2014,20.930555555599998,88,2.0,Portugal
2588,Portuguese Red,2015,15.2695652174,87,1.0,Portugal
2589,Portuguese Red,2016,13.1836734694,86,0.0,Portugal
2590,Portuguese Sparkling,-1,13.217391304300001,85,0.0,Portugal
2591,Portuguese Sparkling,1999,18.0,85,1.0,Portugal
2592,Portuguese Sparkling,2002,15.0,84,0.0,Portugal
2593,Portuguese Sparkling,2005,,85,,Portugal
2594,Portuguese Sparkling,2007,22.0,90,2.0,Portugal
2595,Portuguese Sparkling,2008,20.0,85,2.0,Portugal
2596,Portuguese Sparkling,2009,22.2,87,2.0,Portugal
2597,Portuguese Sparkling,2011,26.25,87,3.0,Portugal
2598,Portuguese Sparkling,2012,20.75,87,2.0,Portugal
2599,Portuguese Sparkling,2013,16.4,86,1.0,Portugal
2600,Portuguese Sparkling,2015,16.0,85,1.0,Portugal
2601,Portuguese White,-1,16.2857142857,85,1.0,Portugal
2602,Portuguese White,2006,12.5263157895,86,0.0,Portugal
2603,Portuguese White,2007,14.4666666667,86,0.0,Portugal
2604,Portuguese White,2008,14.9259259259,86,0.0,Portugal
2605,Portuguese White,2009,22.146341463400002,88,2.0,Portugal
2606,Portuguese White,2010,15.461538461500002,86,1.0,Portugal
2607,Portuguese White,2011,13.0638297872,86,0.0,Portugal
2608,Portuguese White,2012,15.672897196300001,87,1.0,Portugal
2609,Portuguese White,2013,16.6575342466,87,1.0,Portugal
2610,Portuguese White,2014,15.5454545455,86,1.0,Portugal
2611,Portuguese White,2015,14.5096153846,86,0.0,Portugal
2612,Portuguese White,2016,13.960264900699999,86,0.0,Portugal
2613,Portuguiser,2014,15.0,86,0.0,Serbia
2614,Posip,2008,24.0,88,3.0,Croatia
2615,Posip,2009,24.0,87,3.0,Croatia
2616,Posip,2010,28.0,89,3.0,Croatia
2617,Posip,2011,25.0,86,3.0,Croatia
2618,Posip,2012,23.5,88,2.0,Croatia
2619,Posip,2015,25.0,88,3.0,Croatia
2620,Poulsard,2011,25.0,85,3.0,France
2621,Poulsard,2012,28.0,88,3.0,France
2622,Poulsard,2016,25.0,89,3.0,France
2623,Premsal,2012,15.0,83,0.0,Spain
2624,Prieto Picudo,2004,32.0,86,4.0,Spain
2625,Prieto Picudo,2006,24.0,85,3.0,Spain
2626,Prieto Picudo,2007,54.3333333333,86,5.0,Spain
2627,Prieto Picudo,2009,37.0,83,4.0,Spain
2628,Primitivo,1998,5.0,83,0.0,Italy
2629,Primitivo,2003,30.0,86,3.0,Italy
2630,Primitivo,2005,17.4545454545,84,1.0,Italy
2631,Primitivo,2006,22.5333333333,85,2.0,Italy
2632,Primitivo,2006,22.5333333333,85,2.0,US
2633,Primitivo,2007,21.1818181818,87,2.0,Italy
2634,Primitivo,2009,24.526315789499996,86,3.0,Italy
2635,Primitivo,2010,24.0476190476,86,3.0,US
2636,Primitivo,2011,24.1666666667,87,3.0,Italy
2637,Primitivo,2012,26.7441860465,87,3.0,US
2638,Primitivo,2012,26.7441860465,87,3.0,Italy
2639,Primitivo,2013,26.3333333333,88,3.0,US
2640,Primitivo,2015,31.0,90,4.0,US
2641,Primitivo,2016,23.0,86,2.0,US
2642,Prosecco,-1,18.5089820359,86,1.0,Italy
2643,Prosecco,2005,37.0,87,4.0,Italy
2644,Prosecco,2006,24.714285714299997,88,3.0,Italy
2645,Prosecco,2007,21.785714285700003,86,2.0,Italy
2646,Prosecco,2008,23.3636363636,86,2.0,Italy
2647,Prosecco,2009,28.0,82,3.0,US
2648,Provence red blend,2010,30.4,92,4.0,France
2649,Provence red blend,2011,25.0,90,3.0,France
2650,Provence red blend,2013,30.7037037037,89,4.0,France
2651,Provence red blend,2015,26.375,90,3.0,France
2652,Provence white blend,2013,19.0,87,1.0,France
2653,Provence white blend,2014,24.3,88,3.0,France
2654,Provence white blend,2015,27.7,88,3.0,France
2655,Provence white blend,2016,22.3333333333,87,2.0,France
2656,Prugnolo Gentile,1995,210.0,100,5.0,Italy
2657,Prugnolo Gentile,1997,237.0,99,5.0,Italy
2658,Prugnolo Gentile,2001,75.0,92,5.0,Italy
2659,Prugnolo Gentile,2003,54.0,87,5.0,Italy
2660,Prugnolo Gentile,2004,40.0,88,4.0,Italy
2661,Prugnolo Gentile,2005,36.4444444444,87,4.0,Italy
2662,Prugnolo Gentile,2006,36.1666666667,89,4.0,Italy
2663,Prugnolo Gentile,2007,20.0,87,2.0,Italy
2664,Prugnolo Gentile,2008,25.75,87,3.0,Italy
2665,Prugnolo Gentile,2009,22.0,87,2.0,Italy
2666,Prugnolo Gentile,2011,13.0,85,0.0,Italy
2667,Prunelard,2015,23.0,91,2.0,France
2668,Pugnitello,2007,49.0,87,5.0,Italy
2669,Pugnitello,2008,49.0,89,5.0,Italy
