variety,year,price,points,priceq
Silvaner                  ,2012,53.125,89,5.0
Silvaner                  ,2013,24.8333333333,88,3.0
Silvaner                  ,2014,28.0,89,3.0
Silvaner                  ,2015,16.5,89,1.0
Silvaner-Traminer         ,2009,25.0,86,3.0
Siria                     ,2011,15.0,87,0.0
Siria                     ,2012,15.0,88,0.0
Siria                     ,2013,12.333333333299999,87,0.0
Siria                     ,2014,16.25,87,1.0
Siria                     ,2015,12.5,86,0.0
Sirica                    ,2013,23.0,93,2.0
Sirica                    ,2015,23.0,92,2.0
SousĂŁo                   ,2004,14.0,84,0.0
SousĂŁo                   ,2008,40.0,89,4.0
SousĂŁo                   ,2009,40.0,90,4.0
SousĂŁo                   ,2012,40.0,90,4.0
SousĂŁo                   ,2013,40.0,88,4.0
SousĂŁo                   ,2014,40.0,88,4.0
Souzao                    ,2010,24.0,87,3.0
Souzao                    ,2011,36.0,86,4.0
Sparkling Blend           ,-1,21.4013781223,87,2.0
Sparkling Blend           ,1872,22.0,85,2.0
Sparkling Blend           ,1882,12.5,85,0.0
Sparkling Blend           ,1887,13.0,83,0.0
Sparkling Blend           ,1904,40.0,91,4.0
Sparkling Blend           ,1919,13.0,88,0.0
Sparkling Blend           ,1995,,93,
Sparkling Blend           ,1996,122.5,93,5.0
Sparkling Blend           ,1997,104.4,93,5.0
Sparkling Blend           ,1998,68.3333333333,91,5.0
Sparkling Blend           ,1999,50.0,89,5.0
Sparkling Blend           ,2000,75.6666666667,93,5.0
Sparkling Blend           ,2001,57.75,92,5.0
Sparkling Blend           ,2002,50.4,90,5.0
Sparkling Blend           ,2003,68.3333333333,90,5.0
Sparkling Blend           ,2004,63.04,90,5.0
Sparkling Blend           ,2005,51.4634146341,89,5.0
Sparkling Blend           ,2006,48.88095238100001,89,5.0
Sparkling Blend           ,2007,42.5333333333,89,5.0
Sparkling Blend           ,2008,39.772151898699995,88,4.0
Sparkling Blend           ,2009,37.8105263158,88,4.0
Sparkling Blend           ,2010,39.4086021505,89,4.0
Sparkling Blend           ,2011,37.1121495327,89,4.0
Sparkling Blend           ,2012,37.2195121951,89,4.0
Sparkling Blend           ,2013,34.4693877551,89,4.0
Sparkling Blend           ,2014,32.679245283,89,4.0
Sparkling Blend           ,2015,25.88,88,3.0
Sparkling Blend           ,2016,26.8888888889,88,3.0
SpĂ¤tburgunder            ,2003,50.0,86,5.0
SpĂ¤tburgunder            ,2005,121.0,88,5.0
SpĂ¤tburgunder            ,2007,61.8,88,5.0
SpĂ¤tburgunder            ,2008,51.3333333333,85,5.0
SpĂ¤tburgunder            ,2009,87.07142857139999,88,5.0
SpĂ¤tburgunder            ,2010,77.3333333333,91,5.0
SpĂ¤tburgunder            ,2011,55.2666666667,90,5.0
SpĂ¤tburgunder            ,2012,41.1428571429,92,5.0
SpĂ¤tburgunder            ,2013,49.0,92,5.0
SpĂ¤tburgunder            ,2014,34.3333333333,88,4.0
SpĂ¤tburgunder            ,2015,33.0,91,4.0
St. Laurent               ,-1,,88,
St. Laurent               ,2005,40.6666666667,89,5.0
St. Laurent               ,2006,24.25,87,3.0
St. Laurent               ,2007,90.0,89,5.0
St. Laurent               ,2008,33.0,86,4.0
St. Laurent               ,2009,23.4,87,2.0
St. Laurent               ,2010,22.0,90,2.0
St. Laurent               ,2011,38.4615384615,89,4.0
St. Laurent               ,2012,48.5,91,5.0
St. Laurent               ,2013,28.1875,90,3.0
St. Laurent               ,2014,24.5,90,3.0
St. Laurent               ,2015,19.8571428571,90,2.0
St. Laurent               ,2016,14.0,91,0.0
St. Vincent               ,2010,24.0,85,3.0
Susumaniello              ,2004,50.0,92,5.0
Susumaniello              ,2007,,93,
Susumaniello              ,2010,34.0,89,4.0
Susumaniello              ,2011,18.0,88,1.0
Susumaniello              ,2013,18.0,87,1.0
Sylvaner                  ,2009,25.0,87,3.0
Sylvaner                  ,2010,24.4,87,3.0
Sylvaner                  ,2011,23.0,85,2.0
Sylvaner                  ,2012,22.5714285714,87,2.0
Sylvaner                  ,2013,24.0,89,3.0
Sylvaner                  ,2014,20.133333333299998,87,2.0
Sylvaner                  ,2015,22.4615384615,90,2.0
Symphony                  ,2006,9.0,82,0.0
Symphony                  ,2007,8.0,85,0.0
Symphony                  ,2011,38.0,84,4.0
Symphony                  ,2013,12.0,88,0.0
Syrah                     ,-1,28.8,86,3.0
Syrah                     ,1997,38.0,91,4.0
Syrah                     ,1998,25.5,88,3.0
Syrah                     ,1999,23.6666666667,88,2.0
Syrah                     ,2000,23.2,87,2.0
Syrah                     ,2001,16.0,85,1.0
Syrah                     ,2002,29.75,87,3.0
Syrah                     ,2003,63.6153846154,89,5.0
Syrah                     ,2004,37.0117647059,88,4.0
Syrah                     ,2005,37.502415458899996,88,4.0
Syrah                     ,2006,33.5283018868,87,4.0
Syrah                     ,2007,36.1086956522,88,4.0
Syrah                     ,2008,35.5866261398,88,4.0
Syrah                     ,2009,36.1654846336,89,4.0
Syrah                     ,2010,38.6943127962,88,4.0
Syrah                     ,2011,41.1480519481,89,5.0
Syrah                     ,2012,41.2142857143,89,5.0
Syrah                     ,2013,44.8073555166,90,5.0
Syrah                     ,2014,42.972972973000005,90,5.0
Syrah                     ,2015,34.1882352941,90,4.0
Syrah                     ,2016,22.2307692308,89,2.0
Syrah-Bonarda             ,2010,13.0,87,0.0
Syrah-Cabernet            ,1998,24.0,85,3.0
Syrah-Cabernet            ,1999,18.0,88,1.0
Syrah-Cabernet            ,2001,18.0,89,1.0
Syrah-Cabernet            ,2003,24.0,86,3.0
Syrah-Cabernet            ,2006,19.5,88,1.0
Syrah-Cabernet            ,2007,27.5,86,3.0
Syrah-Cabernet            ,2008,45.0,88,5.0
Syrah-Cabernet            ,2009,14.0,86,0.0
Syrah-Cabernet            ,2010,10.0,82,0.0
Syrah-Cabernet            ,2012,46.0,89,5.0
Syrah-Cabernet            ,2013,55.0,92,5.0
Syrah-Cabernet Franc      ,2008,69.0,88,5.0
Syrah-Cabernet Franc      ,2009,69.0,92,5.0
Syrah-Cabernet Franc      ,2012,60.0,91,5.0
Syrah-Cabernet Sauvignon  ,2008,40.3333333333,87,5.0
Syrah-Cabernet Sauvignon  ,2009,45.6,90,5.0
Syrah-Cabernet Sauvignon  ,2010,33.25,89,4.0
Syrah-Cabernet Sauvignon  ,2011,37.8,89,4.0
Syrah-Cabernet Sauvignon  ,2012,53.5,89,5.0
Syrah-Cabernet Sauvignon  ,2013,43.4,88,5.0
Syrah-Cabernet Sauvignon  ,2014,48.1666666667,90,5.0
Syrah-Cabernet Sauvignon  ,2015,65.0,90,5.0
Syrah-Carignan            ,2011,19.0,90,1.0
Syrah-Carignan            ,2012,26.5,90,3.0
Syrah-Carignan            ,2013,19.0,89,1.0
Syrah-Grenache            ,2007,20.5,86,2.0
Syrah-Grenache            ,2008,24.6,88,3.0
Syrah-Grenache            ,2009,53.6666666667,87,5.0
Syrah-Grenache            ,2010,23.1666666667,87,2.0
Syrah-Grenache            ,2011,28.5714285714,88,3.0
Syrah-Grenache            ,2012,34.0909090909,90,4.0
Syrah-Grenache            ,2013,32.6,90,4.0
Syrah-Grenache            ,2014,22.5714285714,88,2.0
Syrah-Grenache            ,2015,20.5,88,2.0
Syrah-Grenache-Viognier   ,2012,45.0,90,5.0
Syrah-Malbec              ,2005,14.0,89,0.0
Syrah-Merlot              ,2007,30.0,90,3.0
Syrah-Merlot              ,2013,33.0,88,4.0
Syrah-Merlot              ,2014,20.0,86,2.0
Syrah-MourvĂ¨dre          ,2007,45.0,91,5.0
Syrah-MourvĂ¨dre          ,2008,25.0,83,3.0
Syrah-MourvĂ¨dre          ,2009,21.8,88,2.0
Syrah-MourvĂ¨dre          ,2010,42.0,91,5.0
Syrah-MourvĂ¨dre          ,2012,26.0,91,3.0
Syrah-MourvĂ¨dre          ,2013,42.0,89,5.0
Syrah-MourvĂ¨dre          ,2014,32.2857142857,89,4.0
Syrah-Petit Verdot        ,2010,35.0,90,4.0
Syrah-Petit Verdot        ,2013,49.0,94,5.0
Syrah-Petite Sirah        ,2008,49.5,92,5.0
Syrah-Petite Sirah        ,2010,29.0,91,3.0
Syrah-Petite Sirah        ,2011,33.6,87,4.0
Syrah-Petite Sirah        ,2012,45.2,89,5.0
Syrah-Petite Sirah        ,2013,50.0,93,5.0
Syrah-Tempranillo         ,2007,45.0,90,5.0
Syrah-Tempranillo         ,2008,45.0,88,5.0
Syrah-Tempranillo         ,2009,45.0,91,5.0
Syrah-Tempranillo         ,2010,42.0,90,5.0
Syrah-Tempranillo         ,2011,45.0,92,5.0
Syrah-Tempranillo         ,2012,15.0,87,0.0
Syrah-Viognier            ,2005,36.0,90,4.0
Syrah-Viognier            ,2006,55.0,84,5.0
Syrah-Viognier            ,2008,20.0,89,2.0
Syrah-Viognier            ,2009,39.0,92,4.0
Syrah-Viognier            ,2010,54.714285714300004,90,5.0
Syrah-Viognier            ,2011,75.0,94,5.0
Syrah-Viognier            ,2012,72.0,91,5.0
Syrah-Viognier            ,2013,85.0,84,5.0
Syrah-Viognier            ,2016,14.0,86,0.0
SĂ¤mling                  ,2007,46.0,89,5.0
SĂ¤mling                  ,2010,,92,
SĂ¤mling                  ,2011,,94,
SĂ¤mling                  ,2013,25.0,88,3.0
SĂŠmillon                 ,1997,23.0,90,2.0
SĂŠmillon                 ,1998,9.0,81,0.0
SĂŠmillon                 ,2000,16.0,85,1.0
SĂŠmillon                 ,2005,31.75,91,4.0
SĂŠmillon                 ,2006,26.555555555599998,87,3.0
SĂŠmillon                 ,2007,30.125,91,4.0
SĂŠmillon                 ,2008,23.5,89,2.0
SĂŠmillon                 ,2009,26.0,87,3.0
SĂŠmillon                 ,2010,27.6666666667,87,3.0
SĂŠmillon                 ,2011,26.3333333333,88,3.0
SĂŠmillon                 ,2012,23.625,87,2.0
SĂŠmillon                 ,2013,23.263157894699997,88,2.0
SĂŠmillon                 ,2014,24.181818181799997,86,3.0
SĂŠmillon                 ,2015,22.444444444400002,88,2.0
SĂŠmillon                 ,2016,19.8,88,2.0
Tamianka                  ,2015,20.0,89,2.0
Tamjanika                 ,2013,18.0,88,1.0
Tannat                    ,1996,115.0,88,5.0
Tannat                    ,1999,115.0,96,5.0
Tannat                    ,2002,35.0,89,4.0
Tannat                    ,2003,30.0,93,3.0
Tannat                    ,2004,29.0,90,3.0
Tannat                    ,2005,23.0,88,2.0
Tannat                    ,2006,73.3333333333,92,5.0
Tannat                    ,2007,26.3846153846,89,3.0
Tannat                    ,2008,40.875,88,5.0
Tannat                    ,2009,29.1875,89,3.0
Tannat                    ,2010,41.0,88,5.0
Tannat                    ,2011,43.1428571429,87,5.0
Tannat                    ,2012,31.4210526316,89,4.0
Tannat                    ,2013,29.5185185185,88,3.0
Tannat                    ,2014,25.7333333333,88,3.0
Tannat                    ,2015,27.64,87,3.0
Tannat                    ,2016,23.0,86,2.0
Tannat-Cabernet           ,2005,13.0,91,0.0
Tannat-Cabernet           ,2007,16.5,89,1.0
Tannat-Cabernet           ,2008,11.0,87,0.0
Tannat-Cabernet           ,2009,40.0,92,4.0
Tannat-Cabernet           ,2010,19.3333333333,91,1.0
Tannat-Cabernet           ,2011,30.0,93,3.0
Tannat-Cabernet           ,2012,18.375,90,1.0
Tannat-Cabernet           ,2013,19.8,90,2.0
Tannat-Cabernet           ,2014,15.0,91,0.0
Tannat-Cabernet           ,2015,65.0,93,5.0
Tannat-Cabernet Franc     ,-1,22.0,91,2.0
Tannat-Cabernet Franc     ,2006,14.0,92,0.0
Tannat-Cabernet Franc     ,2007,35.0,94,4.0
Tannat-Cabernet Franc     ,2008,25.0,90,3.0
Tannat-Cabernet Franc     ,2010,27.3333333333,92,3.0
Tannat-Cabernet Franc     ,2011,21.2,90,2.0
Tannat-Cabernet Franc     ,2013,16.0,89,1.0
Tannat-Cabernet Franc     ,2014,14.0,90,0.0
Tannat-Cabernet Franc     ,2015,14.0,90,0.0
Tannat-Merlot             ,2005,,94,
Tannat-Merlot             ,2006,25.0,93,3.0
Tannat-Merlot             ,2009,23.0,85,2.0
Tannat-Merlot             ,2010,23.0,87,2.0
Tannat-Merlot             ,2011,29.0,88,3.0
Tannat-Merlot             ,2012,14.5,86,0.0
Tannat-Merlot             ,2013,12.0,86,0.0
Tannat-Merlot             ,2014,10.0,87,0.0
Tannat-Merlot             ,2015,13.0,85,0.0
Tannat-Syrah              ,2012,10.0,86,0.0
Tannat-Syrah              ,2013,28.0,88,3.0
Tannat-Syrah              ,2015,10.0,88,0.0
Tannat-Syrah              ,2016,10.0,86,0.0
Tempranillo               ,-1,10.75,84,0.0
Tempranillo               ,1898,12.0,88,0.0
Tempranillo               ,1994,29.0,87,3.0
Tempranillo               ,1996,16.5,85,1.0
Tempranillo               ,1997,30.0,86,3.0
Tempranillo               ,1998,20.3,86,2.0
Tempranillo               ,1999,22.8888888889,87,2.0
Tempranillo               ,2000,93.25,86,5.0
Tempranillo               ,2001,50.1,88,5.0
Tempranillo               ,2002,34.625,86,4.0
Tempranillo               ,2003,28.0,86,3.0
Tempranillo               ,2004,30.5396825397,87,4.0
Tempranillo               ,2005,39.223404255300004,87,4.0
Tempranillo               ,2006,26.8333333333,87,3.0
Tempranillo               ,2007,27.0619469027,86,3.0
Tempranillo               ,2008,27.775,86,3.0
Tempranillo               ,2009,31.7931034483,87,4.0
Tempranillo               ,2010,29.5056179775,87,3.0
Tempranillo               ,2011,37.5757575758,88,4.0
Tempranillo               ,2012,36.7285714286,88,4.0
Tempranillo               ,2013,29.143712574899997,87,3.0
Tempranillo               ,2014,25.373015873000003,87,3.0
Tempranillo               ,2015,14.6530612245,85,0.0
Tempranillo               ,2016,14.666666666700001,84,0.0
Tempranillo Blanco        ,2009,40.0,84,4.0
Tempranillo Blanco        ,2010,40.0,83,4.0
Tempranillo Blanco        ,2011,32.0,82,4.0
Tempranillo Blanco        ,2012,24.0,85,3.0
Tempranillo Blanco        ,2013,26.0,84,3.0
Tempranillo Blanco        ,2014,18.0,85,1.0
Tempranillo Blend         ,-1,29.0,85,3.0
Tempranillo Blend         ,1978,225.0,83,5.0
Tempranillo Blend         ,1994,12.0,84,0.0
Tempranillo Blend         ,1995,60.0,92,5.0
Tempranillo Blend         ,1996,24.5,88,3.0
Tempranillo Blend         ,1998,45.0,89,5.0
Tempranillo Blend         ,1999,16.3333333333,85,1.0
Tempranillo Blend         ,2000,33.5,87,4.0
Tempranillo Blend         ,2001,39.0,88,4.0
Tempranillo Blend         ,2002,35.6,87,4.0
Tempranillo Blend         ,2003,69.6,88,5.0
Tempranillo Blend         ,2004,42.6181818182,88,5.0
Tempranillo Blend         ,2005,42.6785714286,88,5.0
Tempranillo Blend         ,2006,27.7090909091,88,3.0
Tempranillo Blend         ,2007,30.0212765957,87,4.0
Tempranillo Blend         ,2008,36.52,87,4.0
Tempranillo Blend         ,2009,39.72,89,4.0
Tempranillo Blend         ,2010,41.9726027397,89,5.0
Tempranillo Blend         ,2011,40.1458333333,89,5.0
Tempranillo Blend         ,2012,21.622222222199998,88,2.0
Tempranillo Blend         ,2013,17.48,86,1.0
Tempranillo Blend         ,2014,17.565217391300003,85,1.0
Tempranillo Blend         ,2015,14.0,84,0.0
Tempranillo-Cabernet Sauvi,-1,600.0,92,5.0
Tempranillo-Cabernet Sauvi,1898,25.0,89,3.0
Tempranillo-Cabernet Sauvi,2003,29.0,85,3.0
Tempranillo-Cabernet Sauvi,2005,13.0,87,0.0
Tempranillo-Cabernet Sauvi,2006,10.75,85,0.0
Tempranillo-Cabernet Sauvi,2007,14.0,84,0.0
Tempranillo-Cabernet Sauvi,2008,207.0,87,5.0
Tempranillo-Cabernet Sauvi,2009,37.3333333333,87,4.0
Tempranillo-Cabernet Sauvi,2010,26.5,86,3.0
Tempranillo-Cabernet Sauvi,2011,10.3333333333,85,0.0
Tempranillo-Cabernet Sauvi,2012,26.75,89,3.0
Tempranillo-Cabernet Sauvi,2013,15.5,85,1.0
Tempranillo-Cabernet Sauvi,2014,35.75,88,4.0
Tempranillo-Cabernet Sauvi,2015,10.6666666667,84,0.0
Tempranillo-Cabernet Sauvi,2016,11.0,87,0.0
Tempranillo-Garnacha      ,2006,12.0,85,0.0
Tempranillo-Garnacha      ,2007,10.0,86,0.0
Tempranillo-Garnacha      ,2008,11.5714285714,84,0.0
Tempranillo-Garnacha      ,2009,11.0,84,0.0
Tempranillo-Garnacha      ,2010,11.0,85,0.0
Tempranillo-Garnacha      ,2011,12.2,85,0.0
Tempranillo-Garnacha      ,2012,17.0,87,1.0
Tempranillo-Garnacha      ,2013,17.3333333333,87,1.0
Tempranillo-Garnacha      ,2014,11.0,86,0.0
Tempranillo-Malbec        ,2006,,91,
Tempranillo-Merlot        ,-1,6.0,84,0.0
Tempranillo-Merlot        ,2003,17.0,80,1.0
Tempranillo-Merlot        ,2006,20.0,85,2.0
Tempranillo-Merlot        ,2008,40.0,92,4.0
Tempranillo-Merlot        ,2010,19.0,84,1.0
Tempranillo-Merlot        ,2011,15.0,87,0.0
Tempranillo-Shiraz        ,2006,10.0,83,0.0
Tempranillo-Shiraz        ,2009,16.4,85,1.0
Tempranillo-Shiraz        ,2014,12.0,87,0.0
Tempranillo-Syrah         ,2012,23.0,91,2.0
Tempranillo-Syrah         ,2016,12.0,82,0.0
Tempranillo-Tannat        ,2011,20.0,88,2.0
Teran                     ,2008,31.5,85,4.0
Teran                     ,2009,20.0,88,2.0
Teran                     ,2011,22.0,89,2.0
Teran                     ,2013,33.0,91,4.0
Teroldego                 ,2004,25.0,87,3.0
Teroldego                 ,2005,24.5,88,3.0
Teroldego                 ,2006,30.0,85,3.0
Teroldego                 ,2007,30.0,90,3.0
Teroldego                 ,2008,24.0,85,3.0
Teroldego                 ,2010,32.0,89,4.0
Teroldego                 ,2011,61.3333333333,90,5.0
Teroldego                 ,2012,33.125,89,4.0
Teroldego                 ,2013,33.6666666667,91,4.0
Teroldego                 ,2014,23.5,90,2.0
Teroldego                 ,2015,18.0,90,1.0
Teroldego Rotaliano       ,2011,15.0,86,0.0
Terrantez                 ,1980,236.0,95,5.0
Thrapsathiri              ,2015,25.0,88,3.0
Timorasso                 ,2010,38.0,90,4.0
Timorasso                 ,2011,60.0,91,5.0
Timorasso                 ,2013,36.6666666667,90,4.0
Tinta Amarela             ,2013,30.0,90,3.0
Tinta Barroca             ,2010,20.0,87,2.0
Tinta Barroca             ,2012,53.0,89,5.0
Tinta Barroca             ,2013,20.0,87,2.0
Tinta Barroca             ,2015,13.0,86,0.0
Tinta Cao                 ,2012,14.0,90,0.0
Tinta de Toro             ,1999,7.0,81,0.0
Tinta de Toro             ,2003,23.0,90,2.0
Tinta de Toro             ,2004,46.9,91,5.0
Tinta de Toro             ,2005,24.2727272727,88,3.0
Tinta de Toro             ,2006,32.0,87,4.0
Tinta de Toro             ,2007,63.1,88,5.0
Tinta de Toro             ,2008,69.7333333333,88,5.0
Tinta de Toro             ,2009,56.6,90,5.0
Tinta de Toro             ,2010,34.5,90,4.0
Tinta de Toro             ,2011,54.55,90,5.0
Tinta de Toro             ,2012,40.2631578947,89,5.0
Tinta de Toro             ,2013,37.4285714286,87,4.0
Tinta de Toro             ,2014,29.6,90,3.0
Tinta de Toro             ,2015,18.0,86,1.0
Tinta del Pais            ,2010,45.0,94,5.0
Tinta del Pais            ,2014,50.0,96,5.0
Tinta del Toro            ,2010,35.0,91,4.0
Tinta del Toro            ,2013,24.0,88,3.0
Tinta del Toro            ,2015,11.0,80,0.0
Tinta Fina                ,2005,36.0,90,4.0
Tinta Fina                ,2006,27.0,87,3.0
Tinta Fina                ,2008,27.0,86,3.0
Tinta Fina                ,2009,40.0,90,4.0
Tinta Fina                ,2010,29.3333333333,87,3.0
Tinta Fina                ,2011,33.0,89,4.0
Tinta Fina                ,2012,25.0,89,3.0
Tinta Francisca           ,2011,60.0,89,5.0
Tinta Francisca           ,2012,30.0,91,3.0
Tinta Francisca           ,2013,60.0,91,5.0
Tinta Madeira             ,2013,45.0,89,5.0
Tinta MiĂşda              ,2013,28.0,89,3.0
Tinta MiĂşda              ,2015,14.0,87,0.0
Tinta Negra Mole          ,1995,112.0,92,5.0
Tinta Roriz               ,2004,19.0,88,1.0
Tinta Roriz               ,2006,17.0,90,1.0
Tinta Roriz               ,2008,10.0,84,0.0
Tinta Roriz               ,2009,38.5,88,4.0
Tinta Roriz               ,2010,32.0,90,4.0
Tinta Roriz               ,2012,24.5,85,3.0
Tinta Roriz               ,2013,75.0,94,5.0
Tinta Roriz               ,2015,15.0,87,0.0
Tintilia                  ,2006,25.0,87,3.0
Tinto del Pais            ,1999,18.0,83,1.0
Tinto del Pais            ,2000,13.0,84,0.0
Tinto del Pais            ,2002,29.0,80,3.0
Tinto del Pais            ,2003,25.0,90,3.0
Tinto del Pais            ,2006,88.0,91,5.0
Tinto del Pais            ,2008,52.0,89,5.0
Tinto del Pais            ,2009,14.0,86,0.0
Tinto del Pais            ,2010,22.0,88,2.0
Tinto del Pais            ,2011,16.6666666667,88,1.0
Tinto del Pais            ,2012,15.0,84,0.0
Tinto Fino                ,2005,30.6,88,4.0
Tinto Fino                ,2006,71.2,88,5.0
Tinto Fino                ,2007,72.6666666667,89,5.0
Tinto Fino                ,2008,92.0,90,5.0
Tinto Fino                ,2009,80.9333333333,89,5.0
Tinto Fino                ,2010,97.8421052632,92,5.0
Tinto Fino                ,2011,58.4666666667,91,5.0
Tinto Fino                ,2012,38.8181818182,90,4.0
Tinto Fino                ,2013,42.0,86,5.0
Tinto Fino                ,2014,24.4,87,3.0
Tinto Fino                ,2015,23.25,88,2.0
Tinto Velasco             ,2015,9.0,85,0.0
Tocai                     ,1999,,91,
Tocai                     ,2001,20.75,88,2.0
Tocai                     ,2002,20.6666666667,89,2.0
Tocai                     ,2010,33.0,87,4.0
Tocai                     ,2016,14.0,85,0.0
Tocai Friulano            ,2004,30.5,86,4.0
Tocai Friulano            ,2005,75.0,88,5.0
Tocai Friulano            ,2006,26.3333333333,86,3.0
Tocai Friulano            ,2008,16.0,85,1.0
Tocai Friulano            ,2010,15.0,85,0.0
Tocai Friulano            ,2011,20.0,90,2.0
Tocai Friulano            ,2012,20.5,85,2.0
Tocai Friulano            ,2013,21.0,90,2.0
Tocai Friulano            ,2014,21.0,87,2.0
Tocai Friulano            ,2015,20.0,90,2.0
Tocai Friulano            ,2016,21.6666666667,87,2.0
Tokaji                    ,1996,65.5,90,5.0
Tokaji                    ,1999,110.6666666667,92,5.0
Tokaji                    ,2000,62.6666666667,91,5.0
Tokaji                    ,2002,20.0,90,2.0
Tokaji                    ,2003,39.0,89,4.0
Tokaji                    ,2006,40.0,91,4.0
Tokaji                    ,2007,88.2,92,5.0
Tokaji                    ,2008,34.5,90,4.0
Tokaji                    ,2009,25.0,91,3.0
Tokaji                    ,2010,21.0,90,2.0
Tokaji                    ,2011,14.0,87,0.0
Tokay                     ,-1,47.0,90,5.0
Tokay Pinot Gris          ,1996,30.0,89,3.0
Torbato                   ,2014,20.0,91,2.0
Torontel                  ,2009,40.0,92,4.0
TorrontĂŠs                ,-1,18.0,83,1.0
TorrontĂŠs                ,2006,12.4285714286,83,0.0
TorrontĂŠs                ,2007,12.043478260899999,85,0.0
TorrontĂŠs                ,2008,11.7272727273,84,0.0
TorrontĂŠs                ,2009,12.5625,85,0.0
TorrontĂŠs                ,2010,13.2068965517,85,0.0
TorrontĂŠs                ,2011,13.2647058824,85,0.0
TorrontĂŠs                ,2012,13.590909090899999,85,0.0
TorrontĂŠs                ,2013,13.7333333333,84,0.0
TorrontĂŠs                ,2014,17.3846153846,87,1.0
TorrontĂŠs                ,2015,15.0769230769,85,1.0
TorrontĂŠs                ,2016,14.0,87,0.0
TorrontĂŠs                ,2017,10.0,85,0.0
Touriga                   ,2010,45.0,88,5.0
Touriga                   ,2013,46.0,90,5.0
Touriga Franca            ,2004,14.5,88,0.0
Touriga Franca            ,2009,45.0,91,5.0
Touriga Franca            ,2012,15.0,87,0.0
Touriga Franca            ,2013,40.0,88,4.0
Touriga Franca            ,2014,20.0,90,2.0
Touriga Nacional          ,-1,29.3333333333,87,3.0
Touriga Nacional          ,1997,34.0,85,4.0
Touriga Nacional          ,1999,13.0,88,0.0
Touriga Nacional          ,2003,14.0,89,0.0
Touriga Nacional          ,2004,20.6666666667,87,2.0
Touriga Nacional          ,2005,27.0,90,3.0
Touriga Nacional          ,2006,39.3333333333,88,4.0
Touriga Nacional          ,2007,18.0,89,1.0
Touriga Nacional          ,2008,35.0833333333,87,4.0
Touriga Nacional          ,2009,23.0,89,2.0
Touriga Nacional          ,2010,24.5,88,3.0
Touriga Nacional          ,2011,30.409090909099998,89,4.0
Touriga Nacional          ,2012,30.0,89,3.0
Touriga Nacional          ,2013,30.1538461538,88,4.0
Touriga Nacional          ,2014,35.0952380952,89,4.0
Touriga Nacional          ,2015,24.4666666667,88,3.0
Touriga Nacional Blend    ,2005,,90,
Touriga Nacional Blend    ,2006,25.5,88,3.0
Touriga Nacional Blend    ,2007,144.0,90,5.0
Touriga Nacional Blend    ,2008,12.5,90,0.0
Touriga Nacional Blend    ,2009,21.5,88,2.0
Touriga Nacional Blend    ,2010,20.6666666667,89,2.0
Touriga Nacional Blend    ,2011,15.0,90,0.0
Touriga Nacional Blend    ,2012,13.0,88,0.0
Touriga Nacional Blend    ,2013,15.0,89,0.0
Touriga Nacional Blend    ,2014,30.0,91,3.0
Touriga Nacional-Cabernet ,2003,12.0,89,0.0
Touriga Nacional-Cabernet ,2005,14.0,92,0.0
Touriga Nacional-Cabernet ,2008,13.0,91,0.0
Touriga Nacional-Cabernet ,2009,15.0,90,0.0
Touriga Nacional-Cabernet ,2010,12.333333333299999,86,0.0
Touriga Nacional-Cabernet ,2011,17.6666666667,87,1.0
Touriga Nacional-Cabernet ,2012,11.0,88,0.0
Touriga Nacional-Cabernet ,2013,8.3333333333,87,0.0
Touriga Nacional-Cabernet ,2014,17.4,87,1.0
Touriga Nacional-Cabernet ,2015,12.0,88,0.0
Trajadura                 ,2001,7.0,86,0.0
Traminer                  ,2000,28.0,86,3.0
Traminer                  ,2001,18.0,90,1.0
Traminer                  ,2006,34.5,87,4.0
Traminer                  ,2007,15.4,85,1.0
Traminer                  ,2008,21.1666666667,86,2.0
Traminer                  ,2009,10.0,83,0.0
Traminer                  ,2010,100.0,92,5.0
Traminer                  ,2011,28.0,87,3.0
Traminer                  ,2012,30.3333333333,90,4.0
Traminer                  ,2013,24.5,89,3.0
Traminer                  ,2014,11.0,88,0.0
Traminer                  ,2015,10.0,88,0.0
Traminer                  ,2016,12.0,89,0.0
Traminette                ,-1,15.0,81,0.0
Traminette                ,2010,16.0,86,1.0
Traminette                ,2011,14.0,83,0.0
Traminette                ,2013,15.4,84,1.0
Traminette                ,2014,15.0,89,0.0
Trebbiano                 ,-1,50.0,91,5.0
Trebbiano                 ,2003,,87,
Trebbiano                 ,2004,50.0,93,5.0
Trebbiano                 ,2006,22.714285714299997,86,2.0
Trebbiano                 ,2007,29.8,87,3.0
Trebbiano                 ,2008,37.5,89,4.0
Trebbiano                 ,2009,15.0,85,0.0
Trebbiano                 ,2010,30.0,85,3.0
Trebbiano                 ,2011,16.3333333333,86,1.0
Trebbiano                 ,2012,23.0,88,2.0
Trebbiano                 ,2013,25.0,88,3.0
Trebbiano                 ,2014,16.875,85,1.0
Trebbiano di Lugana       ,2007,35.0,88,4.0
Trebbiano di Lugana       ,2009,35.0,88,4.0
Trebbiano di Lugana       ,2010,18.0,87,1.0
Trebbiano Spoletino       ,2011,30.0,87,3.0
Trebbiano Spoletino       ,2012,21.0,88,2.0
Trebbiano Spoletino       ,2013,20.0,87,2.0
Trebbiano Spoletino       ,2015,20.0,88,2.0
Treixadura                ,2013,15.0,88,0.0
