variety,year,price,points,priceq
Durella                   ,2010,42.0,90,5.0
Durella                   ,2011,21.0,90,2.0
Durella                   ,2012,25.0,88,3.0
Durif                     ,1993,30.0,84,3.0
Durif                     ,2004,35.0,88,4.0
Edelzwicker               ,2012,16.0,86,1.0
Edelzwicker               ,2014,16.0,89,1.0
Edelzwicker               ,2015,23.5,90,2.0
EkigaĂŻna                 ,2014,,85,
Elbling                   ,2013,16.0,86,1.0
Elbling                   ,2014,16.0,88,1.0
Emir                      ,2013,15.0,88,0.0
Emir                      ,2014,15.0,87,0.0
Emir                      ,2015,19.0,85,1.0
Encruzado                 ,2009,15.0,90,0.0
Encruzado                 ,2010,,86,
Encruzado                 ,2011,16.0,91,1.0
Encruzado                 ,2012,35.0,90,4.0
Encruzado                 ,2013,25.3333333333,91,3.0
Encruzado                 ,2014,30.3333333333,89,4.0
Encruzado                 ,2015,18.428571428599998,88,1.0
Encruzado                 ,2016,16.0,88,1.0
Erbaluce                  ,2009,35.0,88,4.0
Erbaluce                  ,2015,16.0,88,1.0
Espadeiro                 ,2011,,84,
Falanghina                ,-1,31.4,88,4.0
Falanghina                ,2005,18.0,86,1.0
Falanghina                ,2006,24.75,87,3.0
Falanghina                ,2007,18.7777777778,85,1.0
Falanghina                ,2008,25.0,88,3.0
Falanghina                ,2009,21.2222222222,86,2.0
Falanghina                ,2010,15.0,87,0.0
Falanghina                ,2011,19.1428571429,87,1.0
Falanghina                ,2012,23.1666666667,88,2.0
Falanghina                ,2013,22.6666666667,87,2.0
Falanghina                ,2014,17.5,87,1.0
Falanghina                ,2015,18.888888888900002,88,1.0
Falanghina                ,2016,17.0,88,1.0
Favorita                  ,2014,40.0,90,4.0
Fer Servadou              ,2015,16.5,87,1.0
FernĂŁo Pires             ,-1,16.5,86,1.0
FernĂŁo Pires             ,2006,12.0,88,0.0
FernĂŁo Pires             ,2007,10.0,84,0.0
FernĂŁo Pires             ,2008,11.0,87,0.0
FernĂŁo Pires             ,2009,22.0,87,2.0
FernĂŁo Pires             ,2010,35.5,87,4.0
FernĂŁo Pires             ,2011,27.5,91,3.0
FernĂŁo Pires             ,2012,,90,
FernĂŁo Pires             ,2013,38.0,86,4.0
FernĂŁo Pires             ,2014,13.5,87,0.0
FernĂŁo Pires             ,2015,30.0,88,3.0
FernĂŁo Pires             ,2016,20.3333333333,85,2.0
Feteasca                  ,2013,17.5,87,1.0
Feteasca Neagra           ,2009,11.0,86,0.0
Feteasca Neagra           ,2010,17.6666666667,88,1.0
Feteasca Neagra           ,2011,11.0,87,0.0
Feteasca Neagra           ,2012,20.0,88,2.0
Feteasca Neagra           ,2013,12.0,88,0.0
FeteascÇ RegalÇ         ,2010,7.0,87,0.0
FeteascÇ RegalÇ         ,2011,11.5,87,0.0
FeteascÇ RegalÇ         ,2014,11.0,87,0.0
FeteascÇ RegalÇ         ,2016,9.0,85,0.0
Fiano                     ,-1,20.0,82,2.0
Fiano                     ,1860,30.8571428571,88,4.0
Fiano                     ,2003,56.0,89,5.0
Fiano                     ,2005,26.0,88,3.0
Fiano                     ,2006,26.3333333333,88,3.0
Fiano                     ,2007,26.9230769231,86,3.0
Fiano                     ,2008,32.5,88,4.0
Fiano                     ,2009,23.6,87,2.0
Fiano                     ,2010,24.714285714299997,86,3.0
Fiano                     ,2011,27.5384615385,87,3.0
Fiano                     ,2012,26.655172413800003,88,3.0
Fiano                     ,2013,27.9230769231,89,3.0
Fiano                     ,2014,42.1428571429,89,5.0
Fiano                     ,2015,23.1666666667,88,2.0
Fiano                     ,2016,21.6666666667,87,2.0
Folle Blanche             ,2015,16.0,85,1.0
ForcallĂ                  ,2013,27.0,83,3.0
Francisa                  ,2011,160.0,91,5.0
Franconia                 ,2007,16.0,86,1.0
Frankovka                 ,2012,24.0,88,3.0
Frappato                  ,-1,16.3333333333,86,1.0
Frappato                  ,2006,20.0,85,2.0
Frappato                  ,2007,23.0,86,2.0
Frappato                  ,2008,22.0,85,2.0
Frappato                  ,2009,22.3333333333,85,2.0
Frappato                  ,2010,28.0,88,3.0
Frappato                  ,2011,18.0,87,1.0
Frappato                  ,2012,25.0,88,3.0
Frappato                  ,2013,24.8888888889,87,3.0
Frappato                  ,2014,19.8,89,2.0
Frappato                  ,2015,21.0,90,2.0
Frappato                  ,2016,24.0,90,3.0
Freisa                    ,2010,20.0,86,2.0
Freisa                    ,2011,22.0,87,2.0
Friulano                  ,2006,24.0,87,3.0
Friulano                  ,2007,21.3,86,2.0
Friulano                  ,2008,57.6666666667,88,5.0
Friulano                  ,2009,22.6666666667,87,2.0
Friulano                  ,2010,23.2,87,2.0
Friulano                  ,2011,24.3333333333,88,3.0
Friulano                  ,2012,24.375,89,3.0
Friulano                  ,2013,22.4583333333,88,2.0
Friulano                  ,2014,22.0769230769,87,2.0
Friulano                  ,2015,23.529411764699997,89,2.0
FrĂźburgunder             ,2013,40.0,90,4.0
FumĂŠ Blanc               ,1998,23.0,88,2.0
FumĂŠ Blanc               ,1999,15.666666666700001,86,1.0
FumĂŠ Blanc               ,2000,17.5,86,1.0
FumĂŠ Blanc               ,2001,12.6,85,0.0
FumĂŠ Blanc               ,2002,15.0,85,0.0
FumĂŠ Blanc               ,2006,20.4,86,2.0
FumĂŠ Blanc               ,2007,15.0,87,0.0
FumĂŠ Blanc               ,2008,18.6666666667,89,1.0
FumĂŠ Blanc               ,2009,37.25,90,4.0
FumĂŠ Blanc               ,2010,35.0,89,4.0
FumĂŠ Blanc               ,2011,23.5,89,2.0
FumĂŠ Blanc               ,2012,26.5,86,3.0
FumĂŠ Blanc               ,2013,28.285714285700003,88,3.0
FumĂŠ Blanc               ,2014,23.0,88,2.0
FumĂŠ Blanc               ,2015,22.3333333333,90,2.0
FumĂŠ Blanc               ,2016,14.666666666700001,87,0.0
Furmint                   ,2001,25.0,84,3.0
Furmint                   ,2003,764.0,94,5.0
Furmint                   ,2005,320.0,96,5.0
Furmint                   ,2006,45.0,88,5.0
Furmint                   ,2007,46.0,92,5.0
Furmint                   ,2009,20.0,83,2.0
Furmint                   ,2010,20.0,88,2.0
Furmint                   ,2011,26.3333333333,90,3.0
Furmint                   ,2012,32.0,90,4.0
Furmint                   ,2013,23.4,89,2.0
Furmint                   ,2014,21.3333333333,90,2.0
Furmint                   ,2015,24.25,89,3.0
Furmint                   ,2016,15.0,90,0.0
G-S-M                     ,2005,32.5,88,4.0
G-S-M                     ,2006,31.6666666667,86,4.0
G-S-M                     ,2007,27.8,87,3.0
G-S-M                     ,2008,41.0,88,5.0
G-S-M                     ,2009,30.1875,87,4.0
G-S-M                     ,2010,37.0,87,4.0
G-S-M                     ,2011,32.64,89,4.0
G-S-M                     ,2012,37.1290322581,90,4.0
G-S-M                     ,2013,34.5161290323,89,4.0
G-S-M                     ,2014,36.9565217391,88,4.0
G-S-M                     ,2015,34.2857142857,88,4.0
G-S-M                     ,2016,13.0,87,0.0
Gaglioppo                 ,1845,37.3333333333,86,4.0
Gaglioppo                 ,2006,18.0,87,1.0
Gaglioppo                 ,2007,14.0,86,0.0
Gaglioppo                 ,2009,,87,
Gaglioppo                 ,2011,20.0,91,2.0
Gaglioppo                 ,2012,25.0,82,3.0
Gaglioppo                 ,2013,14.0,86,0.0
Gaglioppo                 ,2014,19.0,87,1.0
Gamay                     ,-1,22.75,86,2.0
Gamay                     ,2000,,82,
Gamay                     ,2005,24.0,89,3.0
Gamay                     ,2006,23.2222222222,89,2.0
Gamay                     ,2007,20.0,87,2.0
Gamay                     ,2008,14.7142857143,86,0.0
Gamay                     ,2009,19.4571428571,88,1.0
Gamay                     ,2010,19.4912280702,88,1.0
Gamay                     ,2011,17.8720930233,87,1.0
Gamay                     ,2012,21.5757575758,87,2.0
Gamay                     ,2013,20.606741573,87,2.0
Gamay                     ,2014,20.961325966900002,88,2.0
Gamay                     ,2015,21.891385767800003,88,2.0
Gamay                     ,2016,18.5454545455,87,1.0
Gamay Noir                ,2006,18.5,87,1.0
Gamay Noir                ,2007,25.0,88,3.0
Gamay Noir                ,2010,24.0,85,3.0
Gamay Noir                ,2011,21.5,86,2.0
Gamay Noir                ,2012,24.75,88,3.0
Gamay Noir                ,2013,24.6666666667,88,3.0
Gamay Noir                ,2014,25.0,87,3.0
Gamay Noir                ,2015,20.3333333333,88,2.0
Gamay Noir                ,2016,18.0,88,1.0
Gamza                     ,2015,11.0,89,0.0
Garganega                 ,-1,25.0,87,3.0
Garganega                 ,1999,18.0,90,1.0
Garganega                 ,2001,11.0,88,0.0
Garganega                 ,2002,11.0,86,0.0
Garganega                 ,2004,55.0,92,5.0
Garganega                 ,2005,39.0,90,4.0
Garganega                 ,2006,15.0,87,0.0
Garganega                 ,2007,26.0714285714,88,3.0
Garganega                 ,2008,28.2727272727,88,3.0
Garganega                 ,2009,33.0,88,4.0
Garganega                 ,2010,17.444444444400002,87,1.0
Garganega                 ,2011,19.95,86,2.0
Garganega                 ,2012,20.92,87,2.0
Garganega                 ,2013,19.8095238095,88,2.0
Garganega                 ,2014,20.636363636400002,87,2.0
Garganega                 ,2015,17.7368421053,87,1.0
Garganega                 ,2016,13.7692307692,86,0.0
Garnacha                  ,-1,10.4,83,0.0
Garnacha                  ,1898,12.0,81,0.0
Garnacha                  ,2001,7.5,85,0.0
Garnacha                  ,2004,18.0,87,1.0
Garnacha                  ,2005,24.5,85,3.0
Garnacha                  ,2006,37.875,85,4.0
Garnacha                  ,2007,19.0666666667,86,1.0
Garnacha                  ,2008,22.1666666667,85,2.0
Garnacha                  ,2009,22.964285714299997,86,2.0
Garnacha                  ,2010,21.5111111111,85,2.0
Garnacha                  ,2011,23.8636363636,86,2.0
Garnacha                  ,2012,21.3023255814,86,2.0
Garnacha                  ,2013,34.1388888889,85,4.0
Garnacha                  ,2014,27.15625,86,3.0
Garnacha                  ,2015,13.53125,86,0.0
Garnacha                  ,2016,10.0,86,0.0
Garnacha Blanca           ,2007,40.0,88,4.0
Garnacha Blanca           ,2009,15.0,88,0.0
Garnacha Blanca           ,2010,15.0,84,0.0
Garnacha Blanca           ,2011,25.1428571429,86,3.0
Garnacha Blanca           ,2012,20.555555555599998,86,2.0
Garnacha Blanca           ,2013,12.0,85,0.0
Garnacha Blanca           ,2014,17.5,87,1.0
Garnacha Blanca           ,2015,13.4,84,0.0
Garnacha Blanca           ,2016,18.0,88,1.0
Garnacha Blend            ,2006,28.0,89,3.0
Garnacha Blend            ,2014,10.0,86,0.0
Garnacha Tintorera        ,2011,13.0,88,0.0
Garnacha Tintorera        ,2012,24.0,88,3.0
Garnacha Tintorera        ,2013,10.5,85,0.0
Garnacha Tintorera        ,2014,15.0,84,0.0
Garnacha-Cabernet         ,2015,13.0,85,0.0
Garnacha-CariĂąena        ,2001,57.0,93,5.0
Garnacha-Monastrell       ,2010,11.666666666700001,87,0.0
Garnacha-Syrah            ,2008,17.0,86,1.0
Garnacha-Syrah            ,2010,8.0,83,0.0
Garnacha-Syrah            ,2011,13.5,85,0.0
Garnacha-Syrah            ,2013,12.5,82,0.0
Garnacha-Syrah            ,2014,17.0,86,1.0
Garnacha-Syrah            ,2015,11.0,84,0.0
Garnacha-Tempranillo      ,2011,11.0,87,0.0
Garnacha-Tempranillo      ,2012,10.0,87,0.0
Garnacha-Tempranillo      ,2014,8.0,85,0.0
Garnacha-Tempranillo      ,2015,13.5,86,0.0
Gelber Muskateller        ,-1,,86,
Gelber Muskateller        ,2006,99.0,92,5.0
Gelber Muskateller        ,2009,23.0,89,2.0
Gelber Muskateller        ,2011,31.5,88,4.0
Gelber Muskateller        ,2012,18.5,87,1.0
Gelber Muskateller        ,2013,19.0,90,1.0
Gelber Muskateller        ,2014,22.1428571429,88,2.0
Gelber Muskateller        ,2015,21.5,88,2.0
Gelber Muskateller        ,2016,21.4,90,2.0
Gelber Traminer           ,2009,35.0,95,4.0
GewĂźrztraminer           ,-1,14.333333333299999,86,0.0
GewĂźrztraminer           ,1852,14.75,86,0.0
GewĂźrztraminer           ,1998,11.333333333299999,85,0.0
GewĂźrztraminer           ,1999,14.0,86,0.0
GewĂźrztraminer           ,2001,36.75,88,4.0
GewĂźrztraminer           ,2002,19.6666666667,86,2.0
GewĂźrztraminer           ,2003,18.0,87,1.0
GewĂźrztraminer           ,2004,28.5,89,3.0
GewĂźrztraminer           ,2005,17.3333333333,86,1.0
GewĂźrztraminer           ,2006,21.1666666667,87,2.0
GewĂźrztraminer           ,2007,26.25,87,3.0
GewĂźrztraminer           ,2008,23.5227272727,87,2.0
GewĂźrztraminer           ,2009,27.8653846154,88,3.0
GewĂźrztraminer           ,2010,25.8421052632,88,3.0
GewĂźrztraminer           ,2011,27.524390243899997,88,3.0
GewĂźrztraminer           ,2012,27.8,88,3.0
GewĂźrztraminer           ,2013,29.3758389262,88,3.0
GewĂźrztraminer           ,2014,23.368000000000002,89,2.0
GewĂźrztraminer           ,2015,27.664179104499997,89,3.0
GewĂźrztraminer           ,2016,21.56,89,2.0
GewĂźrztraminer-Riesling  ,2000,11.0,88,0.0
GewĂźrztraminer-Riesling  ,2004,12.0,83,0.0
GewĂźrztraminer-Riesling  ,2009,60.0,91,5.0
GewĂźrztraminer-Riesling  ,2011,15.0,88,0.0
GewĂźrztraminer-Riesling  ,2012,25.0,86,3.0
GewĂźrztraminer-Riesling  ,2013,21.5,85,2.0
Glera                     ,-1,18.2068965517,86,1.0
Glera                     ,1821,14.5,85,0.0
Glera                     ,1868,,89,
Glera                     ,2009,29.4285714286,87,3.0
Glera                     ,2010,18.740740740699998,86,1.0
Glera                     ,2011,19.0,86,1.0
Glera                     ,2012,20.805555555599998,87,2.0
Glera                     ,2013,26.5454545455,89,3.0
Glera                     ,2014,25.3793103448,88,3.0
Glera                     ,2015,29.5714285714,89,3.0
Glera                     ,2016,22.434782608699997,88,2.0
Godello                   ,2006,27.0,87,3.0
Godello                   ,2007,29.0,86,3.0
Godello                   ,2008,28.2,87,3.0
Godello                   ,2009,16.1666666667,86,1.0
Godello                   ,2010,20.25,87,2.0
Godello                   ,2011,28.9166666667,86,3.0
Godello                   ,2012,18.3333333333,86,1.0
Godello                   ,2013,21.2666666667,85,2.0
Godello                   ,2014,19.888888888900002,87,2.0
Godello                   ,2015,21.0666666667,88,2.0
Gouveio                   ,2007,26.0,89,3.0
Gouveio                   ,2008,19.0,88,1.0
Graciano                  ,2004,91.5,89,5.0
Graciano                  ,2005,121.0,86,5.0
Graciano                  ,2006,115.0,88,5.0
Graciano                  ,2007,20.0,82,2.0
Graciano                  ,2008,54.0,88,5.0
Graciano                  ,2009,50.285714285699996,89,5.0
Graciano                  ,2010,30.0,88,3.0
Graciano                  ,2011,38.3,88,4.0
Graciano                  ,2012,23.0,89,2.0
Graciano                  ,2013,46.0,90,5.0
Graciano                  ,2014,35.0,88,4.0
Graciano                  ,2015,15.0,84,0.0
Gragnano                  ,2007,17.0,84,1.0
Gragnano                  ,2009,16.0,81,1.0
Grauburgunder             ,2006,39.5,89,4.0
Grauburgunder             ,2011,,90,
Grauburgunder             ,2012,20.0,90,2.0
Grauburgunder             ,2013,22.25,88,2.0
Grauburgunder             ,2014,20.0,87,2.0
Grauburgunder             ,2015,24.0,89,3.0
Grauburgunder             ,2016,23.5,91,2.0
GraĹĄevina                ,2015,20.0,89,2.0
Grecanico                 ,2007,13.5,86,0.0
Grecanico                 ,2010,19.0,86,1.0
Grecanico                 ,2011,29.0,88,3.0
Grecanico                 ,2014,25.0,89,3.0
Grechetto                 ,2004,20.0,90,2.0
Grechetto                 ,2005,20.0,86,2.0
Grechetto                 ,2006,16.5,86,1.0
Grechetto                 ,2008,,86,
Grechetto                 ,2009,16.0,85,1.0
Grechetto                 ,2010,,86,
Grechetto                 ,2011,20.0,88,2.0
Grechetto                 ,2012,17.0,88,1.0
Grechetto                 ,2014,18.0,88,1.0
Grechetto                 ,2015,12.5,86,0.0
Greco                     ,-1,48.0,89,5.0
Greco                     ,2005,20.3333333333,88,2.0
Greco                     ,2006,25.125,86,3.0
Greco                     ,2007,26.9333333333,87,3.0
Greco                     ,2008,13.0,84,0.0
Greco                     ,2009,27.5,88,3.0
Greco                     ,2010,20.0,87,2.0
Greco                     ,2011,29.181818181799997,88,3.0
Greco                     ,2012,23.315789473699997,88,2.0
Greco                     ,2013,33.8,90,4.0
Greco                     ,2014,35.1428571429,89,4.0
Greco                     ,2015,23.4583333333,88,2.0
Greco                     ,2016,20.2,88,2.0
Greco Bianco              ,2007,21.0,85,2.0
Greco Bianco              ,2009,,87,
Greco Bianco              ,2013,12.0,87,0.0
Greco Bianco              ,2016,,86,
Grenache                  ,-1,18.6,86,1.0
Grenache                  ,1998,21.0,83,2.0
Grenache                  ,1999,18.0,89,1.0
Grenache                  ,2000,16.1666666667,86,1.0
Grenache                  ,2001,26.0,89,3.0
Grenache                  ,2002,19.0,87,1.0
Grenache                  ,2003,,90,
Grenache                  ,2004,34.5,87,4.0
Grenache                  ,2005,43.2631578947,87,5.0
Grenache                  ,2006,31.5625,86,4.0
Grenache                  ,2007,30.5666666667,87,4.0
Grenache                  ,2008,39.1935483871,88,4.0
Grenache                  ,2009,34.7954545455,87,4.0
Grenache                  ,2010,35.4523809524,87,4.0
Grenache                  ,2011,35.4137931034,89,4.0
Grenache                  ,2012,37.8953488372,89,4.0
Grenache                  ,2013,38.1785714286,89,4.0
Grenache                  ,2014,37.164948453600005,89,4.0
Grenache                  ,2015,34.9666666667,90,4.0
Grenache                  ,2016,23.25,89,2.0
Grenache Blanc            ,1996,36.0,93,4.0
Grenache Blanc            ,1999,35.0,90,4.0
Grenache Blanc            ,2006,27.0,85,3.0
Grenache Blanc            ,2008,24.3333333333,90,3.0
Grenache Blanc            ,2009,19.8333333333,87,2.0
Grenache Blanc            ,2010,23.625,88,2.0
Grenache Blanc            ,2011,23.25,88,2.0
Grenache Blanc            ,2012,23.9285714286,87,3.0
Grenache Blanc            ,2013,25.3888888889,88,3.0
Grenache Blanc            ,2014,26.043478260900002,89,3.0
Grenache Blanc            ,2015,25.9230769231,89,3.0
Grenache Blanc            ,2016,25.526315789499996,89,3.0
Grenache Blend            ,2008,15.0,83,0.0
Grenache Blend            ,2009,12.0,85,0.0
Grenache Blend            ,2010,29.5,86,3.0
Grenache Blend            ,2011,44.5,90,5.0
Grenache Blend            ,2012,23.0,88,2.0
Grenache Blend            ,2013,9.6666666667,85,0.0
Grenache Gris             ,2014,22.0,87,2.0
Grenache Noir             ,2013,36.0,91,4.0
Grenache Noir             ,2016,24.5,88,3.0
Grenache-Carignan         ,2009,32.6666666667,89,4.0
Grenache-Carignan         ,2010,36.5,90,4.0
Grenache-Carignan         ,2011,23.1666666667,89,2.0
Grenache-Carignan         ,2013,26.6666666667,91,3.0
Grenache-Carignan         ,2014,23.0,86,2.0
Grenache-Carignan         ,2015,30.0,91,3.0
Grenache-MourvĂ¨dre       ,2008,38.0,84,4.0
Grenache-MourvĂ¨dre       ,2010,25.0,87,3.0
Grenache-MourvĂ¨dre       ,2011,25.3333333333,88,3.0
Grenache-MourvĂ¨dre       ,2013,60.0,92,5.0
Grenache-Shiraz           ,2005,20.0,87,2.0
Grenache-Shiraz           ,2007,12.0,85,0.0
Grenache-Shiraz           ,2012,35.0,90,4.0
Grenache-Syrah            ,2005,24.0,91,3.0
Grenache-Syrah            ,2007,32.0,85,4.0
Grenache-Syrah            ,2008,20.0,86,2.0
Grenache-Syrah            ,2009,29.4,88,3.0
Grenache-Syrah            ,2010,34.7142857143,88,4.0
Grenache-Syrah            ,2011,42.4,89,5.0
Grenache-Syrah            ,2012,29.5384615385,90,3.0
Grenache-Syrah            ,2013,29.8333333333,89,3.0
Grenache-Syrah            ,2014,33.0,88,4.0
Grenache-Syrah            ,2016,12.0,87,0.0
Grignolino                ,2008,17.0,85,1.0
Grignolino                ,2009,,87,
Grillo                    ,-1,22.0,88,2.0
Grillo                    ,1875,9.0,85,0.0
Grillo                    ,2000,18.0,86,1.0
Grillo                    ,2001,25.0,89,3.0
Grillo                    ,2002,25.0,89,3.0
Grillo                    ,2006,30.0,93,3.0
Grillo                    ,2007,16.0,86,1.0
Grillo                    ,2008,16.5,86,1.0
Grillo                    ,2009,13.666666666700001,85,0.0
Grillo                    ,2010,17.5833333333,85,1.0
Grillo                    ,2011,19.1875,86,1.0
Grillo                    ,2012,26.75,87,3.0
Grillo                    ,2013,17.363636363599998,86,1.0
Grillo                    ,2014,17.5,88,1.0
Grillo                    ,2015,18.1818181818,87,1.0
Grillo                    ,2016,15.25,86,1.0
Grolleau                  ,2009,10.0,82,0.0
Grolleau                  ,2014,54.0,90,5.0
Groppello                 ,2008,23.0,87,2.0
Gros and Petit Manseng    ,2005,30.0,90,3.0
Gros and Petit Manseng    ,2009,26.0,92,3.0
Gros and Petit Manseng    ,2010,18.0,89,1.0
Gros and Petit Manseng    ,2011,22.6,89,2.0
Gros and Petit Manseng    ,2012,24.75,91,3.0
Gros and Petit Manseng    ,2013,27.0,90,3.0
Gros and Petit Manseng    ,2014,18.1666666667,89,1.0
Gros and Petit Manseng    ,2015,19.5,89,1.0
Gros and Petit Manseng    ,2016,18.0,88,1.0
Gros Manseng              ,2006,18.0,90,1.0
Gros Manseng              ,2007,25.0,89,3.0
Gros Manseng              ,2008,25.0,89,3.0
Gros Manseng              ,2009,26.0,92,3.0
Gros Manseng              ,2010,21.0,87,2.0
Gros Manseng              ,2011,13.0,86,0.0
Gros Manseng              ,2012,15.0,87,0.0
Gros Manseng              ,2014,15.5,90,1.0
Gros Manseng              ,2015,18.428571428599998,87,1.0
Gros Manseng              ,2016,16.0,89,1.0
Gros Plant                ,2016,16.0,86,1.0
GrĂźner Veltliner         ,-1,17.6666666667,89,1.0
GrĂźner Veltliner         ,1852,16.3333333333,88,1.0
GrĂźner Veltliner         ,2003,20.0,84,2.0
GrĂźner Veltliner         ,2004,65.0,89,5.0
GrĂźner Veltliner         ,2005,35.0,91,4.0
GrĂźner Veltliner         ,2006,37.1944444444,89,4.0
GrĂźner Veltliner         ,2007,26.4464285714,88,3.0
GrĂźner Veltliner         ,2008,29.0,89,3.0
GrĂźner Veltliner         ,2009,24.1875,88,3.0
GrĂźner Veltliner         ,2010,31.925925925900003,89,4.0
GrĂźner Veltliner         ,2011,25.2,89,3.0
GrĂźner Veltliner         ,2012,27.308411215,89,3.0
GrĂźner Veltliner         ,2013,34.7096774194,90,4.0
GrĂźner Veltliner         ,2014,27.9468085106,90,3.0
GrĂźner Veltliner         ,2015,26.3103448276,90,3.0
GrĂźner Veltliner         ,2016,19.054263565899998,89,1.0
Hondarrabi Zuri           ,2007,12.0,84,0.0
Hondarrabi Zuri           ,2011,21.0,87,2.0
Hondarrabi Zuri           ,2013,24.5,87,3.0
Hondarrabi Zuri           ,2014,22.8,88,2.0
Hondarrabi Zuri           ,2015,20.3333333333,85,2.0
Hondarrabi Zuri           ,2016,20.5,84,2.0
HĂĄrslevelĂź              ,2013,26.0,90,3.0
HĂĄrslevelĂź              ,2015,30.0,89,3.0
Incrocio Manzoni          ,2011,25.0,88,3.0
Incrocio Manzoni          ,2012,24.0,87,3.0
Incrocio Manzoni          ,2013,30.0,89,3.0
Insolia                   ,2007,16.0,86,1.0
Insolia                   ,2008,17.0,85,1.0
Insolia                   ,2009,,84,
Insolia                   ,2010,17.2,86,1.0
Insolia                   ,2011,15.4,87,1.0
Insolia                   ,2012,17.0,87,1.0
Insolia                   ,2013,18.5,87,1.0
Inzolia                   ,2007,19.5,86,1.0
Inzolia                   ,2008,15.0,86,0.0
Inzolia                   ,2009,14.0,85,0.0
Inzolia                   ,2010,15.75,86,1.0
Inzolia                   ,2011,12.2,85,0.0
Inzolia                   ,2012,8.0,84,0.0
Inzolia                   ,2013,14.0,85,0.0
Inzolia                   ,2015,16.2,86,1.0
Inzolia                   ,2016,13.0,87,0.0
Irsai Oliver              ,2011,13.0,87,0.0
Jacquez                   ,2009,40.0,82,4.0
Jacquez                   ,2010,23.0,86,2.0
Jacquez                   ,2011,40.0,87,4.0
JacquĂ¨re                 ,2012,17.0,88,1.0
JacquĂ¨re                 ,2013,16.0,87,1.0
JacquĂ¨re                 ,2014,18.5,87,1.0
JacquĂ¨re                 ,2015,16.7,87,1.0
JacquĂ¨re                 ,2016,16.75,87,1.0
Jaen                      ,2007,32.0,92,4.0
Jaen                      ,2009,32.0,93,4.0
Jaen                      ,2010,32.0,93,4.0
Jaen                      ,2012,35.0,87,4.0
Jaen                      ,2013,27.5,87,3.0
Jampal                    ,2014,25.0,88,3.0
Johannisberg Riesling     ,2001,8.0,87,0.0
Johannisberg Riesling     ,2002,10.3333333333,84,0.0
Johannisberg Riesling     ,2011,,85,
Kadarka                   ,2013,28.0,89,3.0
Kadarka                   ,2015,20.0,87,2.0
Kalecik Karasi            ,2009,40.0,90,4.0
Kalecik Karasi            ,2011,27.6666666667,89,3.0
Kalecik Karasi            ,2012,21.0,89,2.0
Kalecik Karasi            ,2013,21.0,89,2.0
Kalecik Karasi            ,2014,28.3333333333,90,3.0
Kalecik Karasi            ,2015,19.0,86,1.0
Kangoun                   ,2015,14.0,87,0.0
Karalahna                 ,2012,15.0,87,0.0
Karasakiz                 ,2012,15.0,89,0.0
Kekfrankos                ,2003,28.0,83,3.0
Kekfrankos                ,2005,20.0,81,2.0
Kekfrankos                ,2009,17.0,87,1.0
Kekfrankos                ,2011,42.75,89,5.0
Kekfrankos                ,2012,17.0,87,1.0
Kekfrankos                ,2013,21.0,88,2.0
Kerner                    ,2009,44.0,88,5.0
Kerner                    ,2010,26.0,87,3.0
Kerner                    ,2011,20.0,88,2.0
Kerner                    ,2012,22.8571428571,88,2.0
Kerner                    ,2013,22.5,90,2.0
Kerner                    ,2014,21.111111111099998,88,2.0
Kerner                    ,2015,23.3333333333,91,2.0
Kinali Yapincak           ,2012,15.0,84,0.0
Kisi                      ,2014,19.2,88,1.0
Kisi                      ,2015,25.0,83,3.0
Kotsifali                 ,2014,13.0,92,0.0
Kuntra                    ,2012,15.0,86,0.0
Lagrein                   ,2000,20.0,89,2.0
Lagrein                   ,2005,29.0,86,3.0
Lagrein                   ,2006,40.0,89,4.0
Lagrein                   ,2007,28.5,87,3.0
Lagrein                   ,2008,35.5,89,4.0
Lagrein                   ,2009,25.2,87,3.0
Lagrein                   ,2010,43.25,89,5.0
Lagrein                   ,2011,41.0,88,5.0
Lagrein                   ,2012,32.4615384615,88,4.0
Lagrein                   ,2013,27.869565217399998,88,3.0
Lagrein                   ,2014,43.3333333333,90,5.0
Lagrein                   ,2015,22.0,89,2.0
Lambrusco                 ,-1,13.842105263199999,84,0.0
Lambrusco                 ,2006,17.0,85,1.0
Lambrusco                 ,2007,20.0,85,2.0
Lambrusco                 ,2008,18.0,84,1.0
Lambrusco                 ,2011,18.8,85,1.0
Lambrusco                 ,2012,16.1666666667,83,1.0
Lambrusco                 ,2013,14.0,85,0.0
Lambrusco                 ,2014,19.0,89,1.0
Lambrusco di Sorbara      ,-1,14.0,88,0.0
Lambrusco di Sorbara      ,2010,27.5,88,3.0
Lambrusco di Sorbara      ,2012,25.3333333333,89,3.0
Lambrusco di Sorbara      ,2013,20.8,89,2.0
Lambrusco di Sorbara      ,2015,,90,
Lambrusco di Sorbara      ,2016,17.2,90,1.0
Lambrusco Grasparossa     ,-1,16.7142857143,88,1.0
Lambrusco Grasparossa     ,2012,25.0,87,3.0
Lambrusco Grasparossa     ,2013,17.8333333333,86,1.0
Lambrusco Grasparossa     ,2016,18.0,88,1.0
Lambrusco Salamino        ,-1,14.0,86,0.0
Lambrusco Salamino        ,2016,23.0,90,2.0
Lemberger                 ,-1,15.0,88,0.0
Lemberger                 ,2000,7.0,87,0.0
Lemberger                 ,2005,13.5,86,0.0
Lemberger                 ,2007,25.0,86,3.0
