variety,year,price,points
Sauvignon Blanc-Semillon  ,2014,31.2857142857,88
Sauvignon Blanc-Semillon  ,2015,27.3076923077,88
Sauvignon Blanc-Semillon  ,2016,19.6,88
Sauvignon Blanc-Verdejo   ,2011,10.0,86
Sauvignon Blanc-Verdejo   ,2012,13.5,84
Sauvignon Blanc-Verdejo   ,2016,12.0,85
Sauvignon Gris            ,2008,40.0,94
Sauvignon Gris            ,2010,14.0,81
Sauvignon Gris            ,2011,22.0,83
Sauvignon Gris            ,2012,16.0,85
Sauvignon Gris            ,2013,15.0,84
Sauvignon Gris            ,2014,29.6666666667,88
Sauvignon Gris            ,2015,16.5,86
Sauvignon Gris            ,2016,17.0,84
Sauvignon Musqué         ,1999,18.0,87
Sauvignon-Sémillon       ,2016,12.0,86
Sauvignonasse             ,2011,25.0,90
Savagnin                  ,2005,65.0,92
Savagnin                  ,2006,68.3333333333,91
Savagnin                  ,2009,15.0,89
Savagnin                  ,2010,27.6666666667,88
Savagnin                  ,2011,34.5,88
Savagnin                  ,2013,45.0,92
Savagnin                  ,2015,40.0,92
Savatiano                 ,-1,11.3333333333,86
Savatiano                 ,2010,10.0,86
Savatiano                 ,2013,25.0,90
Scheurebe                 ,2005,86.0,92
Scheurebe                 ,2007,23.0,89
Scheurebe                 ,2008,93.5,93
Scheurebe                 ,2010,70.0,93
Scheurebe                 ,2011,48.3333333333,89
Scheurebe                 ,2012,39.3333333333,90
Scheurebe                 ,2013,42.0,91
Scheurebe                 ,2014,24.75,88
Scheurebe                 ,2015,27.0,92
Schiava                   ,2013,19.0434782609,88
Schwartzriesling          ,2012,25.0,90
Sciaccerellu              ,2013,70.0,90
Sciaccerellu              ,2014,21.0,88
Sciaccerellu              ,2015,,88
Semillon-Chardonnay       ,1999,15.0,84
Semillon-Chardonnay       ,2000,7.5,85
Semillon-Chardonnay       ,2007,17.0,89
Semillon-Sauvignon Blanc  ,2000,16.0,89
Semillon-Sauvignon Blanc  ,2001,18.3333333333,84
Semillon-Sauvignon Blanc  ,2005,55.0,90
Semillon-Sauvignon Blanc  ,2006,34.0,89
Semillon-Sauvignon Blanc  ,2007,32.8888888889,87
Semillon-Sauvignon Blanc  ,2008,32.5,93
Semillon-Sauvignon Blanc  ,2009,23.5,87
Semillon-Sauvignon Blanc  ,2010,28.0,90
Semillon-Sauvignon Blanc  ,2011,30.8,88
Semillon-Sauvignon Blanc  ,2012,24.4,88
Semillon-Sauvignon Blanc  ,2013,38.8,88
Semillon-Sauvignon Blanc  ,2014,24.3333333333,88
Semillon-Sauvignon Blanc  ,2015,19.0,87
Semillon-Sauvignon Blanc  ,2016,22.0,90
Sercial                   ,2002,50.0,94
Seyval Blanc              ,-1,23.0,84
Seyval Blanc              ,2007,16.0,84
Seyval Blanc              ,2008,9.0,84
Seyval Blanc              ,2010,15.0,83
Seyval Blanc              ,2011,23.0,81
Seyval Blanc              ,2012,17.6666666667,83
Seyval Blanc              ,2013,17.0,84
Seyval Blanc              ,2014,12.0,86
Seyval Blanc              ,2015,22.5,86
Seyval Blanc              ,2016,45.0,85
Sherry                    ,-1,33.5,89
Sherry                    ,1827,14.0,94
Sherry                    ,1847,26.0,92
Sherry                    ,1986,155.0,92
Shiraz                    ,-1,17.5,85
Shiraz                    ,1996,115.5,92
Shiraz                    ,1998,32.9285714286,88
Shiraz                    ,1999,21.5833333333,85
Shiraz                    ,2000,25.8823529412,86
Shiraz                    ,2001,21.0,87
Shiraz                    ,2002,30.2857142857,87
Shiraz                    ,2003,32.8461538462,88
Shiraz                    ,2004,47.4444444444,88
Shiraz                    ,2005,28.4625,88
Shiraz                    ,2006,39.9529411765,88
Shiraz                    ,2007,31.1728395062,88
Shiraz                    ,2008,44.027027027,88
Shiraz                    ,2009,47.5245901639,88
Shiraz                    ,2010,79.858974359,90
Shiraz                    ,2011,49.8695652174,89
Shiraz                    ,2012,46.75,91
Shiraz                    ,2013,37.3956043956,90
Shiraz                    ,2014,38.3617021277,90
Shiraz                    ,2015,19.1538461538,88
Shiraz-Cabernet           ,2013,19.0,86
Shiraz-Cabernet           ,2014,75.0,87
Shiraz-Cabernet Sauvignon ,1998,37.5,89
Shiraz-Cabernet Sauvignon ,1999,16.0,87
Shiraz-Cabernet Sauvignon ,2000,22.0,84
Shiraz-Cabernet Sauvignon ,2001,14.0,88
Shiraz-Cabernet Sauvignon ,2005,11.5,86
Shiraz-Cabernet Sauvignon ,2006,22.5,86
Shiraz-Cabernet Sauvignon ,2007,21.0,85
Shiraz-Cabernet Sauvignon ,2008,20.5714285714,86
Shiraz-Cabernet Sauvignon ,2009,13.25,88
Shiraz-Cabernet Sauvignon ,2010,80.0,95
Shiraz-Cabernet Sauvignon ,2012,40.0,93
Shiraz-Cabernet Sauvignon ,2013,17.75,88
Shiraz-Cabernet Sauvignon ,2014,17.0,88
Shiraz-Grenache           ,2002,19.0,87
Shiraz-Grenache           ,2005,19.0,85
Shiraz-Grenache           ,2006,18.0,90
Shiraz-Grenache           ,2008,19.5,88
Shiraz-Grenache           ,2010,42.5,91
Shiraz-Grenache           ,2013,28.6,90
Shiraz-Grenache           ,2014,65.0,91
Shiraz-Malbec             ,2005,15.0,88
Shiraz-Malbec             ,2008,20.5,91
Shiraz-Mourvèdre         ,2007,16.0,88
Shiraz-Mourvèdre         ,2008,18.5,89
Shiraz-Roussanne          ,2009,29.0,90
Shiraz-Tempranillo        ,2008,10.0,84
Shiraz-Tempranillo        ,2014,7.0,80
Shiraz-Viognier           ,2004,23.0,89
Shiraz-Viognier           ,2005,20.4444444444,87
Shiraz-Viognier           ,2006,23.0,87
Shiraz-Viognier           ,2007,74.3333333333,92
Shiraz-Viognier           ,2008,34.2857142857,89
Shiraz-Viognier           ,2009,47.6666666667,89
Shiraz-Viognier           ,2010,175.0,89
Shiraz-Viognier           ,2012,125.0,94
Shiraz-Viognier           ,2013,125.0,92
Shiraz-Viognier           ,2015,20.0,89
Sideritis                 ,2009,23.0,85
Siegerrebe                ,2006,15.0,84
Silvaner                  ,2006,173.0,89
Silvaner                  ,2007,93.5,87
Silvaner                  ,2008,14.0,86
Silvaner                  ,2009,24.0,85
Silvaner                  ,2010,40.5,87
Silvaner                  ,2011,15.5,88
Silvaner                  ,2012,53.125,89
Silvaner                  ,2013,24.8333333333,88
Silvaner                  ,2014,28.0,89
Silvaner                  ,2015,16.5,89
Silvaner-Traminer         ,2009,25.0,86
Siria                     ,2011,15.0,87
Siria                     ,2012,15.0,88
Siria                     ,2013,12.3333333333,87
Siria                     ,2014,16.25,87
Siria                     ,2015,12.5,86
Sirica                    ,2013,23.0,93
Sirica                    ,2015,23.0,92
Sousão                   ,2004,14.0,84
Sousão                   ,2008,40.0,89
Sousão                   ,2009,40.0,90
Sousão                   ,2012,40.0,90
Sousão                   ,2013,40.0,88
Sousão                   ,2014,40.0,88
Souzao                    ,2010,24.0,87
Souzao                    ,2011,36.0,86
Sparkling Blend           ,-1,21.4013781223,87
Sparkling Blend           ,1872,22.0,85
Sparkling Blend           ,1882,12.5,85
Sparkling Blend           ,1887,13.0,83
Sparkling Blend           ,1904,40.0,91
Sparkling Blend           ,1919,13.0,88
Sparkling Blend           ,1995,,93
Sparkling Blend           ,1996,122.5,93
Sparkling Blend           ,1997,104.4,93
Sparkling Blend           ,1998,68.3333333333,91
Sparkling Blend           ,1999,50.0,89
Sparkling Blend           ,2000,75.6666666667,93
Sparkling Blend           ,2001,57.75,92
Sparkling Blend           ,2002,50.4,90
Sparkling Blend           ,2003,68.3333333333,90
Sparkling Blend           ,2004,63.04,90
Sparkling Blend           ,2005,51.4634146341,89
Sparkling Blend           ,2006,48.880952381,89
Sparkling Blend           ,2007,42.5333333333,89
Sparkling Blend           ,2008,39.7721518987,88
Sparkling Blend           ,2009,37.8105263158,88
Sparkling Blend           ,2010,39.4086021505,89
Sparkling Blend           ,2011,37.1121495327,89
Sparkling Blend           ,2012,37.2195121951,89
Sparkling Blend           ,2013,34.4693877551,89
Sparkling Blend           ,2014,32.679245283,89
Sparkling Blend           ,2015,25.88,88
Sparkling Blend           ,2016,26.8888888889,88
Spätburgunder            ,2003,50.0,86
Spätburgunder            ,2005,121.0,88
Spätburgunder            ,2007,61.8,88
Spätburgunder            ,2008,51.3333333333,85
Spätburgunder            ,2009,87.0714285714,88
Spätburgunder            ,2010,77.3333333333,91
Spätburgunder            ,2011,55.2666666667,90
Spätburgunder            ,2012,41.1428571429,92
Spätburgunder            ,2013,49.0,92
Spätburgunder            ,2014,34.3333333333,88
Spätburgunder            ,2015,33.0,91
St. Laurent               ,-1,,88
St. Laurent               ,2005,40.6666666667,89
St. Laurent               ,2006,24.25,87
St. Laurent               ,2007,90.0,89
St. Laurent               ,2008,33.0,86
St. Laurent               ,2009,23.4,87
St. Laurent               ,2010,22.0,90
St. Laurent               ,2011,38.4615384615,89
St. Laurent               ,2012,48.5,91
St. Laurent               ,2013,28.1875,90
St. Laurent               ,2014,24.5,90
St. Laurent               ,2015,19.8571428571,90
St. Laurent               ,2016,14.0,91
St. Vincent               ,2010,24.0,85
Susumaniello              ,2004,50.0,92
Susumaniello              ,2007,,93
Susumaniello              ,2010,34.0,89
Susumaniello              ,2011,18.0,88
Susumaniello              ,2013,18.0,87
Sylvaner                  ,2009,25.0,87
Sylvaner                  ,2010,24.4,87
Sylvaner                  ,2011,23.0,85
Sylvaner                  ,2012,22.5714285714,87
Sylvaner                  ,2013,24.0,89
Sylvaner                  ,2014,20.1333333333,87
Sylvaner                  ,2015,22.4615384615,90
Symphony                  ,2006,9.0,82
Symphony                  ,2007,8.0,85
Symphony                  ,2011,38.0,84
Symphony                  ,2013,12.0,88
Syrah                     ,-1,28.8,86
Syrah                     ,1997,38.0,91
Syrah                     ,1998,25.5,88
Syrah                     ,1999,23.6666666667,88
Syrah                     ,2000,23.2,87
Syrah                     ,2001,16.0,85
Syrah                     ,2002,29.75,87
Syrah                     ,2003,63.6153846154,89
Syrah                     ,2004,37.0117647059,88
Syrah                     ,2005,37.5024154589,88
Syrah                     ,2006,33.5283018868,87
Syrah                     ,2007,36.1086956522,88
Syrah                     ,2008,35.5866261398,88
Syrah                     ,2009,36.1654846336,89
Syrah                     ,2010,38.6943127962,88
Syrah                     ,2011,41.1480519481,89
Syrah                     ,2012,41.2142857143,89
Syrah                     ,2013,44.8073555166,90
Syrah                     ,2014,42.972972973,90
Syrah                     ,2015,34.1882352941,90
Syrah                     ,2016,22.2307692308,89
Syrah-Bonarda             ,2010,13.0,87
Syrah-Cabernet            ,1998,24.0,85
Syrah-Cabernet            ,1999,18.0,88
Syrah-Cabernet            ,2001,18.0,89
Syrah-Cabernet            ,2003,24.0,86
Syrah-Cabernet            ,2006,19.5,88
Syrah-Cabernet            ,2007,27.5,86
Syrah-Cabernet            ,2008,45.0,88
Syrah-Cabernet            ,2009,14.0,86
Syrah-Cabernet            ,2010,10.0,82
Syrah-Cabernet            ,2012,46.0,89
Syrah-Cabernet            ,2013,55.0,92
Syrah-Cabernet Franc      ,2008,69.0,88
Syrah-Cabernet Franc      ,2009,69.0,92
Syrah-Cabernet Franc      ,2012,60.0,91
Syrah-Cabernet Sauvignon  ,2008,40.3333333333,87
Syrah-Cabernet Sauvignon  ,2009,45.6,90
Syrah-Cabernet Sauvignon  ,2010,33.25,89
Syrah-Cabernet Sauvignon  ,2011,37.8,89
Syrah-Cabernet Sauvignon  ,2012,53.5,89
Syrah-Cabernet Sauvignon  ,2013,43.4,88
Syrah-Cabernet Sauvignon  ,2014,48.1666666667,90
Syrah-Cabernet Sauvignon  ,2015,65.0,90
Syrah-Carignan            ,2011,19.0,90
Syrah-Carignan            ,2012,26.5,90
Syrah-Carignan            ,2013,19.0,89
Syrah-Grenache            ,2007,20.5,86
Syrah-Grenache            ,2008,24.6,88
Syrah-Grenache            ,2009,53.6666666667,87
Syrah-Grenache            ,2010,23.1666666667,87
Syrah-Grenache            ,2011,28.5714285714,88
Syrah-Grenache            ,2012,34.0909090909,90
Syrah-Grenache            ,2013,32.6,90
Syrah-Grenache            ,2014,22.5714285714,88
Syrah-Grenache            ,2015,20.5,88
Syrah-Grenache-Viognier   ,2012,45.0,90
Syrah-Malbec              ,2005,14.0,89
Syrah-Merlot              ,2007,30.0,90
Syrah-Merlot              ,2013,33.0,88
Syrah-Merlot              ,2014,20.0,86
Syrah-Mourvèdre          ,2007,45.0,91
Syrah-Mourvèdre          ,2008,25.0,83
Syrah-Mourvèdre          ,2009,21.8,88
Syrah-Mourvèdre          ,2010,42.0,91
Syrah-Mourvèdre          ,2012,26.0,91
Syrah-Mourvèdre          ,2013,42.0,89
Syrah-Mourvèdre          ,2014,32.2857142857,89
Syrah-Petit Verdot        ,2010,35.0,90
Syrah-Petit Verdot        ,2013,49.0,94
Syrah-Petite Sirah        ,2008,49.5,92
Syrah-Petite Sirah        ,2010,29.0,91
Syrah-Petite Sirah        ,2011,33.6,87
Syrah-Petite Sirah        ,2012,45.2,89
Syrah-Petite Sirah        ,2013,50.0,93
Syrah-Tempranillo         ,2007,45.0,90
Syrah-Tempranillo         ,2008,45.0,88
Syrah-Tempranillo         ,2009,45.0,91
Syrah-Tempranillo         ,2010,42.0,90
Syrah-Tempranillo         ,2011,45.0,92
Syrah-Tempranillo         ,2012,15.0,87
Syrah-Viognier            ,2005,36.0,90
Syrah-Viognier            ,2006,55.0,84
Syrah-Viognier            ,2008,20.0,89
Syrah-Viognier            ,2009,39.0,92
Syrah-Viognier            ,2010,54.7142857143,90
Syrah-Viognier            ,2011,75.0,94
Syrah-Viognier            ,2012,72.0,91
Syrah-Viognier            ,2013,85.0,84
Syrah-Viognier            ,2016,14.0,86
Sämling                  ,2007,46.0,89
Sämling                  ,2010,,92
Sämling                  ,2011,,94
Sämling                  ,2013,25.0,88
Sémillon                 ,1997,23.0,90
Sémillon                 ,1998,9.0,81
Sémillon                 ,2000,16.0,85
Sémillon                 ,2005,31.75,91
Sémillon                 ,2006,26.5555555556,87
Sémillon                 ,2007,30.125,91
Sémillon                 ,2008,23.5,89
Sémillon                 ,2009,26.0,87
Sémillon                 ,2010,27.6666666667,87
Sémillon                 ,2011,26.3333333333,88
Sémillon                 ,2012,23.625,87
Sémillon                 ,2013,23.2631578947,88
Sémillon                 ,2014,24.1818181818,86
Sémillon                 ,2015,22.4444444444,88
Sémillon                 ,2016,19.8,88
Tamianka                  ,2015,20.0,89
Tamjanika                 ,2013,18.0,88
Tannat                    ,1996,115.0,88
Tannat                    ,1999,115.0,96
Tannat                    ,2002,35.0,89
Tannat                    ,2003,30.0,93
Tannat                    ,2004,29.0,90
Tannat                    ,2005,23.0,88
Tannat                    ,2006,73.3333333333,92
Tannat                    ,2007,26.3846153846,89
Tannat                    ,2008,40.875,88
Tannat                    ,2009,29.1875,89
Tannat                    ,2010,41.0,88
Tannat                    ,2011,43.1428571429,87
Tannat                    ,2012,31.4210526316,89
Tannat                    ,2013,29.5185185185,88
Tannat                    ,2014,25.7333333333,88
Tannat                    ,2015,27.64,87
Tannat                    ,2016,23.0,86
Tannat-Cabernet           ,2005,13.0,91
Tannat-Cabernet           ,2007,16.5,89
Tannat-Cabernet           ,2008,11.0,87
Tannat-Cabernet           ,2009,40.0,92
Tannat-Cabernet           ,2010,19.3333333333,91
Tannat-Cabernet           ,2011,30.0,93
Tannat-Cabernet           ,2012,18.375,90
Tannat-Cabernet           ,2013,19.8,90
Tannat-Cabernet           ,2014,15.0,91
Tannat-Cabernet           ,2015,65.0,93
Tannat-Cabernet Franc     ,-1,22.0,91
Tannat-Cabernet Franc     ,2006,14.0,92
Tannat-Cabernet Franc     ,2007,35.0,94
Tannat-Cabernet Franc     ,2008,25.0,90
Tannat-Cabernet Franc     ,2010,27.3333333333,92
Tannat-Cabernet Franc     ,2011,21.2,90
Tannat-Cabernet Franc     ,2013,16.0,89
Tannat-Cabernet Franc     ,2014,14.0,90
Tannat-Cabernet Franc     ,2015,14.0,90
Tannat-Merlot             ,2005,,94
Tannat-Merlot             ,2006,25.0,93
Tannat-Merlot             ,2009,23.0,85
Tannat-Merlot             ,2010,23.0,87
Tannat-Merlot             ,2011,29.0,88
Tannat-Merlot             ,2012,14.5,86
Tannat-Merlot             ,2013,12.0,86
Tannat-Merlot             ,2014,10.0,87
Tannat-Merlot             ,2015,13.0,85
Tannat-Syrah              ,2012,10.0,86
Tannat-Syrah              ,2013,28.0,88
Tannat-Syrah              ,2015,10.0,88
Tannat-Syrah              ,2016,10.0,86
Tempranillo               ,-1,10.75,84
Tempranillo               ,1898,12.0,88
Tempranillo               ,1994,29.0,87
Tempranillo               ,1996,16.5,85
Tempranillo               ,1997,30.0,86
Tempranillo               ,1998,20.3,86
Tempranillo               ,1999,22.8888888889,87
Tempranillo               ,2000,93.25,86
Tempranillo               ,2001,50.1,88
Tempranillo               ,2002,34.625,86
Tempranillo               ,2003,28.0,86
Tempranillo               ,2004,30.5396825397,87
Tempranillo               ,2005,39.2234042553,87
Tempranillo               ,2006,26.8333333333,87
Tempranillo               ,2007,27.0619469027,86
Tempranillo               ,2008,27.775,86
Tempranillo               ,2009,31.7931034483,87
Tempranillo               ,2010,29.5056179775,87
Tempranillo               ,2011,37.5757575758,88
Tempranillo               ,2012,36.7285714286,88
Tempranillo               ,2013,29.1437125749,87
Tempranillo               ,2014,25.373015873,87
Tempranillo               ,2015,14.6530612245,85
Tempranillo               ,2016,14.6666666667,84
Tempranillo Blanco        ,2009,40.0,84
Tempranillo Blanco        ,2010,40.0,83
Tempranillo Blanco        ,2011,32.0,82
Tempranillo Blanco        ,2012,24.0,85
Tempranillo Blanco        ,2013,26.0,84
Tempranillo Blanco        ,2014,18.0,85
Tempranillo Blend         ,-1,29.0,85
Tempranillo Blend         ,1978,225.0,83
Tempranillo Blend         ,1994,12.0,84
Tempranillo Blend         ,1995,60.0,92
Tempranillo Blend         ,1996,24.5,88
Tempranillo Blend         ,1998,45.0,89
Tempranillo Blend         ,1999,16.3333333333,85
Tempranillo Blend         ,2000,33.5,87
Tempranillo Blend         ,2001,39.0,88
Tempranillo Blend         ,2002,35.6,87
Tempranillo Blend         ,2003,69.6,88
Tempranillo Blend         ,2004,42.6181818182,88
Tempranillo Blend         ,2005,42.6785714286,88
Tempranillo Blend         ,2006,27.7090909091,88
Tempranillo Blend         ,2007,30.0212765957,87
Tempranillo Blend         ,2008,36.52,87
Tempranillo Blend         ,2009,39.72,89
Tempranillo Blend         ,2010,41.9726027397,89
Tempranillo Blend         ,2011,40.1458333333,89
Tempranillo Blend         ,2012,21.6222222222,88
Tempranillo Blend         ,2013,17.48,86
Tempranillo Blend         ,2014,17.5652173913,85
Tempranillo Blend         ,2015,14.0,84
Tempranillo-Cabernet Sauvi,-1,600.0,92
Tempranillo-Cabernet Sauvi,1898,25.0,89
Tempranillo-Cabernet Sauvi,2003,29.0,85
Tempranillo-Cabernet Sauvi,2005,13.0,87
Tempranillo-Cabernet Sauvi,2006,10.75,85
Tempranillo-Cabernet Sauvi,2007,14.0,84
Tempranillo-Cabernet Sauvi,2008,207.0,87
Tempranillo-Cabernet Sauvi,2009,37.3333333333,87
Tempranillo-Cabernet Sauvi,2010,26.5,86
Tempranillo-Cabernet Sauvi,2011,10.3333333333,85
Tempranillo-Cabernet Sauvi,2012,26.75,89
Tempranillo-Cabernet Sauvi,2013,15.5,85
Tempranillo-Cabernet Sauvi,2014,35.75,88
Tempranillo-Cabernet Sauvi,2015,10.6666666667,84
Tempranillo-Cabernet Sauvi,2016,11.0,87
Tempranillo-Garnacha      ,2006,12.0,85
Tempranillo-Garnacha      ,2007,10.0,86
Tempranillo-Garnacha      ,2008,11.5714285714,84
Tempranillo-Garnacha      ,2009,11.0,84
Tempranillo-Garnacha      ,2010,11.0,85
Tempranillo-Garnacha      ,2011,12.2,85
Tempranillo-Garnacha      ,2012,17.0,87
Tempranillo-Garnacha      ,2013,17.3333333333,87
Tempranillo-Garnacha      ,2014,11.0,86
Tempranillo-Malbec        ,2006,,91
Tempranillo-Merlot        ,-1,6.0,84
Tempranillo-Merlot        ,2003,17.0,80
Tempranillo-Merlot        ,2006,20.0,85
Tempranillo-Merlot        ,2008,40.0,92
Tempranillo-Merlot        ,2010,19.0,84
Tempranillo-Merlot        ,2011,15.0,87
Tempranillo-Shiraz        ,2006,10.0,83
Tempranillo-Shiraz        ,2009,16.4,85
Tempranillo-Shiraz        ,2014,12.0,87
Tempranillo-Syrah         ,2012,23.0,91
Tempranillo-Syrah         ,2016,12.0,82
Tempranillo-Tannat        ,2011,20.0,88
Teran                     ,2008,31.5,85
Teran                     ,2009,20.0,88
Teran                     ,2011,22.0,89
Teran                     ,2013,33.0,91
Teroldego                 ,2004,25.0,87
Teroldego                 ,2005,24.5,88
Teroldego                 ,2006,30.0,85
Teroldego                 ,2007,30.0,90
Teroldego                 ,2008,24.0,85
Teroldego                 ,2010,32.0,89
Teroldego                 ,2011,61.3333333333,90
Teroldego                 ,2012,33.125,89
Teroldego                 ,2013,33.6666666667,91
Teroldego                 ,2014,23.5,90
Teroldego                 ,2015,18.0,90
Teroldego Rotaliano       ,2011,15.0,86
Terrantez                 ,1980,236.0,95
Thrapsathiri              ,2015,25.0,88
Timorasso                 ,2010,38.0,90
Timorasso                 ,2011,60.0,91
Timorasso                 ,2013,36.6666666667,90
Tinta Amarela             ,2013,30.0,90
Tinta Barroca             ,2010,20.0,87
Tinta Barroca             ,2012,53.0,89
Tinta Barroca             ,2013,20.0,87
Tinta Barroca             ,2015,13.0,86
Tinta Cao                 ,2012,14.0,90
Tinta de Toro             ,1999,7.0,81
Tinta de Toro             ,2003,23.0,90
Tinta de Toro             ,2004,46.9,91
Tinta de Toro             ,2005,24.2727272727,88
Tinta de Toro             ,2006,32.0,87
Tinta de Toro             ,2007,63.1,88
Tinta de Toro             ,2008,69.7333333333,88
Tinta de Toro             ,2009,56.6,90
Tinta de Toro             ,2010,34.5,90
Tinta de Toro             ,2011,54.55,90
Tinta de Toro             ,2012,40.2631578947,89
Tinta de Toro             ,2013,37.4285714286,87
Tinta de Toro             ,2014,29.6,90
Tinta de Toro             ,2015,18.0,86
Tinta del Pais            ,2010,45.0,94
Tinta del Pais            ,2014,50.0,96
Tinta del Toro            ,2010,35.0,91
Tinta del Toro            ,2013,24.0,88
Tinta del Toro            ,2015,11.0,80
Tinta Fina                ,2005,36.0,90
Tinta Fina                ,2006,27.0,87
Tinta Fina                ,2008,27.0,86
Tinta Fina                ,2009,40.0,90
Tinta Fina                ,2010,29.3333333333,87
Tinta Fina                ,2011,33.0,89
Tinta Fina                ,2012,25.0,89
Tinta Francisca           ,2011,60.0,89
Tinta Francisca           ,2012,30.0,91
Tinta Francisca           ,2013,60.0,91
Tinta Madeira             ,2013,45.0,89
Tinta Miúda              ,2013,28.0,89
Tinta Miúda              ,2015,14.0,87
Tinta Negra Mole          ,1995,112.0,92
Tinta Roriz               ,2004,19.0,88
Tinta Roriz               ,2006,17.0,90
Tinta Roriz               ,2008,10.0,84
Tinta Roriz               ,2009,38.5,88
Tinta Roriz               ,2010,32.0,90
Tinta Roriz               ,2012,24.5,85
Tinta Roriz               ,2013,75.0,94
Tinta Roriz               ,2015,15.0,87
Tintilia                  ,2006,25.0,87
Tinto del Pais            ,1999,18.0,83
Tinto del Pais            ,2000,13.0,84
Tinto del Pais            ,2002,29.0,80
Tinto del Pais            ,2003,25.0,90
Tinto del Pais            ,2006,88.0,91
Tinto del Pais            ,2008,52.0,89
Tinto del Pais            ,2009,14.0,86
Tinto del Pais            ,2010,22.0,88
Tinto del Pais            ,2011,16.6666666667,88
Tinto del Pais            ,2012,15.0,84
Tinto Fino                ,2005,30.6,88
Tinto Fino                ,2006,71.2,88
Tinto Fino                ,2007,72.6666666667,89
Tinto Fino                ,2008,92.0,90
Tinto Fino                ,2009,80.9333333333,89
Tinto Fino                ,2010,97.8421052632,92
Tinto Fino                ,2011,58.4666666667,91
Tinto Fino                ,2012,38.8181818182,90
Tinto Fino                ,2013,42.0,86
Tinto Fino                ,2014,24.4,87
Tinto Fino                ,2015,23.25,88
Tinto Velasco             ,2015,9.0,85
Tocai                     ,1999,,91
Tocai                     ,2001,20.75,88
Tocai                     ,2002,20.6666666667,89
Tocai                     ,2010,33.0,87
Tocai                     ,2016,14.0,85
Tocai Friulano            ,2004,30.5,86
Tocai Friulano            ,2005,75.0,88
Tocai Friulano            ,2006,26.3333333333,86
Tocai Friulano            ,2008,16.0,85
Tocai Friulano            ,2010,15.0,85
Tocai Friulano            ,2011,20.0,90
Tocai Friulano            ,2012,20.5,85
Tocai Friulano            ,2013,21.0,90
Tocai Friulano            ,2014,21.0,87
Tocai Friulano            ,2015,20.0,90
Tocai Friulano            ,2016,21.6666666667,87
Tokaji                    ,1996,65.5,90
Tokaji                    ,1999,110.6666666667,92
Tokaji                    ,2000,62.6666666667,91
Tokaji                    ,2002,20.0,90
Tokaji                    ,2003,39.0,89
Tokaji                    ,2006,40.0,91
Tokaji                    ,2007,88.2,92
Tokaji                    ,2008,34.5,90
Tokaji                    ,2009,25.0,91
Tokaji                    ,2010,21.0,90
Tokaji                    ,2011,14.0,87
Tokay                     ,-1,47.0,90
Tokay Pinot Gris          ,1996,30.0,89
Torbato                   ,2014,20.0,91
Torontel                  ,2009,40.0,92
Torrontés                ,-1,18.0,83
Torrontés                ,2006,12.4285714286,83
Torrontés                ,2007,12.0434782609,85
Torrontés                ,2008,11.7272727273,84
Torrontés                ,2009,12.5625,85
Torrontés                ,2010,13.2068965517,85
Torrontés                ,2011,13.2647058824,85
Torrontés                ,2012,13.5909090909,85
Torrontés                ,2013,13.7333333333,84
Torrontés                ,2014,17.3846153846,87
Torrontés                ,2015,15.0769230769,85
Torrontés                ,2016,14.0,87
Torrontés                ,2017,10.0,85
Touriga                   ,2010,45.0,88
Touriga                   ,2013,46.0,90
Touriga Franca            ,2004,14.5,88
Touriga Franca            ,2009,45.0,91
Touriga Franca            ,2012,15.0,87
Touriga Franca            ,2013,40.0,88
Touriga Franca            ,2014,20.0,90
Touriga Nacional          ,-1,29.3333333333,87
Touriga Nacional          ,1997,34.0,85
Touriga Nacional          ,1999,13.0,88
Touriga Nacional          ,2003,14.0,89
Touriga Nacional          ,2004,20.6666666667,87
Touriga Nacional          ,2005,27.0,90
Touriga Nacional          ,2006,39.3333333333,88
Touriga Nacional          ,2007,18.0,89
Touriga Nacional          ,2008,35.0833333333,87
Touriga Nacional          ,2009,23.0,89
Touriga Nacional          ,2010,24.5,88
Touriga Nacional          ,2011,30.4090909091,89
Touriga Nacional          ,2012,30.0,89
Touriga Nacional          ,2013,30.1538461538,88
Touriga Nacional          ,2014,35.0952380952,89
Touriga Nacional          ,2015,24.4666666667,88
Touriga Nacional Blend    ,2005,,90
Touriga Nacional Blend    ,2006,25.5,88
Touriga Nacional Blend    ,2007,144.0,90
Touriga Nacional Blend    ,2008,12.5,90
Touriga Nacional Blend    ,2009,21.5,88
Touriga Nacional Blend    ,2010,20.6666666667,89
Touriga Nacional Blend    ,2011,15.0,90
Touriga Nacional Blend    ,2012,13.0,88
Touriga Nacional Blend    ,2013,15.0,89
Touriga Nacional Blend    ,2014,30.0,91
Touriga Nacional-Cabernet ,2003,12.0,89
Touriga Nacional-Cabernet ,2005,14.0,92
Touriga Nacional-Cabernet ,2008,13.0,91
Touriga Nacional-Cabernet ,2009,15.0,90
Touriga Nacional-Cabernet ,2010,12.3333333333,86
Touriga Nacional-Cabernet ,2011,17.6666666667,87
Touriga Nacional-Cabernet ,2012,11.0,88
Touriga Nacional-Cabernet ,2013,8.3333333333,87
Touriga Nacional-Cabernet ,2014,17.4,87
Touriga Nacional-Cabernet ,2015,12.0,88
Trajadura                 ,2001,7.0,86
Traminer                  ,2000,28.0,86
